#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484288.1         -           1312 1802at5820           -            635         0 1015.3 101.4   1   4     1e-18   5.7e-16   56.7   0.5     7    68    40   110    35   118 0.86 | transcript=PVW1_020023600_t1 | gene=PVW1_020023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:835493-839431(+) | protein_length=1312 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 1802at5820           -            635   3.4e-13   47.5  11.7   6   6   0.00069      0.38    7.7   4.9   497   624  2681  2819  2617  2823 0.75 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474931.1         -           2440 1802at5820           -            635   4.4e-13   47.1   7.4   1   2   5.6e-12   3.1e-09   34.4   0.4   329   386  1017  1074  1005  1082 0.90 | transcript=PVW1_100041300_t1 | gene=PVW1_100041300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1673798-1681120(+) | protein_length=2440 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474931.1         -           2440 1802at5820           -            635   4.4e-13   47.1   7.4   2   2   1.4e-09   7.8e-07   26.5   1.6   338   388  1933  1984  1926  1996 0.87 | transcript=PVW1_100041300_t1 | gene=PVW1_100041300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1673798-1681120(+) | protein_length=2440 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478762.1         -           1380 1802at5820           -            635   7.2e-13   46.4  50.8   1   4     0.071        39    1.1   0.1   575   621    94   146    61   156 0.83 | transcript=PVW1_080012700_t1 | gene=PVW1_080012700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:363382-367524(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478762.1         -           1380 1802at5820           -            635   7.2e-13   46.4  50.8   2   4   9.2e-08   5.1e-05   20.5  29.4   175   390   242   468   163   474 0.68 | transcript=PVW1_080012700_t1 | gene=PVW1_080012700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:363382-367524(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478762.1         -           1380 1802at5820           -            635   7.2e-13   46.4  50.8   3   4   2.9e-10   1.6e-07   28.8   0.1   340   390   618   668   597   671 0.92 | transcript=PVW1_080012700_t1 | gene=PVW1_080012700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:363382-367524(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478762.1         -           1380 1802at5820           -            635   7.2e-13   46.4  50.8   4   4     0.003       1.6    5.6   2.7   236   391   675   837   670   861 0.72 | transcript=PVW1_080012700_t1 | gene=PVW1_080012700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:363382-367524(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472469.1         -           2438 1802at5820           -            635   8.5e-12   42.9   6.9   1   2       2.3   1.2e+03   -3.9   3.6   135   266  1810  1950  1796  1971 0.61 | transcript=PVW1_140063800_t1 | gene=PVW1_140063800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2553507-2560823(+) | protein_length=2438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472469.1         -           2438 1802at5820           -            635   8.5e-12   42.9   6.9   2   2   1.5e-14   8.5e-12   42.9   6.9   335   620  2098  2405  2078  2413 0.71 | transcript=PVW1_140063800_t1 | gene=PVW1_140063800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2553507-2560823(+) | protein_length=2438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478020.1         -           3997 1802at5820           -            635     6e-11   40.1   8.6   1   2   6.7e-08   3.7e-05   20.9   1.1   307   385  2773  2851  2745  2858 0.85 | transcript=PVW1_110041100_t1 | gene=PVW1_110041100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1532353-1544346(-) | protein_length=3997 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478020.1         -           3997 1802at5820           -            635     6e-11   40.1   8.6   2   2   3.4e-08   1.9e-05   21.9   1.2   335   393  3364  3422  3341  3433 0.83 | transcript=PVW1_110041100_t1 | gene=PVW1_110041100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1532353-1544346(-) | protein_length=3997 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483166.1         -           3546 1802at5820           -            635   1.7e-09   35.3  20.6   1   3     5e-11   2.8e-08   31.3   1.5   313   386   874   947   834   950 0.79 | transcript=PVW1_030010500_t1 | gene=PVW1_030010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:279116-289898(-) | protein_length=3546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483166.1         -           3546 1802at5820           -            635   1.7e-09   35.3  20.6   2   3   3.7e-06     0.002   15.2   4.1   312   394  1883  1959  1848  1986 0.83 | transcript=PVW1_030010500_t1 | gene=PVW1_030010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:279116-289898(-) | protein_length=3546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483166.1         -           3546 1802at5820           -            635   1.7e-09   35.3  20.6   3   3       1.2   6.5e+02   -3.0   0.9   155   211  2755  2811  2743  2885 0.80 | transcript=PVW1_030010500_t1 | gene=PVW1_030010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:279116-289898(-) | protein_length=3546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475762.1         -            823 1802at5820           -            635     4e-06   24.2  13.3   1   2   7.6e-08   4.2e-05   20.8   1.3   332   390    46   104    18   125 0.83 | transcript=PVW1_130027300_t1 | gene=PVW1_130027300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1002927-1005398(+) | protein_length=823 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475762.1         -            823 1802at5820           -            635     4e-06   24.2  13.3   2   2   0.00045      0.25    8.3   4.8   530   620   723   807   705   811 0.86 | transcript=PVW1_130027300_t1 | gene=PVW1_130027300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1002927-1005398(+) | protein_length=823 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476723.1         -            240 1802at5820           -            635    0.0048   14.0   2.9   1   1    0.0014      0.79    6.6   2.9   351   385   137   171   112   240 0.63 | transcript=PVW1_090020800_t1 | gene=PVW1_090020800 | organism=Plasmodium_vivax_PvW1 | gene_product=AP2/ERF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCL8] | transcript_product=AP2/ERF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCL8] | location=CAJZCX010000007:743118-744321(+) | protein_length=240 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476023.1         -            478 1802at5820           -            635     0.021   11.9   1.1   1   1   5.7e-05     0.031   11.3   1.1    88   177   367   461   362   469 0.73 | transcript=PVW1_130037800_t1 | gene=PVW1_130037800 | organism=Plasmodium_vivax_PvW1 | gene_product=H/ACA ribonucleoprotein complex subunit 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIS5] | transcript_product=H/ACA ribonucleoprotein complex subunit 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIS5] | location=CAJZCX010000006:1414496-1415932(+) | protein_length=478 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1802at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1802at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1802at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:49 2026
# [ok]
