#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474753.1         -            933 3692at5820           -            699         0 1029.7 149.1   1   3  5.1e-158  1.5e-154  514.6  48.0     1   306    26   365    26   372 0.92 | transcript=PVW1_100027400_t1 | gene=PVW1_100027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1082408-1086029(-) | protein_length=933 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   9  11     8e-10   2.4e-06   24.8  33.1    11   348  2119  2458  2102  2480 0.70 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1  10  11      0.18   5.6e+02   -2.8  17.2   401   529  2589  2710  2544  2755 0.72 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1  11  11      0.69   2.1e+03   -4.8   3.0   233   275  2926  2968  2908  2990 0.73 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3692at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3692at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3692at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:19 2026
# [ok]
