#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477950.1         -           1284 2168at5820           -            946         0 1724.2 128.1   1   5  1.2e-146  2.4e-143  477.7  30.5     1   233     1   234     1   242 0.98 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480301.1         -           1319 2168at5820           -            946   9.1e-21   72.0  33.1   3   4    0.0047       9.6    2.4   5.9   572   670   633   737   602   787 0.68 | transcript=PVW1_070009000_t1 | gene=PVW1_070009000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:234562-239578(-) | protein_length=1319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480301.1         -           1319 2168at5820           -            946   9.1e-21   72.0  33.1   4   4       1.8   3.7e+03   -6.1   5.6   696   781  1208  1300  1186  1315 0.50 | transcript=PVW1_070009000_t1 | gene=PVW1_070009000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:234562-239578(-) | protein_length=1319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2168at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2168at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2168at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:21 2026
# [ok]
