#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482504.1         -            344 8167at5820           -            291  1.4e-139  462.9   2.1   1   1  5.6e-140  6.9e-138  457.3   2.1    10   291    22   341    14   341 0.91 | transcript=PVW1_040017700_t1 | gene=PVW1_040017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:562218-563813(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473995.1         -           2433 8167at5820           -            291     5e-18   63.9   7.2   1   2   1.4e-19   1.8e-17   62.1   1.4    39   281   134   403   115   411 0.75 | transcript=PVW1_120080600_t1 | gene=PVW1_120080600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3191638-3199719(-) | protein_length=2433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473995.1         -           2433 8167at5820           -            291     5e-18   63.9   7.2   2   2      0.58        73    1.0   0.4    63   100  1978  2014  1966  2028 0.77 | transcript=PVW1_120080600_t1 | gene=PVW1_120080600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3191638-3199719(-) | protein_length=2433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479945.1         -            612 8167at5820           -            291   2.1e-17   61.9  10.6   1   2   8.8e-18   1.1e-15   56.3   5.0    13   216   264   463   259   483 0.74 | transcript=PVW1_050032400_t1 | gene=PVW1_050032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1143440-1145278(-) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479945.1         -            612 8167at5820           -            291   2.1e-17   61.9  10.6   2   2    0.0048      0.59    7.9   0.2   245   279   535   569   500   576 0.79 | transcript=PVW1_050032400_t1 | gene=PVW1_050032400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1143440-1145278(-) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472118.1         -            517 8167at5820           -            291   2.5e-17   61.6  11.8   1   3     0.058       7.1    4.4   0.1     9    50    43    87    37   111 0.83 | transcript=PVW1_140030700_t1 | gene=PVW1_140030700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | location=CAJZCX010000003:1120450-1122565(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472118.1         -            517 8167at5820           -            291   2.5e-17   61.6  11.8   2   3   3.7e-06   0.00046   18.1   2.8    66   161   255   343   225   365 0.72 | transcript=PVW1_140030700_t1 | gene=PVW1_140030700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | location=CAJZCX010000003:1120450-1122565(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472118.1         -            517 8167at5820           -            291   2.5e-17   61.6  11.8   3   3   4.5e-14   5.5e-12   44.1   0.1   165   280   395   511   385   516 0.80 | transcript=PVW1_140030700_t1 | gene=PVW1_140030700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | location=CAJZCX010000003:1120450-1122565(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473290.1         -            563 8167at5820           -            291   2.6e-17   61.6  12.9   1   3     0.078       9.7    3.9   0.6    28    68    32    73    23    80 0.85 | transcript=PVW1_120031400_t1 | gene=PVW1_120031400 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | transcript_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | location=CAJZCX010000004:1172915-1174606(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473290.1         -            563 8167at5820           -            291   2.6e-17   61.6  12.9   2   3   2.1e-19   2.6e-17   61.6  12.9    41   287   135   383   107   387 0.84 | transcript=PVW1_120031400_t1 | gene=PVW1_120031400 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | transcript_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | location=CAJZCX010000004:1172915-1174606(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473290.1         -            563 8167at5820           -            291   2.6e-17   61.6  12.9   3   3       5.7   7.1e+02   -2.2   0.1   105   139   507   541   487   550 0.84 | transcript=PVW1_120031400_t1 | gene=PVW1_120031400 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | transcript_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | location=CAJZCX010000004:1172915-1174606(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476861.1         -            561 8167at5820           -            291   4.7e-17   60.7  22.6   1   2   1.1e-10   1.4e-08   32.9   9.1    15   178    34   187    26   194 0.73 | transcript=PVW1_090027100_t1 | gene=PVW1_090027100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | location=CAJZCX010000007:990790-992475(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476861.1         -            561 8167at5820           -            291   4.7e-17   60.7  22.6   2   2   6.8e-12   8.5e-10   36.9   0.1   183   273   345   434   292   451 0.76 | transcript=PVW1_090027100_t1 | gene=PVW1_090027100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | location=CAJZCX010000007:990790-992475(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479267.1         -           1607 8167at5820           -            291   5.9e-17   60.4   2.2   1   1   8.1e-19     1e-16   59.7   2.2    78   279  1393  1603  1353  1606 0.70 | transcript=PVW1_080036700_t1 | gene=PVW1_080036700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1393748-1399176(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485130.1         -            721 8167at5820           -            291   1.1e-16   59.5   1.8   1   1   4.4e-18   5.4e-16   57.3   1.8   122   285   548   717   447   720 0.74 | transcript=PVW1_010023200_t1 | gene=PVW1_010023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | location=CAJZCX010000016:835802-838807(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475709.1         -            722 8167at5820           -            291   3.3e-16   58.0   7.8   1   2   1.5e-14   1.9e-12   45.6   4.8    81   240    77   241    11   274 0.68 | transcript=PVW1_130025000_t1 | gene=PVW1_130025000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:917366-919534(+) | protein_length=722 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475709.1         -            722 8167at5820           -            291   3.3e-16   58.0   7.8   2   2   0.00026     0.032   12.1   0.1   250   279   280   309   253   318 0.76 | transcript=PVW1_130025000_t1 | gene=PVW1_130025000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:917366-919534(+) | protein_length=722 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478938.1         -            325 8167at5820           -            291   2.4e-14   51.9  21.6   1   2     7e-12   8.6e-10   36.9  17.5    42   214    25   216    17   237 0.74 | transcript=PVW1_080019800_t1 | gene=PVW1_080019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | location=CAJZCX010000009:688257-689234(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478938.1         -            325 8167at5820           -            291   2.4e-14   51.9  21.6   2   2   3.4e-05    0.0042   15.0   0.1   252   280   279   309   252   312 0.79 | transcript=PVW1_080019800_t1 | gene=PVW1_080019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | location=CAJZCX010000009:688257-689234(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 8167at5820           -            291   5.3e-14   50.7  12.7   1   4      0.13        16    3.2   0.1    11    33   767   789   758   800 0.84 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 8167at5820           -            291   5.3e-14   50.7  12.7   2   4   1.9e-07   2.4e-05   22.3   0.4    86   170   917  1002   908  1011 0.83 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 8167at5820           -            291   5.3e-14   50.7  12.7   3   4   2.5e-06   0.00031   18.7   0.5   162   237  1080  1157  1071  1162 0.83 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 8167at5820           -            291   5.3e-14   50.7  12.7   4   4   0.00024     0.029   12.2   0.1   236   282  1251  1303  1244  1307 0.73 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479224.1         -            488 8167at5820           -            291   7.2e-14   50.3   1.6   1   2   1.3e-14   1.7e-12   45.8   0.9   101   229   188   322   166   352 0.71 | transcript=PVW1_080033400_t1 | gene=PVW1_080033400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | location=CAJZCX010000009:1260295-1262736(+) | protein_length=488 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479224.1         -            488 8167at5820           -            291   7.2e-14   50.3   1.6   2   2      0.46        57    1.4   0.0   251   276   371   396   366   402 0.89 | transcript=PVW1_080033400_t1 | gene=PVW1_080033400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | location=CAJZCX010000009:1260295-1262736(+) | protein_length=488 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482560.1         -           1029 8167at5820           -            291   7.4e-14   50.2   0.6   1   1   1.4e-15   1.8e-13   49.0   0.6   114   225   849   966   756   979 0.77 | transcript=PVW1_040019500_t1 | gene=PVW1_040019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | location=CAJZCX010000013:629604-632693(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478192.1         -            354 8167at5820           -            291   1.7e-13   49.1   0.3   1   1   3.3e-15   4.1e-13   47.8   0.3    57   279    65   307    47   318 0.70 | transcript=PVW1_110049500_t1 | gene=PVW1_110049500 | organism=Plasmodium_vivax_PvW1 | gene_product=Aurora kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0I7] | transcript_product=Aurora kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0I7] | location=CAJZCX010000008:1882409-1883946(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 8167at5820           -            291   1.9e-13   48.9   0.0   1   2   1.5e-15   1.9e-13   48.9   0.0   122   240   907  1031   903  1053 0.81 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 8167at5820           -            291   1.9e-13   48.9   0.0   2   2     0.037       4.6    5.0   0.0   252   280  1085  1113  1053  1122 0.88 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473309.1         -            305 8167at5820           -            291   1.9e-13   48.9   4.2   1   2   9.7e-15   1.2e-12   46.3   2.8    69   215    54   207    10   222 0.80 | transcript=PVW1_120032100_t1 | gene=PVW1_120032100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGH9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGH9] | location=CAJZCX010000004:1203388-1205498(-) | protein_length=305 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
