#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474788.1         -            463 11717at5820          -            359  6.8e-220  727.6  69.2   1   3   1.3e-19   3.6e-17   60.8   5.9     1    57     4    70     4    77 0.84 | transcript=PVW1_100030200_t1 | gene=PVW1_100030200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1189816-1191632(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 11717at5820          -            359    0.0005   17.5   0.2   1   3       2.8   7.7e+02   -2.8  18.9    94   220   255   386   240   403 0.68 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 11717at5820          -            359    0.0005   17.5   0.2   2   3    0.0051       1.4    6.2   1.8    96   178   392   474   386   508 0.78 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475644.1         -            559 11717at5820          -            359    0.0005   17.5   0.2   3   3   1.8e-06    0.0005   17.5   0.2   309   348   506   545   502   553 0.89 | transcript=PVW1_130022100_t1 | gene=PVW1_130022100 | organism=Plasmodium_vivax_PvW1 | gene_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | transcript_product=STI1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H398] | location=CAJZCX010000006:783884-785563(-) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473414.1         -           2618 11717at5820          -            359   0.00078   16.9   9.2   1   3   2.8e-06   0.00078   16.9   9.2   253   310   364   419   341   425 0.65 | transcript=PVW1_120039500_t1 | gene=PVW1_120039500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1424738-1432875(-) | protein_length=2618 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473414.1         -           2618 11717at5820          -            359   0.00078   16.9   9.2   2   3       1.4   3.8e+02   -1.8   8.5   255   300  1705  1748  1679  1815 0.60 | transcript=PVW1_120039500_t1 | gene=PVW1_120039500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1424738-1432875(-) | protein_length=2618 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473414.1         -           2618 11717at5820          -            359   0.00078   16.9   9.2   3   3         7   1.9e+03   -4.2   2.2   251   293  2363  2405  2349  2425 0.56 | transcript=PVW1_120039500_t1 | gene=PVW1_120039500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1424738-1432875(-) | protein_length=2618 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476692.1         -            394 11717at5820          -            359    0.0055   14.1  10.7   1   2   1.9e-05    0.0052   14.2   3.2   234   351    89   206    70   221 0.64 | transcript=PVW1_090018700_t1 | gene=PVW1_090018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:663896-665602(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476692.1         -            394 11717at5820          -            359    0.0055   14.1  10.7   2   2     0.017       4.7    4.4   0.8   295   333   279   319   265   329 0.76 | transcript=PVW1_090018700_t1 | gene=PVW1_090018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:663896-665602(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480312.1         -            188 11717at5820          -            359     0.007   13.7   5.9   1   1   2.8e-05    0.0078   13.6   5.9    67   197    53   185    17   188 0.85 | transcript=PVW1_070009600_t1 | gene=PVW1_070009600 | organism=Plasmodium_vivax_PvW1 | gene_product=Bacterial histone-like protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ4] | transcript_product=Bacterial histone-like protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ4] | location=CAJZCX010000011:265394-266221(-) | protein_length=188 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471828.1         -            548 11717at5820          -            359     0.011   13.1   2.2   1   1    0.0001     0.029   11.7   2.2   193   307    36   156     5   183 0.50 | transcript=PVW1_140011300_t1 | gene=PVW1_140011300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:319210-321051(-) | protein_length=548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 11717at5820          -            359     0.014   12.7  10.3   1   3     0.038        10    3.3   4.9   263   296   599   628   582   645 0.48 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 11717at5820          -            359     0.014   12.7  10.3   2   3   0.00045      0.12    9.7   0.0   119   154  1198  1233  1189  1258 0.86 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 11717at5820          -            359     0.014   12.7  10.3   3   3      0.58   1.6e+02   -0.6   0.0   200   242  1438  1485  1427  1533 0.74 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477883.1         -           1428 11717at5820          -            359     0.018   12.4   6.0   1   1   0.00012     0.033   11.5   6.0   264   307  1083  1123  1065  1135 0.64 | transcript=PVW1_110033000_t1 | gene=PVW1_110033000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1231779-1236065(+) | protein_length=1428 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482402.1         -            943 11717at5820          -            359     0.033   11.6   3.1   1   1   0.00024     0.066   10.5   3.1   254   301   311   357   297   368 0.77 | transcript=PVW1_040014100_t1 | gene=PVW1_040014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:416540-419770(+) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479673.1         -           1162 11717at5820          -            359      0.19    9.1   7.0   1   1    0.0021      0.59    7.4   7.0   264   311   107   154    97   167 0.75 | transcript=PVW1_050012200_t1 | gene=PVW1_050012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | location=CAJZCX010000010:349555-353043(-) | protein_length=1162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478568.1         -            297 11717at5820          -            359      0.21    8.9   4.5   1   1     0.002      0.54    7.5   4.5   260   299   253   290   236   295 0.68 | transcript=PVW1_080005800_t1 | gene=PVW1_080005800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:65404-66421(-) | protein_length=297 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477192.1         -            972 11717at5820          -            359      0.75    7.1  39.5   1   2       3.1   8.5e+02   -3.0   0.4   213   248    60    95    54   137 0.65 | transcript=PVW1_090046000_t1 | gene=PVW1_090046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1838550-1841468(+) | protein_length=972 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477192.1         -            972 11717at5820          -            359      0.75    7.1  39.5   2   2   0.00026     0.072   10.4  33.0   250   304   454   510   388   544 0.81 | transcript=PVW1_090046000_t1 | gene=PVW1_090046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1838550-1841468(+) | protein_length=972 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475851.1         -           1071 11717at5820          -            359       3.1    5.0  12.6   1   1      0.03       8.3    3.6  12.6   262   308   255   301   250   310 0.69 | transcript=PVW1_130031200_t1 | gene=PVW1_130031200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1151817-1155032(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481683.1         -           1492 11717at5820          -            359       3.7    4.8  23.0   1   3   0.00017     0.046   11.1   5.2   268   299   164   195   160   217 0.62 | transcript=PVW1_060021500_t1 | gene=PVW1_060021500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:695986-700464(+) | protein_length=1492 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481683.1         -           1492 11717at5820          -            359       3.7    4.8  23.0   2   3       1.4   3.9e+02   -1.9   0.4   290   305   628   643   619   658 0.53 | transcript=PVW1_060021500_t1 | gene=PVW1_060021500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:695986-700464(+) | protein_length=1492 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481683.1         -           1492 11717at5820          -            359       3.7    4.8  23.0   3   3     0.026       7.3    3.8   3.6   269   305  1075  1110  1066  1125 0.49 | transcript=PVW1_060021500_t1 | gene=PVW1_060021500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:695986-700464(+) | protein_length=1492 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478597.1         -            316 11717at5820          -            359       4.6    4.5  11.5   1   1     0.023       6.4    4.0  11.5   256   304   150   194   124   211 0.55 | transcript=PVW1_080006900_t1 | gene=PVW1_080006900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:129831-130996(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11717at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11717at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11717at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:25 2026
# [ok]
