#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   1  12   2.5e-16   7.6e-13   45.4  21.0     1    60     1    67     1    74 0.87 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2  12  12   2.3e-07    0.0007   15.7   0.2  1145  1170  1838  1864  1815  1864 0.84 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479310.1         -           1023 1411at5820           -           1170   0.00012   18.2  13.0   1   3     4e-08   0.00012   18.2  13.0   403   571   363   527   359   545 0.79 | transcript=PVW1_080040600_t1 | gene=PVW1_080040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1531051-1534122(-) | protein_length=1023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479310.1         -           1023 1411at5820           -           1170   0.00012   18.2  13.0   2   3     0.002         6    2.7  31.5   396   586   592   784   573   798 0.77 | transcript=PVW1_080040600_t1 | gene=PVW1_080040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1531051-1534122(-) | protein_length=1023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479310.1         -           1023 1411at5820           -           1170   0.00012   18.2  13.0   3   3     0.071   2.1e+02   -2.5   2.7   459   490   932   963   908  1017 0.53 | transcript=PVW1_080040600_t1 | gene=PVW1_080040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1531051-1534122(-) | protein_length=1023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1411at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1411at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1411at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:32 2026
# [ok]
