#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483251.1         -            700 4671at5820           -            475  7.2e-271  897.1  39.3   1   4   3.1e-29   9.3e-27   92.1   0.1     1    90    11   130    11   153 0.86 | transcript=PVW1_030014300_t1 | gene=PVW1_030014300 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRV6] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRV6] | location=CAJZCX010000014:464156-466258(-) | protein_length=700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476175.1         -           1174 4671at5820           -            475   2.8e-49  166.4  21.2   2   4   1.7e-05    0.0051   13.9   0.0   210   274   352   424   329   430 0.67 | transcript=PVW1_130042600_t1 | gene=PVW1_130042600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1643990-1647514(-) | protein_length=1174 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476175.1         -           1174 4671at5820           -            475   2.8e-49  166.4  21.2   3   4   3.5e-09   1.1e-06   26.0   3.1   282   422   487   622   475   631 0.74 | transcript=PVW1_130042600_t1 | gene=PVW1_130042600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1643990-1647514(-) | protein_length=1174 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476175.1         -           1174 4671at5820           -            475   2.8e-49  166.4  21.2   4   4   2.6e-43   7.9e-41  138.5   1.3   199   377   767   946   756   955 0.93 | transcript=PVW1_130042600_t1 | gene=PVW1_130042600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1643990-1647514(-) | protein_length=1174 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472141.1         -           1070 4671at5820           -            475   1.9e-42  143.9  14.0   1   2   4.4e-08   1.3e-05   22.4   3.6   150   377   167   379   131   387 0.66 | transcript=PVW1_140032300_t1 | gene=PVW1_140032300 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA family ATPase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK52] | transcript_product=AAA family ATPase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK52] | location=CAJZCX010000003:1173694-1176906(+) | protein_length=1070 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472141.1         -           1070 4671at5820           -            475   1.9e-42  143.9  14.0   2   2   9.8e-40     3e-37  126.7   2.8   158   410   536   782   500   790 0.78 | transcript=PVW1_140032300_t1 | gene=PVW1_140032300 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA family ATPase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK52] | transcript_product=AAA family ATPase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK52] | location=CAJZCX010000003:1173694-1176906(+) | protein_length=1070 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471851.1         -            393 4671at5820           -            475   5.5e-38  129.2   0.1   1   2       2.3     7e+02   -3.1   1.1    24    54    20    47     2    64 0.44 | transcript=PVW1_140013500_t1 | gene=PVW1_140013500 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H453] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H453] | location=CAJZCX010000003:405987-407168(-) | protein_length=393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471851.1         -            393 4671at5820           -            475   5.5e-38  129.2   0.1   2   2   1.8e-40   5.5e-38  129.2   0.1   191   416   129   354   114   384 0.87 | transcript=PVW1_140013500_t1 | gene=PVW1_140013500 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H453] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H453] | location=CAJZCX010000003:405987-407168(-) | protein_length=393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472560.1         -            424 4671at5820           -            475   3.6e-36  123.2   1.7   1   2      0.38   1.2e+02   -0.5   1.3   129   170    44    83    15    97 0.62 | transcript=PVW1_140072500_t1 | gene=PVW1_140072500 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5W3] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5W3] | location=CAJZCX010000003:2878631-2879905(-) | protein_length=424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472560.1         -            424 4671at5820           -            475   3.6e-36  123.2   1.7   2   2   3.1e-38   9.4e-36  121.8   0.0   201   416   170   384   153   392 0.87 | transcript=PVW1_140072500_t1 | gene=PVW1_140072500 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5W3] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5W3] | location=CAJZCX010000003:2878631-2879905(-) | protein_length=424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478777.1         -            447 4671at5820           -            475   1.2e-31  108.2   0.0   1   1   6.6e-34     2e-31  107.5   0.0   188   415   181   408   173   412 0.84 | transcript=PVW1_080013400_t1 | gene=PVW1_080013400 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW49] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW49] | location=CAJZCX010000009:415093-416725(-) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479352.1         -            785 4671at5820           -            475     1e-30  105.2   5.2   1   2   8.2e-29   2.5e-26   90.7   0.5   230   455   287   522   238   533 0.81 | transcript=PVW1_080042900_t1 | gene=PVW1_080042900 | organism=Plasmodium_vivax_PvW1 | gene_product=Vesicle-fusing ATPase [Source:UniProtKB/TrEMBL;Acc:Q962M0] | transcript_product=Vesicle-fusing ATPase [Source:UniProtKB/TrEMBL;Acc:Q962M0] | location=CAJZCX010000009:1623199-1625556(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479352.1         -            785 4671at5820           -            475     1e-30  105.2   5.2   2   2   2.6e-06   0.00078   16.5   0.5   230   397   568   733   552   741 0.77 | transcript=PVW1_080042900_t1 | gene=PVW1_080042900 | organism=Plasmodium_vivax_PvW1 | gene_product=Vesicle-fusing ATPase [Source:UniProtKB/TrEMBL;Acc:Q962M0] | transcript_product=Vesicle-fusing ATPase [Source:UniProtKB/TrEMBL;Acc:Q962M0] | location=CAJZCX010000009:1623199-1625556(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479867.1         -            392 4671at5820           -            475   3.5e-30  103.4   0.0   1   1   1.9e-32   5.7e-30  102.7   0.0   190   385   129   328   120   353 0.86 | transcript=PVW1_050025300_t1 | gene=PVW1_050025300 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H907] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H907] | location=CAJZCX010000010:849428-850791(-) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472474.1         -            896 4671at5820           -            475   6.1e-30  102.6   0.0   1   1     2e-32   6.1e-30  102.6   0.0   229   410   191   374   157   381 0.82 | transcript=PVW1_140064300_t1 | gene=PVW1_140064300 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL19] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL19] | location=CAJZCX010000003:2572319-2575009(+) | protein_length=896 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471929.1         -            420 4671at5820           -            475   8.7e-30  102.1   0.0   1   1   4.6e-32   1.4e-29  101.4   0.0   188   415   151   378   137   385 0.83 | transcript=PVW1_140018700_t1 | gene=PVW1_140018700 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK13] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK13] | location=CAJZCX010000003:612748-614241(-) | protein_length=420 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473644.1         -            702 4671at5820           -            475   2.4e-28   97.4   0.3   1   2       3.6   1.1e+03   -3.7   0.4   424   441    76    93    46   120 0.60 | transcript=PVW1_120056700_t1 | gene=PVW1_120056700 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH54] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH54] | location=CAJZCX010000004:2176508-2178616(+) | protein_length=702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473644.1         -            702 4671at5820           -            475   2.4e-28   97.4   0.3   2   2     8e-31   2.4e-28   97.4   0.3   193   382   244   433   219   469 0.87 | transcript=PVW1_120056700_t1 | gene=PVW1_120056700 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH54] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH54] | location=CAJZCX010000004:2176508-2178616(+) | protein_length=702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477003.1         -            441 4671at5820           -            475   2.1e-26   91.0   0.3   1   2       4.9   1.5e+03   -4.2   0.3     4    24    50    70    36   101 0.58 | transcript=PVW1_090035700_t1 | gene=PVW1_090035700 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXS1] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXS1] | location=CAJZCX010000007:1346540-1347865(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477003.1         -            441 4671at5820           -            475   2.1e-26   91.0   0.3   2   2   1.1e-28   3.4e-26   90.3   0.0   199   414   188   403   172   409 0.80 | transcript=PVW1_090035700_t1 | gene=PVW1_090035700 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXS1] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXS1] | location=CAJZCX010000007:1346540-1347865(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476794.1         -            950 4671at5820           -            475     3e-25   87.2   0.0   1   1   1.7e-27     5e-25   86.4   0.0   193   376   396   585   377   610 0.87 | transcript=PVW1_090024800_t1 | gene=PVW1_090024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:886169-889021(-) | protein_length=950 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477176.1         -            627 4671at5820           -            475   2.8e-16   57.6   0.2   1   1   1.5e-18   4.6e-16   56.9   0.2   234   384   347   516   333   595 0.80 | transcript=PVW1_090044700_t1 | gene=PVW1_090044700 | organism=Plasmodium_vivax_PvW1 | gene_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDB1] | transcript_product=AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDB1] | location=CAJZCX010000007:1774383-1777184(-) | protein_length=627 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485084.1         -           1157 4671at5820           -            475   4.5e-13   47.0   3.8   1   3         7   2.1e+03   -4.7   0.8   140   173   298   332   280   339 0.49 | transcript=PVW1_010021100_t1 | gene=PVW1_010021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:731614-735087(-) | protein_length=1157 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485084.1         -           1157 4671at5820           -            475   4.5e-13   47.0   3.8   2   3     5e-11   1.5e-08   32.1   0.0   232   307   581   657   536   687 0.77 | transcript=PVW1_010021100_t1 | gene=PVW1_010021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:731614-735087(-) | protein_length=1157 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485084.1         -           1157 4671at5820           -            475   4.5e-13   47.0   3.8   3   3   5.1e-06    0.0016   15.5   0.0   336   384   775   825   757   833 0.88 | transcript=PVW1_010021100_t1 | gene=PVW1_010021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:731614-735087(-) | protein_length=1157 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485019.1         -            988 4671at5820           -            475   1.6e-10   38.6   0.0   1   1   9.4e-13   2.9e-10   37.8   0.0   233   331   747   850   738   871 0.82 | transcript=PVW1_010018900_t1 | gene=PVW1_010018900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:618725-621864(+) | protein_length=988 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484747.1         -            665 4671at5820           -            475   5.9e-09   33.4   0.4   1   1     2e-11   5.9e-09   33.4   0.4   233   421   344   541   322   550 0.73 | transcript=PVW1_010011700_t1 | gene=PVW1_010011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:353132-355129(+) | protein_length=665 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4671at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4671at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4671at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:33 2026
# [ok]
