#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472549.1         -            611 5171at5820           -            438  1.3e-213  708.1   7.9   1   3   2.4e-83   7.6e-81  270.6   0.0     1   180    16   215    16   220 0.90 | transcript=PVW1_140071400_t1 | gene=PVW1_140071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2839212-2842431(+) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476722.1         -            487 5171at5820           -            438     4e-13   47.4   7.8   1   2       2.7   8.8e+02   -3.2   0.1    62    80   188   206   131   210 0.60 | transcript=PVW1_090020700_t1 | gene=PVW1_090020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | transcript_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | location=CAJZCX010000007:739061-740524(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476722.1         -            487 5171at5820           -            438     4e-13   47.4   7.8   2   2   1.3e-15     4e-13   47.4   7.8   235   420   278   469   244   473 0.76 | transcript=PVW1_090020700_t1 | gene=PVW1_090020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | transcript_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | location=CAJZCX010000007:739061-740524(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473726.1         -            583 5171at5820           -            438   2.6e-10   38.2  19.6   1   2   2.8e-09   8.9e-07   26.5  12.8   227   393   345   505   218   533 0.67 | transcript=PVW1_120063700_t1 | gene=PVW1_120063700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | transcript_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | location=CAJZCX010000004:2448322-2450073(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473726.1         -            583 5171at5820           -            438   2.6e-10   38.2  19.6   2   2   1.2e-05    0.0039   14.5   0.5   395   418   541   564   535   578 0.88 | transcript=PVW1_120063700_t1 | gene=PVW1_120063700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | transcript_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | location=CAJZCX010000004:2448322-2450073(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476720.1         -            484 5171at5820           -            438   2.8e-09   34.7  10.7   1   1   9.3e-11     3e-08   31.4  10.7   227   415   268   462   136   469 0.72 | transcript=PVW1_090020500_t1 | gene=PVW1_090020500 | organism=Plasmodium_vivax_PvW1 | gene_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q5IZD8] | transcript_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q5IZD8] | location=CAJZCX010000007:730964-732418(-) | protein_length=484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 5171at5820           -            438   7.5e-07   26.7   0.4   1   1   4.9e-09   1.6e-06   25.7   0.4   355   416   667   743   656   764 0.68 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 5171at5820           -            438     1e-06   26.3   0.7   1   1   5.3e-09   1.7e-06   25.6   0.7   375   416   746   794   727   813 0.80 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482650.1         -           1219 5171at5820           -            438   2.8e-06   24.8   0.1   1   1   1.6e-08   5.2e-06   24.0   0.1   376   416   841   888   810   908 0.76 | transcript=PVW1_040023300_t1 | gene=PVW1_040023300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:782523-786545(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 5171at5820           -            438   5.4e-06   23.9   0.1   1   3       1.1   3.7e+02   -1.9   0.3   225   252   248   278   242   286 0.66 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 5171at5820           -            438   5.4e-06   23.9   0.1   2   3   1.7e-08   5.4e-06   23.9   0.1   382   415   449   489   427   496 0.89 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 5171at5820           -            438   5.4e-06   23.9   0.1   3   3         2   6.3e+02   -2.7   0.2   233   263   648   678   627   690 0.72 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 5171at5820           -            438   3.2e-05   21.4   1.9   1   2       1.5   4.9e+02   -2.3   0.2   256   324   276   346   273   353 0.63 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 5171at5820           -            438   3.2e-05   21.4   1.9   2   2   1.1e-07   3.4e-05   21.3   0.1   380   430   742   803   708   807 0.78 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 5171at5820           -            438   3.4e-05   21.3   2.8   1   2     0.082        26    1.9   0.4   233   256   571   594   548   616 0.77 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 5171at5820           -            438   3.4e-05   21.3   2.8   2   2   1.1e-07   3.4e-05   21.3   2.8   376   416   742   789   708   809 0.70 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 5171at5820           -            438   3.7e-05   21.2   0.1   1   1   2.4e-07   7.5e-05   20.1   0.1   381   415   712   753   701   773 0.81 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 5171at5820           -            438   3.9e-05   21.1   1.5   1   2       0.1        33    1.5   0.2   233   256   530   553   513   563 0.77 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 5171at5820           -            438   3.9e-05   21.1   1.5   2   2   1.2e-07   3.9e-05   21.1   1.5   373   416   698   748   667   770 0.73 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 5171at5820           -            438   4.6e-05   20.9   1.7   1   2       1.2   3.8e+02   -2.0   0.1   149   177   366   395   328   416 0.74 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 5171at5820           -            438   4.6e-05   20.9   1.7   2   2   1.9e-07     6e-05   20.5   0.2   379   415   713   756   688   776 0.81 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 5171at5820           -            438   4.7e-05   20.8   1.5   1   2       4.2   1.3e+03   -3.8   0.1   310   325   330   345   324   350 0.77 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 5171at5820           -            438   4.7e-05   20.8   1.5   2   2   1.6e-07     5e-05   20.7   0.1   382   429   746   804   733   809 0.73 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 5171at5820           -            438   8.2e-05   20.0   0.5   1   2       2.2     7e+02   -2.8   0.0   235   263   558   586   551   597 0.82 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 5171at5820           -            438   8.2e-05   20.0   0.5   2   2   5.8e-07   0.00018   18.9   0.1   373   430   724   792   700   798 0.73 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 5171at5820           -            438   0.00025   18.4   0.3   1   2      0.47   1.5e+02   -0.6   0.2   255   324   252   323   248   331 0.72 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 5171at5820           -            438   0.00025   18.4   0.3   2   2   7.8e-07   0.00025   18.4   0.3   378   416   707   752   682   773 0.80 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5171at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5171at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5171at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:29 2026
# [ok]
