#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478612.1         -            318 13693at5820          -            216    6e-126  416.8  40.0   1   1  3.1e-128    6e-126  416.8  40.0     1   215    80   305    80   307 0.97 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 13693at5820          -            216   2.9e-12   45.2  14.2   4   4       3.9   7.4e+02   -1.9   0.4   111   161   367   382   335   390 0.43 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 13693at5820          -            216   9.2e-11   40.3   2.1   1   3      0.83   1.6e+02    0.3   1.2   173   211    82   122    71   127 0.72 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 13693at5820          -            216   9.2e-11   40.3   2.1   2   3   4.7e-07   8.9e-05   20.7   0.1    10    85   366   440   361   448 0.81 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 13693at5820          -            216   9.2e-11   40.3   2.1   3   3   2.7e-09   5.1e-07   28.0   0.2     5    84   661   741   657   748 0.91 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479862.1         -            269 13693at5820          -            216   1.1e-10   40.0   0.1   1   2       5.1   9.6e+02   -2.3   0.6   178   200    11    33     5    50 0.69 | transcript=PVW1_050024900_t1 | gene=PVW1_050024900 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | transcript_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | location=CAJZCX010000010:840499-842671(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479862.1         -            269 13693at5820          -            216   1.1e-10   40.0   0.1   2   2   5.8e-13   1.1e-10   40.0   0.1     2    85   183   266   182   269 0.96 | transcript=PVW1_050024900_t1 | gene=PVW1_050024900 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | transcript_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | location=CAJZCX010000010:840499-842671(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 13693at5820          -            216   3.1e-10   38.5   0.0   1   2   0.00015     0.028   12.5   0.0     6    67     6    66     2   118 0.88 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 13693at5820          -            216   3.1e-10   38.5   0.0   2   2   4.6e-08   8.8e-06   24.0   0.0     6    88   154   235   151   245 0.87 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 13693at5820          -            216   1.7e-08   32.8   1.7   1   2   3.3e-05    0.0062   14.7   0.0     3    75    16    88    14   102 0.87 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 13693at5820          -            216   1.7e-08   32.8   1.7   2   2   4.9e-06   0.00092   17.4   0.4     6    85   106   184    99   199 0.87 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 13693at5820          -            216   3.8e-08   31.7   0.0   1   1     2e-10   3.8e-08   31.7   0.0     7    83     8    81     3   107 0.89 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 13693at5820          -            216   4.2e-08   31.6   0.8   1   2   1.7e-07   3.2e-05   22.1   0.4     7   104    10   109     7   118 0.81 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 13693at5820          -            216   4.2e-08   31.6   0.8   2   2    0.0034      0.64    8.1   0.0     7    67   120   174   114   183 0.85 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 13693at5820          -            216   8.1e-08   30.6   8.4   1   2     0.039       7.4    4.6   0.5     7    63    95   150    91   168 0.83 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 13693at5820          -            216   8.1e-08   30.6   8.4   2   2   4.4e-10   8.3e-08   30.6   0.5     5    80   301   378   296   390 0.87 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 13693at5820          -            216   1.2e-07   30.0   0.0   1   1   7.7e-10   1.5e-07   29.8   0.0     8    80    15    84    11   105 0.89 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476308.1         -            661 13693at5820          -            216   1.2e-07   30.0   0.1   1   3   6.6e-10   1.2e-07   30.0   0.1     3    84   162   246   160   261 0.84 | transcript=PVW1_130052700_t1 | gene=PVW1_130052700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2091993-2095426(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476308.1         -            661 13693at5820          -            216   1.2e-07   30.0   0.1   2   3       4.6   8.7e+02   -2.1   0.0    19    55   287   322   264   332 0.74 | transcript=PVW1_130052700_t1 | gene=PVW1_130052700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2091993-2095426(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476308.1         -            661 13693at5820          -            216   1.2e-07   30.0   0.1   3   3       4.7     9e+02   -2.2   1.3   141   199   336   394   325   409 0.51 | transcript=PVW1_130052700_t1 | gene=PVW1_130052700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2091993-2095426(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477508.1         -            448 13693at5820          -            216   9.3e-07   27.2   0.1   1   1   4.9e-09   9.3e-07   27.2   0.1     6    84    97   174    91   190 0.89 | transcript=PVW1_110010300_t1 | gene=PVW1_110010300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | location=CAJZCX010000008:220414-221760(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471856.1         -            505 13693at5820          -            216   1.5e-06   26.5   7.8   1   2   2.9e-05    0.0055   14.9   2.3     7    84   227   305   225   408 0.79 | transcript=PVW1_140014000_t1 | gene=PVW1_140014000 | organism=Plasmodium_vivax_PvW1 | gene_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | transcript_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | location=CAJZCX010000003:434420-436257(+) | protein_length=505 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471856.1         -            505 13693at5820          -            216   1.5e-06   26.5   7.8   2   2   7.1e-05     0.013   13.6   0.3     8    85   434   505   430   505 0.91 | transcript=PVW1_140014000_t1 | gene=PVW1_140014000 | organism=Plasmodium_vivax_PvW1 | gene_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | transcript_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | location=CAJZCX010000003:434420-436257(+) | protein_length=505 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 13693at5820          -            216   1.5e-06   26.5   0.8   1   3       7.4   1.4e+03   -2.8   7.1   182   215    19    52     7    81 0.59 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 13693at5820          -            216   1.5e-06   26.5   0.8   2   3   2.4e-06   0.00046   18.4   0.2    10    90   121   194   113   203 0.78 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 13693at5820          -            216   1.5e-06   26.5   0.8   3   3   4.4e-05    0.0083   14.3   0.0     9    88   204   281   199   289 0.80 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 13693at5820          -            216   2.3e-06   25.9  25.5   1   4       7.9   1.5e+03   -2.9   1.0    60    90    17    47     5    68 0.58 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 13693at5820          -            216   2.3e-06   25.9  25.5   2   4   5.8e-05     0.011   13.9   0.1     8    66    83   141    80   153 0.91 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 13693at5820          -            216   2.3e-06   25.9  25.5   3   4    0.0019      0.36    8.9   9.8     5    83   178   256   173   374 0.67 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 13693at5820          -            216   2.3e-06   25.9  25.5   4   4   9.7e-05     0.018   13.1   0.1    18    87   405   474   392   484 0.86 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477979.1         -            153 13693at5820          -            216   5.6e-06   24.6   0.4   1   2         6   1.1e+03   -2.5  15.7   133   185     6    59     1    63 0.67 | transcript=PVW1_110039200_t1 | gene=PVW1_110039200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | location=CAJZCX010000008:1455048-1456485(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477979.1         -            153 13693at5820          -            216   5.6e-06   24.6   0.4   2   2   2.9e-08   5.6e-06   24.6   0.4    10    86    64   139    60   148 0.89 | transcript=PVW1_110039200_t1 | gene=PVW1_110039200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | location=CAJZCX010000008:1455048-1456485(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
