#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479780.1         -           1760 1041at5820           -           1351         0 2570.9  30.4   1   2         0         0 1496.0  16.3     2   737     6   859     5   911 0.91 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1041at5820           -           1351   6.1e-69  231.2   6.7   2   4   9.2e-40   5.1e-37  125.4   2.0  1061  1197  1219  1356  1207  1398 0.85 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1041at5820           -           1351   6.1e-69  231.2   6.7   3   4       3.4   1.9e+03   -5.7   7.9   201   258  1428  1491  1379  1511 0.64 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477856.1         -           2948 1041at5820           -           1351   6.1e-69  231.2   6.7   4   4       0.6   3.3e+02   -3.2   5.3   172   209  2349  2386  2342  2425 0.61 | transcript=PVW1_110030500_t1 | gene=PVW1_110030500 | organism=Plasmodium_vivax_PvW1 | gene_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | transcript_product=SNF2 helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFD4] | location=CAJZCX010000008:1109625-1118471(-) | protein_length=2948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1041at5820           -           1351     1e-66  223.9  34.3   1   5       2.6   1.4e+03   -5.3   5.0   329   365    32    67     7    96 0.45 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1041at5820           -           1351     1e-66  223.9  34.3   2   5   3.5e-41   1.9e-38  130.1  15.2   295   573   119   413   108   424 0.68 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1041at5820           -           1351     1e-66  223.9  34.3   3   5   1.1e-06   0.00059   15.9   5.9   598   654   536   590   515   602 0.81 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1041at5820           -           1351     1e-66  223.9  34.3   4   5      0.06        33    0.2  11.3   921  1084   693   856   686   872 0.72 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1041at5820           -           1351     1e-66  223.9  34.3   5   5   1.1e-33   5.9e-31  105.3   0.2  1088  1190   980  1082   976  1094 0.95 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485086.1         -           1091 1041at5820           -           1351   5.7e-62  208.1  29.5   1   2     2e-39   1.1e-36  124.3   9.6   352   682    84   432    56   441 0.81 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485086.1         -           1091 1041at5820           -           1351   5.7e-62  208.1  29.5   2   2   8.5e-32   4.7e-29   99.0  11.9  1044  1211   528   692   526   808 0.83 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1041at5820           -           1351   1.5e-44  150.3  28.4   1   5   7.9e-11   4.4e-08   29.6   0.7   329   431   162   266   114   272 0.69 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1041at5820           -           1351   1.5e-44  150.3  28.4   2   5     0.011       6.1    2.6   0.7   442   503   372   430   369   446 0.79 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1041at5820           -           1351   1.5e-44  150.3  28.4   3   5      0.83   4.6e+02   -3.6   0.2   319   370   809   869   716   873 0.44 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1041at5820           -           1351   1.5e-44  150.3  28.4   4   5   7.9e-13   4.3e-10   36.2   0.1   506   567   957  1019   949  1047 0.84 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1041at5820           -           1351   1.5e-44  150.3  28.4   5   5   1.6e-31   8.7e-29   98.2   4.2  1026  1188  1400  1563  1373  1583 0.88 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477692.1         -            877 1041at5820           -           1351   1.1e-38  131.0  19.0   1   2   1.3e-21   6.9e-19   65.3   7.7   387   630   310   541   126   551 0.76 | transcript=PVW1_110019900_t1 | gene=PVW1_110019900 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZK5] | transcript_product=DNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZK5] | location=CAJZCX010000008:644945-647578(-) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477692.1         -            877 1041at5820           -           1351   1.1e-38  131.0  19.0   2   2   2.2e-23   1.2e-20   71.2   3.3  1048  1215   619   795   611   843 0.80 | transcript=PVW1_110019900_t1 | gene=PVW1_110019900 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZK5] | transcript_product=DNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZK5] | location=CAJZCX010000008:644945-647578(-) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1041at5820           -           1351   1.7e-29  100.5  25.7   1   6      0.22   1.2e+02   -1.8   2.8   777   836   120   182    65   217 0.71 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1041at5820           -           1351   1.7e-29  100.5  25.7   2   6   1.5e-05    0.0085   12.0   0.0   413   433   725   745   711   753 0.91 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1041at5820           -           1351   1.7e-29  100.5  25.7   3   6      0.99   5.4e+02   -3.9   0.0   442   505   781   841   777   847 0.71 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1041at5820           -           1351   1.7e-29  100.5  25.7   4   6     1e-14   5.6e-12   42.5   3.3   511   682   960  1136   950  1143 0.84 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1041at5820           -           1351   1.7e-29  100.5  25.7   5   6      0.18     1e+02   -1.5   0.1   825   861  1299  1335  1279  1345 0.74 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1041at5820           -           1351   1.7e-29  100.5  25.7   6   6   2.1e-19   1.1e-16   58.0   1.1  1115  1204  1417  1507  1313  1527 0.84 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472342.1         -            717 1041at5820           -           1351    0.0016   14.5   0.3   1   1   5.9e-06    0.0032   13.4   0.3  1051  1160   562   665   543   686 0.80 | transcript=PVW1_140051600_t1 | gene=PVW1_140051600 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA helicase 60, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5D5] | transcript_product=DNA helicase 60, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5D5] | location=CAJZCX010000003:2018402-2020555(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1041at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1041at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1041at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:05 2026
# [ok]
