#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484274.1         -           5023 25at5820             -           4225         0 8513.8 198.2   1   9   2.2e-30   2.2e-27   92.3   0.9     1    55     1    55     1    63 0.97 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 25at5820             -           4225  8.9e-277  920.1 222.8   3   8  2.3e-169  2.4e-166  553.5  44.1  1279  2204  2072  3067  2058  3083 0.82 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 25at5820             -           4225  8.9e-277  920.1 222.8   4   8   1.2e-16   1.2e-13   46.7   6.0  2306  2594  3397  3693  3353  3707 0.77 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 25at5820             -           4225  8.9e-277  920.1 222.8   5   8   2.1e-21   2.2e-18   62.4   0.8  2600  2743  3822  3967  3796  3984 0.89 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 25at5820             -           4225  8.9e-277  920.1 222.8   6   8   1.4e-72   1.4e-69  232.4  55.3  2748  3564  4050  4898  4036  4918 0.81 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 25at5820             -           4225  8.9e-277  920.1 222.8   7   8   1.2e-30   1.2e-27   93.2   9.0  3621  3972  5105  5450  5076  5466 0.82 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 25at5820             -           4225  8.9e-277  920.1 222.8   8   8   6.3e-07   0.00064   14.4   2.8  4018  4145  5626  5753  5606  5768 0.80 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   1   8     0.006       6.1    1.2  11.4  1179  1285  1426  1538  1306  1540 0.70 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   2   8   6.7e-24   6.8e-21   70.7  14.2  1284  1527  1587  1833  1578  1839 0.92 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   3   8   1.3e-91   1.3e-88  295.5   8.4  1587  1949  1958  2356  1896  2367 0.81 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   4   8   1.6e-36   1.6e-33  112.6   1.0  1966  2136  2435  2610  2422  2661 0.87 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   5   8   1.1e-05     0.012   10.2   5.4  2289  2523  2915  3145  2910  3199 0.77 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   6   8   1.8e-89   1.8e-86  288.4  38.9  2594  3364  3298  4064  3277  4077 0.90 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   7   8   7.3e-24   7.4e-21   70.6   5.2  3365  3527  4216  4380  4207  4387 0.91 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 25at5820             -           4225  7.8e-274  910.3 161.0   8   8   1.7e-33   1.7e-30  102.6  21.4  3626  4086  4587  5080  4479  5142 0.72 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   1   8   1.3e-26   1.3e-23   79.8  42.8  1112  1532  1071  1515  1047  1528 0.85 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   2   8         6   6.1e+03   -9.7   5.0  1581  1672  1641  1730  1582  1746 0.46 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   3   8     1e-68     1e-65  219.5   1.1  1665  1943  1800  2081  1767  2091 0.93 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   4   8   3.8e-68   3.8e-65  217.6  28.9  1952  2815  2131  3021  2118  3033 0.76 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   5   8   4.8e-27   4.9e-24   81.2  24.6  2860  3246  3119  3521  3095  3541 0.80 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   6   8   2.8e-37   2.9e-34  115.1  17.6  3259  3528  3618  3891  3598  3899 0.94 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   7   8   4.8e-18   4.9e-15   51.3   0.4  3706  3912  4565  4766  4557  4773 0.83 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 25at5820             -           4225  1.9e-219  729.8 180.7   8   8   3.4e-06    0.0035   12.0   7.3  3991  4143  5013  5169  5005  5190 0.78 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   1  10      0.29   2.9e+02   -4.4   4.8  3998  4097   389   493   361   538 0.68 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   2  10   5.4e-17   5.5e-14   47.8  95.0   901  1588   576  1262   534  1273 0.78 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   3  10   1.3e-30   1.3e-27   93.0   2.8  1605  1791  1378  1574  1337  1585 0.80 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   4  10   4.5e-27   4.6e-24   81.3   3.0  1797  1946  1650  1810  1646  1818 0.86 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   5  10   1.1e-25   1.1e-22   76.7  15.5  1957  2247  1984  2281  1967  2296 0.76 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   6  10   5.2e-07   0.00053   14.7  19.7  2303  2775  2631  3142  2581  3179 0.64 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   7  10   1.3e-30   1.4e-27   93.0  41.9  2838  3343  3270  3792  3264  3801 0.84 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   8  10      0.01        11    0.4  11.2  3379  3566  3951  4147  3927  4204 0.66 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4   9  10   4.2e-06    0.0042   11.7   4.9  3625  3799  4421  4598  4386  4607 0.76 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 25at5820             -           4225  8.5e-114  379.1 290.4  10  10   2.3e-08   2.3e-05   19.2  20.3  3807  4137  4713  5038  4708  5054 0.74 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   1  10         6   6.1e+03  -44.6  66.8   148   829   131   837    69   872 0.62 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   2  10   4.5e-23   4.6e-20   68.0  41.4  1097  1528  1278  1713  1226  1724 0.80 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   3  10   1.3e-20   1.3e-17   59.8   0.7  1667  1792  2269  2394  2248  2402 0.89 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   4  10     1e-17     1e-14   50.2   8.2  1807  2010  2574  2789  2570  2810 0.86 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   5  10   4.3e-18   4.3e-15   51.5  11.4  2012  2275  2945  3215  2926  3309 0.87 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   6  10     0.013        13    0.1   2.5  2471  2576  3672  3786  3647  3797 0.70 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   7  10   1.4e-36   1.4e-33  112.8  36.2  2850  3337  4486  4976  4476  4985 0.89 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   8  10   1.4e-10   1.5e-07   26.5  14.6  3363  3528  5082  5248  5073  5310 0.89 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5   9  10    0.0028       2.9    2.3   0.7  3627  3753  5624  5748  5615  5753 0.81 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 25at5820             -           4225   9.2e-91  302.6 259.5  10  10   7.9e-11     8e-08   27.3   8.0  3753  3944  5857  6043  5848  6250 0.77 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/25at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/25at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/25at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:52 2026
# [ok]
