#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472528.1         -           1472 2950at5820           -            863         0 1483.9 111.2   1   6  1.7e-213    1e-210  700.5  31.7     5   361    64   447    60   450 0.93 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 2950at5820           -            863   1.1e-39  134.6   9.5   4   5        10   6.1e+03  -10.1  10.7   684   784  1124  1223  1075  1250 0.52 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 2950at5820           -            863   1.1e-39  134.6   9.5   5   5        10   6.1e+03  -21.3  22.4   682   826  1178  1328  1125  1370 0.39 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 2950at5820           -            863   1.1e-38  131.4  14.0   1   4   1.1e-08   6.7e-06   22.9   2.3    52   144   777   883   757   886 0.68 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 2950at5820           -            863   1.1e-38  131.4  14.0   2   4   3.6e-39   2.2e-36  123.7   4.1   180   416   886  1117   883  1131 0.83 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 2950at5820           -            863   1.1e-38  131.4  14.0   3   4     0.017        10    2.4   1.0   480   524  1133  1180  1127  1193 0.79 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 2950at5820           -            863   1.1e-38  131.4  14.0   4   4      0.47   2.8e+02   -2.4   4.6   482   534  1277  1330  1250  1455 0.85 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 2950at5820           -            863   1.5e-38  130.9  29.1   1   4   4.1e-14   2.5e-11   40.8   8.5    53   196    27   172     9   180 0.67 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 2950at5820           -            863   1.5e-38  130.9  29.1   2   4   1.1e-33   6.4e-31  105.6  12.6   199   442   229   469   226   483 0.79 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 2950at5820           -            863   1.5e-38  130.9  29.1   3   4       1.7     1e+03   -4.2   3.3   562   652   486   580   482   646 0.50 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 2950at5820           -            863   1.5e-38  130.9  29.1   4   4       1.2   7.2e+02   -3.7   3.7   690   759   818   887   804   929 0.70 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 2950at5820           -            863   5.8e-30  102.5  13.1   1   5      0.27   1.7e+02   -1.6   0.1   739   774    30    65    14    77 0.81 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 2950at5820           -            863   5.8e-30  102.5  13.1   2   5   2.3e-11   1.4e-08   31.7   1.6    63   147    59   149    37   153 0.75 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 2950at5820           -            863   5.8e-30  102.5  13.1   3   5   1.4e-27   8.8e-25   85.3   4.1   180   423   154   381   148   393 0.89 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 2950at5820           -            863   5.8e-30  102.5  13.1   4   5       1.4   8.7e+02   -4.0   3.1   675   745   452   522   439   531 0.70 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 2950at5820           -            863   5.8e-30  102.5  13.1   5   5        10   6.1e+03   -7.9   7.3   589   655   916   982   904  1076 0.51 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483569.1         -           2302 2950at5820           -            863   1.1e-26   91.6  18.0   1   2   1.8e-07   0.00011   18.9   2.5    28   143   234   355   207   368 0.77 | transcript=PVW1_030027900_t1 | gene=PVW1_030027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:974221-981129(+) | protein_length=2302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483569.1         -           2302 2950at5820           -            863   1.1e-26   91.6  18.0   2   2   1.6e-25   9.5e-23   78.6   6.7   202   416   648   854   638   874 0.87 | transcript=PVW1_030027900_t1 | gene=PVW1_030027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:974221-981129(+) | protein_length=2302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 2950at5820           -            863   1.9e-26   90.8  30.6   1   6   3.3e-09     2e-06   24.6   5.8    89   150   214   273   128   277 0.71 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 2950at5820           -            863   1.9e-26   90.8  30.6   2   6   8.9e-09   5.4e-06   23.2  10.0   178   289   275   408   271   418 0.77 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 2950at5820           -            863   1.9e-26   90.8  30.6   3   6     2e-24   1.2e-21   74.9   0.5   298   422   498   612   459   638 0.91 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 2950at5820           -            863   1.9e-26   90.8  30.6   4   6       9.7   5.9e+03   -6.7   5.9    11    74  1006  1070   997  1077 0.79 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 2950at5820           -            863   1.9e-26   90.8  30.6   5   6        10   6.1e+03  -20.0  24.5   673   793  1419  1539  1394  1571 0.53 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 2950at5820           -            863   1.9e-26   90.8  30.6   6   6      0.09        55   -0.0   1.3   459   530  1694  1766  1681  1770 0.76 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477266.1         -            797 2950at5820           -            863   5.7e-19   66.1  37.2   1   4   2.8e-10   1.7e-07   28.2   6.1    71   144    30   108     1   118 0.63 | transcript=PVW1_090051800_t1 | gene=PVW1_090051800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2063821-2067363(-) | protein_length=797 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477266.1         -            797 2950at5820           -            863   5.7e-19   66.1  37.2   2   4   1.1e-17   6.5e-15   52.7  23.2   198   438   129   392   111   409 0.72 | transcript=PVW1_090051800_t1 | gene=PVW1_090051800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2063821-2067363(-) | protein_length=797 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477266.1         -            797 2950at5820           -            863   5.7e-19   66.1  37.2   3   4        10   6.1e+03   -9.9  14.5   729   815   417   506   405   536 0.47 | transcript=PVW1_090051800_t1 | gene=PVW1_090051800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2063821-2067363(-) | protein_length=797 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477266.1         -            797 2950at5820           -            863   5.7e-19   66.1  37.2   4   4      0.14        85   -0.6   1.7   570   612   691   732   671   778 0.65 | transcript=PVW1_090051800_t1 | gene=PVW1_090051800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2063821-2067363(-) | protein_length=797 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485002.1         -            808 2950at5820           -            863   5.7e-13   46.3  12.9   1   2   2.1e-11   1.3e-08   31.8   0.5    91   154   123   194    84   211 0.77 | transcript=PVW1_010018300_t1 | gene=PVW1_010018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:595397-598644(+) | protein_length=808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485002.1         -            808 2950at5820           -            863   5.7e-13   46.3  12.9   2   2   2.8e-07   0.00017   18.2   7.4   205   417   203   414   180   431 0.72 | transcript=PVW1_010018300_t1 | gene=PVW1_010018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:595397-598644(+) | protein_length=808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2950at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2950at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2950at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:43 2026
# [ok]
