#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   1   7  1.1e-101   2.2e-98  329.0  35.7     1   200    27   246    27   255 0.90 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480629.1         -            448 1518at5820           -           1119   0.00013   18.5  11.1   3   3   1.1e-05     0.023   11.0   0.2   828   897   191   263   186   274 0.82 | transcript=PVW1_070030600_t1 | gene=PVW1_070030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | transcript_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | location=CAJZCX010000011:1115317-1116663(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1518at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1518at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1518at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:17 2026
# [ok]
