#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   1   9   6.6e-46   6.7e-43  145.4   5.9     1   103     3   105     3   122 0.89 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 2771at5820           -            662   7.7e-55  184.8   1.9   3   5   5.3e-13   5.4e-10   36.6   0.0     4    78   152   226   149   230 0.95 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 2771at5820           -            662   7.7e-55  184.8   1.9   4   5   5.9e-13     6e-10   36.5   0.0     4    78   228   302   225   305 0.96 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 2771at5820           -            662   7.7e-55  184.8   1.9   5   5     7e-13   7.1e-10   36.3   0.0     5    78   305   378   302   380 0.96 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477532.1         -            128 2771at5820           -            662   1.6e-11   41.7   0.1   1   1   1.6e-14   1.6e-11   41.7   0.1     6    95     2    91     1   119 0.91 | transcript=PVW1_110011500_t1 | gene=PVW1_110011500 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HER1] | transcript_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HER1] | location=CAJZCX010000008:274447-275253(+) | protein_length=128 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471944.1         -             76 2771at5820           -            662     3e-08   30.9   0.0   1   1   3.3e-11   3.3e-08   30.7   0.0     6    76     2    72     1    75 0.95 | transcript=PVW1_140020200_t1 | gene=PVW1_140020200 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ8] | transcript_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ8] | location=CAJZCX010000003:677202-677719(-) | protein_length=76 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476692.1         -            394 2771at5820           -            662   4.9e-05   20.2   0.0   1   1   7.6e-08   7.7e-05   19.6   0.0     5   105     3   103     1   124 0.79 | transcript=PVW1_090018700_t1 | gene=PVW1_090018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:663896-665602(-) | protein_length=394 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475102.1         -            101 2771at5820           -            662   0.00012   19.0   0.0   1   1   1.3e-07   0.00014   18.8   0.0     3    77    20    94    18    98 0.94 | transcript=PVW1_100052300_t1 | gene=PVW1_100052300 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZ33] | transcript_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZ33] | location=CAJZCX010000005:2119463-2119914(+) | protein_length=101 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2771at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2771at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2771at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:42 2026
# [ok]
