#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480492.1         -            719 4609at5820           -            472  1.2e-231  767.9   8.9   1   4  8.6e-121  4.7e-118  393.3   0.2     6   215    24   235    20   249 0.97 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477889.1         -           1642 4609at5820           -            472   1.5e-09   35.6  13.1   4   4     0.088        48    0.9   0.6    97   148  1187  1241  1182  1265 0.75 | transcript=PVW1_110033400_t1 | gene=PVW1_110033400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1245538-1250957(-) | protein_length=1642 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 4609at5820           -            472   3.2e-09   34.5  26.3   1   4   1.8e-09   9.9e-07   26.3   5.7   108   297   157   353   148   354 0.80 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 4609at5820           -            472   3.2e-09   34.5  26.3   2   4   2.2e-07   0.00012   19.4   4.7    59   200   264   399   258   402 0.83 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 4609at5820           -            472   3.2e-09   34.5  26.3   3   4   0.00044      0.24    8.5   2.5   228   347   397   517   384   524 0.77 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 4609at5820           -            472   3.2e-09   34.5  26.3   4   4    0.0061       3.4    4.7   2.9    96   165   524   592   514   611 0.80 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478816.1         -            807 4609at5820           -            472   4.7e-07   27.3   8.8   1   1   8.5e-10   4.7e-07   27.3   8.8    53   154   202   301   149   337 0.78 | transcript=PVW1_080015300_t1 | gene=PVW1_080015300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:500892-503513(+) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 4609at5820           -            472   0.00045   17.5   1.5   1   2     0.002       1.1    6.4   0.2    83   188   247   351   243   365 0.74 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 4609at5820           -            472   0.00045   17.5   1.5   2   2   0.00022      0.12    9.5   0.1   332   386   435   489   421   522 0.87 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 4609at5820           -            472   0.00094   16.5  13.1   1   4      0.48   2.6e+02   -1.5   0.2   384   462   355   434   348   444 0.71 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 4609at5820           -            472   0.00094   16.5  13.1   2   4   1.7e-06   0.00094   16.5  13.1   212   374   445   616   435   634 0.70 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 4609at5820           -            472   0.00094   16.5  13.1   3   4   0.00029      0.16    9.1   0.7    59   127   662   730   652   736 0.91 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480695.1         -           1214 4609at5820           -            472   0.00094   16.5  13.1   4   4       2.6   1.4e+03   -3.9   0.1    91   125  1114  1148  1110  1160 0.68 | transcript=PVW1_070035300_t1 | gene=PVW1_070035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1283796-1287440(-) | protein_length=1214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482471.1         -            302 4609at5820           -            472   0.00095   16.4   5.7   1   2   1.9e-05     0.011   13.0   0.5    93   149    58   114    43   133 0.71 | transcript=PVW1_040016600_t1 | gene=PVW1_040016600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:520385-521293(-) | protein_length=302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482471.1         -            302 4609at5820           -            472   0.00095   16.4   5.7   2   2    0.0025       1.4    6.0   0.6    15   156   135   280   131   294 0.76 | transcript=PVW1_040016600_t1 | gene=PVW1_040016600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:520385-521293(-) | protein_length=302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 4609at5820           -            472      0.15    9.2  12.5   1   2   3.9e-05     0.021   12.0   3.2   349   414   251   316   205   330 0.77 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 4609at5820           -            472      0.15    9.2  12.5   2   2     0.038        21    2.1   1.9    69   161   469   558   457   593 0.63 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478856.1         -            543 4609at5820           -            472      0.19    8.8  56.4   1   4     2e-05     0.011   12.9   0.8    13    93    44   123    36   124 0.82 | transcript=PVW1_080017000_t1 | gene=PVW1_080017000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | location=CAJZCX010000009:549792-551423(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478856.1         -            543 4609at5820           -            472      0.19    8.8  56.4   2   4     8e-06    0.0044   14.3  23.8   233   394   115   281   109   297 0.84 | transcript=PVW1_080017000_t1 | gene=PVW1_080017000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | location=CAJZCX010000009:549792-551423(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478856.1         -            543 4609at5820           -            472      0.19    8.8  56.4   3   4       4.3   2.4e+03   -4.7   6.6   333   371   323   361   303   402 0.72 | transcript=PVW1_080017000_t1 | gene=PVW1_080017000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | location=CAJZCX010000009:549792-551423(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478856.1         -            543 4609at5820           -            472      0.19    8.8  56.4   4   4     0.017       9.6    3.2   4.3   334   377   489   534   466   542 0.79 | transcript=PVW1_080017000_t1 | gene=PVW1_080017000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBI7] | location=CAJZCX010000009:549792-551423(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480451.1         -            769 4609at5820           -            472       3.7    4.6  30.8   1   5      0.05        28    1.7   2.4   401   460   239   301   224   310 0.81 | transcript=PVW1_070018000_t1 | gene=PVW1_070018000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | location=CAJZCX010000011:641491-643800(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480451.1         -            769 4609at5820           -            472       3.7    4.6  30.8   2   5    0.0075       4.1    4.4   0.0    54    86   433   465   425   487 0.84 | transcript=PVW1_070018000_t1 | gene=PVW1_070018000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | location=CAJZCX010000011:641491-643800(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480451.1         -            769 4609at5820           -            472       3.7    4.6  30.8   3   5      0.41   2.3e+02   -1.3   1.2   358   386   515   543   509   585 0.67 | transcript=PVW1_070018000_t1 | gene=PVW1_070018000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | location=CAJZCX010000011:641491-643800(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480451.1         -            769 4609at5820           -            472       3.7    4.6  30.8   4   5    0.0093       5.1    4.1   0.7   334   388   609   666   589   671 0.76 | transcript=PVW1_070018000_t1 | gene=PVW1_070018000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | location=CAJZCX010000011:641491-643800(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480451.1         -            769 4609at5820           -            472       3.7    4.6  30.8   5   5   4.5e-05     0.025   11.8   2.9    50   114   661   725   658   739 0.86 | transcript=PVW1_070018000_t1 | gene=PVW1_070018000 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAE5] | location=CAJZCX010000011:641491-643800(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4609at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4609at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4609at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:27 2026
# [ok]
