#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   1  11  1.9e-252  3.9e-249  828.2  54.1     1   422     1   433     1   460 0.97 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475074.1         -            744 1450at5820           -           1044   0.00052   16.7  13.2   1   1   3.4e-07    0.0007   16.3  13.2   140   243   347   449   339   482 0.83 | transcript=PVW1_100051400_t1 | gene=PVW1_100051400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2089296-2091530(-) | protein_length=744 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473457.1         -            547 1450at5820           -           1044     0.012   12.2  16.2   1   1   8.1e-06     0.016   11.7  16.2   124   271   341   482   297   492 0.79 | transcript=PVW1_120042800_t1 | gene=PVW1_120042800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1594215-1595858(-) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1450at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1450at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1450at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:37 2026
# [ok]
