#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   1  11   3.3e-49     1e-45  155.0   2.1     2    91    70   161    69   162 0.95 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472410.1         -           1053 2109at5820           -            700     0.038   10.9  26.9   1   3         2   6.1e+03   -6.5  14.8   273   391   751   872   748   882 0.51 | transcript=PVW1_140058400_t1 | gene=PVW1_140058400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2333569-2337074(+) | protein_length=1053 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472410.1         -           1053 2109at5820           -            700     0.038   10.9  26.9   2   3   1.1e-06    0.0035   14.4   8.0   443   545   851   958   828   985 0.77 | transcript=PVW1_140058400_t1 | gene=PVW1_140058400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2333569-2337074(+) | protein_length=1053 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472410.1         -           1053 2109at5820           -            700     0.038   10.9  26.9   3   3   0.00075       2.3    5.1   0.0   615   639  1002  1026   998  1037 0.89 | transcript=PVW1_140058400_t1 | gene=PVW1_140058400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2333569-2337074(+) | protein_length=1053 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2109at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2109at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2109at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:03 2026
# [ok]
