#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480324.1         -           5873 27at5820             -           4874         0 10225.7 465.1   1   8   2.6e-74   2.6e-71  237.9  14.0     6   162    13   175     1   181 0.92 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4   4  12    1e-105    1e-102  342.2  16.8  1746  2203  1907  2360  1900  2371 0.89 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4   5  12   5.2e-46   5.3e-43  144.0   6.4  2208  2467  2422  2678  2418  2686 0.91 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4   6  12   5.8e-22   5.8e-19   64.2  14.7  2600  2893  2918  3209  2892  3222 0.86 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4   7  12   7.1e-19   7.2e-16   53.9   2.6  2936  3097  3287  3446  3274  3457 0.88 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4   8  12   1.8e-78   1.8e-75  251.8  45.7  3158  3797  3456  4064  3446  4072 0.90 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4   9  12   1.1e-30   1.1e-27   93.1   6.6  3800  3969  4218  4388  4215  4401 0.92 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4  10  12      0.23   2.3e+02   -4.2   0.2  3981  4031  4462  4516  4456  4539 0.74 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4  11  12   4.1e-47   4.1e-44  147.7  13.2  4155  4538  4587  4991  4548  4997 0.81 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 27at5820             -           4874         0 1132.8 304.4  12  12   1.8e-21   1.8e-18   62.5   5.2  4619  4870  4998  5235  4984  5239 0.89 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 27at5820             -           4874  1.1e-278  926.3 134.1   1   6         6   6.1e+03  -27.8  39.8   612  1086   701  1244   648  1384 0.61 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 27at5820             -           4874  1.1e-278  926.3 134.1   2   6  2.8e-121  2.8e-118  393.9  10.5  1491  2153  1511  2183  1476  2194 0.88 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 27at5820             -           4874  1.1e-278  926.3 134.1   3   6   3.2e-50   3.2e-47  158.0   0.3  2159  2401  2228  2475  2210  2493 0.88 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 27at5820             -           4874  1.1e-278  926.3 134.1   4   6   3.4e-30   3.4e-27   91.5   2.2  2619  3100  2751  3203  2726  3211 0.79 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 27at5820             -           4874  1.1e-278  926.3 134.1   5   6   4.6e-97   4.7e-94  313.4  50.8  3159  4490  3210  4583  3203  4800 0.82 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484274.1         -           5023 27at5820             -           4874  1.1e-278  926.3 134.1   6   6   1.1e-05     0.011   10.1   0.0  4718  4873  4873  5021  4856  5022 0.86 | transcript=PVW1_020023200_t1 | gene=PVW1_020023200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:803456-818737(+) | protein_length=5023 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   1  13         6   6.1e+03  -15.5  33.3  1012  1215  1046  1244  1042  1256 0.70 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   2  13   7.7e-20   7.8e-17   57.1  24.9  1433  1719  1228  1509  1219  1516 0.81 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   3  13      0.04        40   -1.7   9.4  1760  1903  1610  1749  1594  1756 0.73 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   4  13   2.4e-77   2.4e-74  248.0   4.2  1880  2194  1771  2082  1762  2090 0.91 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   5  13   2.8e-38   2.8e-35  118.3   3.9  2204  2423  2129  2346  2122  2361 0.92 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   6  13   2.2e-46   2.2e-43  145.2  37.1  2507  3098  2382  2944  2368  2956 0.85 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   7  13     1e-10   1.1e-07   26.8   3.0  3159  3229  2954  3024  2948  3030 0.94 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   8  13   2.6e-36   2.6e-33  111.8  28.9  3249  3650  3107  3503  3088  3525 0.85 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2   9  13   2.3e-40   2.3e-37  125.3  25.7  3679  3962  3610  3891  3595  3899 0.94 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2  10  13    0.0003       0.3    5.4   2.7  3972  4053  4305  4385  4293  4428 0.77 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2  11  13   8.1e-07   0.00082   13.9   1.4  4110  4232  4402  4519  4374  4533 0.78 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2  12  13   2.9e-23     3e-20   68.5   3.9  4236  4440  4566  4767  4561  4779 0.87 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 27at5820             -           4874  3.9e-263  874.7 275.2  13  13   2.4e-13   2.4e-10   35.6  12.2  4423  4874  4850  5306  4843  5306 0.68 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   1  14         6   6.1e+03 -116.8 239.1    78  1727    90  1717    13  1736 0.66 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   2  14         6   6.1e+03  -11.3  17.0  1751  1900  1804  1948  1792  1957 0.58 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   3  14   7.3e-29   7.4e-26   87.1   1.8  1921  2040  2281  2401  2248  2426 0.85 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   4  14   1.7e-18   1.7e-15   52.6  11.9  2072  2260  2595  2784  2567  2797 0.86 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   5  14   1.7e-24   1.7e-21   72.6  12.3  2270  2457  2954  3136  2937  3163 0.85 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   6  14         6   6.1e+03  -24.4  25.5   916  1072  3318  3455  3224  3465 0.43 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   7  14   0.00081      0.82    3.9   2.7  2615  2691  3459  3539  3439  3552 0.79 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   8  14   1.9e-06     0.002   12.6  21.2  2701  2927  3604  3826  3598  3858 0.77 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9   9  14      0.26   2.6e+02   -4.4   9.7  3167  3256  4273  4364  4258  4465 0.79 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9  10  14   4.3e-39   4.4e-36  121.0  40.9  3256  3776  4491  4982  4482  5002 0.86 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9  11  14   4.5e-17   4.6e-14   47.9  20.3  3794  4029  5080  5320  5072  5370 0.92 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9  12  14     0.001         1    3.6   5.8  4124  4286  5597  5753  5582  5771 0.82 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9  13  14   1.2e-22   1.2e-19   66.5  13.4  4287  4539  5859  6123  5854  6132 0.84 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473635.1         -           6377 27at5820             -           4874  1.2e-112  375.1 157.9  14  14     1e-12     1e-09   33.5   9.9  4626  4869  6136  6371  6126  6376 0.84 | transcript=PVW1_120055700_t1 | gene=PVW1_120055700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2121127-2141289(-) | protein_length=6377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   1  11         6   6.1e+03  -42.4  83.8   710  1164   207   740   183   750 0.68 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   2  11   8.7e-08   8.8e-05   17.1  86.7  1207  1777   727  1254   711  1269 0.84 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   3  11     3e-27   3.1e-24   81.7   8.7  1800  2038  1354  1579  1332  1585 0.84 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   4  11   2.5e-21   2.6e-18   62.0   5.8  2043  2195  1653  1809  1647  1815 0.87 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   5  11   4.4e-21   4.5e-18   61.2  19.0  2204  2457  1972  2232  1965  2256 0.79 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   6  11   9.4e-10   9.5e-07   23.6  51.6  2599  3103  2622  3110  2579  3143 0.70 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   7  11   3.3e-27   3.4e-24   81.6  47.5  3240  3776  3271  3792  3260  3798 0.88 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
