#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   1  34     2e-15   1.2e-11   40.6   0.3     1    47     3    49     3    55 0.95 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  12  34   1.1e-12   6.6e-09   31.5   0.0   576   642  1109  1187  1105  1190 0.82 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  13  34   7.4e-13   4.5e-09   32.0   0.0   642   691  1225  1279  1222  1285 0.85 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  14  34   2.4e-12   1.5e-08   30.3   0.1   683   742  1318  1392  1316  1396 0.82 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  15  34   3.5e-22   2.1e-18   63.0   0.0   762   833  1575  1647  1571  1657 0.94 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  16  34   3.3e-09     2e-05   19.9   0.5   854   920  1784  1866  1767  1874 0.70 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  17  34   1.7e-09     1e-05   20.9   0.0   920   962  1972  2024  1967  2030 0.78 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  18  34   3.1e-28   1.9e-24   83.0   3.3   962  1051  2174  2282  2171  2288 0.87 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  19  34     3e-25   1.9e-21   73.1   0.1  1050  1144  2483  2601  2478  2623 0.83 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  20  34   1.2e-24     7e-21   71.2   0.0  1155  1262  2794  2936  2788  2945 0.78 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  21  34  4.7e-106  2.8e-102  341.3  11.6  1261  1532  3067  3385  3054  3391 0.89 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  22  34   5.5e-21   3.4e-17   59.0   0.4  1532  1577  3418  3463  3415  3469 0.95 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  23  34   5.2e-43   3.1e-39  132.1   8.3  1571  1666  3485  3581  3481  3586 0.94 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  24  34   3.9e-58   2.3e-54  182.3   4.0  1663  1767  3631  3735  3628  3737 0.97 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  25  34   7.4e-17   4.5e-13   45.3   0.2  1773  1830  3833  3890  3793  3900 0.82 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  26  34   5.5e-64   3.4e-60  201.7   0.3  1830  1991  3925  4127  3919  4131 0.84 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  27  34   6.5e-36   3.9e-32  108.5   0.6  1986  2078  4158  4258  4151  4265 0.87 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  28  34   2.1e-99   1.3e-95  319.2  13.6  2078  2289  4298  4519  4295  4526 0.95 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  29  34   1.2e-36   7.4e-33  110.9   0.0  2285  2374  4541  4633  4537  4647 0.87 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  30  34   1.9e-63   1.2e-59  199.9   8.2  2372  2506  4730  4874  4726  4893 0.91 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  31  34   6.9e-11   4.2e-07   25.5   0.3  2500  2533  4914  4947  4908  4951 0.89 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  32  34   1.8e-32   1.1e-28   97.1   0.0  2533  2609  4983  5061  4978  5066 0.90 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  33  34  2.8e-108  1.7e-104  348.6  24.9  2612  2823  5094  5323  5083  5332 0.92 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  34  34   2.2e-11   1.3e-07   27.1   2.4  2829  2862  5406  5439  5401  5439 0.92 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/86at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:11 2026
# [ok]
