#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478052.1         -           1589 2625at5820           -           1265         0 1638.6  22.5   1   1         0         0 1638.3  22.5     1  1265     1  1589     1  1589 0.74 | transcript=PVW1_110042700_t1 | gene=PVW1_110042700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1592777-1598574(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 2625at5820           -           1265     0.012   11.9  22.2   1   1   7.6e-05     0.015   11.6  22.2   356   514    74   312     5   364 0.41 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480002.1         -            294 2625at5820           -           1265     0.016   11.5  13.3   1   1     9e-05     0.018   11.3  13.3   378   470    55   165    22   245 0.38 | transcript=PVW1_050037400_t1 | gene=PVW1_050037400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1385547-1386567(-) | protein_length=294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473355.1         -            448 2625at5820           -           1265     0.022   11.0  13.0   1   1   0.00012     0.024   11.0  13.0   367   444    53   192     4   430 0.37 | transcript=PVW1_120034300_t1 | gene=PVW1_120034300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1272466-1273812(+) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474889.1         -            764 2625at5820           -           1265     0.026   10.8  31.7   1   1   0.00018     0.037   10.3  31.7   359   552   386   612   315   732 0.37 | transcript=PVW1_100038400_t1 | gene=PVW1_100038400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1552423-1554717(-) | protein_length=764 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473234.1         -            384 2625at5820           -           1265     0.056    9.7  31.6   1   1   0.00035     0.071    9.4  31.6   371   494    39   236     6   253 0.43 | transcript=PVW1_120027000_t1 | gene=PVW1_120027000 | organism=Plasmodium_vivax_PvW1 | gene_product=Casein kinase II subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H110] | transcript_product=Casein kinase II subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4H110] | location=CAJZCX010000004:1017608-1018985(+) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483377.1         -            510 2625at5820           -           1265     0.072    9.4   3.2   1   1    0.0004      0.08    9.2   3.2   374   512   124   313    79   484 0.51 | transcript=PVW1_030019200_t1 | gene=PVW1_030019200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:638255-639787(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473357.1         -            411 2625at5820           -           1265     0.083    9.2  17.3   1   1   0.00046     0.094    9.0  17.3   338   503    28   253     8   358 0.39 | transcript=PVW1_120034400_t1 | gene=PVW1_120034400 | organism=Plasmodium_vivax_PvW1 | gene_product=MSP7_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H176] | transcript_product=MSP7_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H176] | location=CAJZCX010000004:1274839-1276074(+) | protein_length=411 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476958.1         -            310 2625at5820           -           1265       0.1    8.9  36.7   1   1   0.00065      0.13    8.5  36.7   327   552    25   271    13   304 0.33 | transcript=PVW1_090031800_t1 | gene=PVW1_090031800 | organism=Plasmodium_vivax_PvW1 | gene_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | transcript_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | location=CAJZCX010000007:1198889-1200227(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479931.1         -           1336 2625at5820           -           1265       0.1    8.8  62.8   1   2    0.0079       1.6    4.9  29.2   372   582   269   510   204   578 0.32 | transcript=PVW1_050031000_t1 | gene=PVW1_050031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1076178-1080546(+) | protein_length=1336 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479931.1         -           1336 2625at5820           -           1265       0.1    8.8  62.8   2   2   0.00028     0.056    9.7  25.6   371   697   830  1312   739  1331 0.42 | transcript=PVW1_050031000_t1 | gene=PVW1_050031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1076178-1080546(+) | protein_length=1336 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 2625at5820           -           1265      0.11    8.7  11.7   1   1   0.00078      0.16    8.2  11.7   346   430  1227  1312  1135  1378 0.58 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471785.1         -            374 2625at5820           -           1265      0.19    8.0  32.2   1   1    0.0012      0.25    7.6  32.2   372   555    73   282     5   372 0.28 | transcript=PVW1_140008400_t1 | gene=PVW1_140008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:161318-162779(+) | protein_length=374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480841.1         -            266 2625at5820           -           1265      0.25    7.5  15.2   1   1    0.0013      0.26    7.5  15.2   383   510    87   240     3   264 0.42 | transcript=PVW1_070041700_t1 | gene=PVW1_070041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1525543-1526597(-) | protein_length=266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478919.1         -            453 2625at5820           -           1265      0.36    7.0  55.1   1   1    0.0022      0.44    6.8  55.1   379   606    68   351    15   420 0.29 | transcript=PVW1_080019200_t1 | gene=PVW1_080019200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:652926-655250(+) | protein_length=453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473137.1         -            934 2625at5820           -           1265      0.36    7.0  24.2   1   1    0.0024      0.48    6.6  24.2   401   567   371   577   265   659 0.38 | transcript=PVW1_120018400_t1 | gene=PVW1_120018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:623238-626042(-) | protein_length=934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475150.1         -            298 2625at5820           -           1265       1.1    5.4  40.2   1   1    0.0066       1.3    5.2  40.2   344   510    37   234     9   289 0.26 | transcript=PVW1_100054800_t1 | gene=PVW1_100054800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2235926-2236822(-) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473514.1         -            425 2625at5820           -           1265       1.2    5.3  38.8   1   1    0.0071       1.4    5.0  38.8   379   606    97   389    35   419 0.32 | transcript=PVW1_120046700_t1 | gene=PVW1_120046700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1737840-1739454(-) | protein_length=425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478753.1         -            529 2625at5820           -           1265       1.5    5.0  26.1   1   1     0.009       1.8    4.7  26.1   380   507   398   510   333   529 0.41 | transcript=PVW1_080012200_t1 | gene=PVW1_080012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | transcript_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | location=CAJZCX010000009:348873-351173(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482411.1         -            640 2625at5820           -           1265       1.6    4.9  15.3   1   1     0.011       2.1    4.5  15.3   370   643    57   303    28   339 0.22 | transcript=PVW1_040014500_t1 | gene=PVW1_040014500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:433260-435182(-) | protein_length=640 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475034.1         -            264 2625at5820           -           1265       1.7    4.9  17.2   1   1      0.01         2    4.6  17.2   409   570    50   242    19   263 0.27 | transcript=PVW1_100049400_t1 | gene=PVW1_100049400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2021791-2022585(-) | protein_length=264 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479797.1         -            547 2625at5820           -           1265       2.7    4.1  32.3   1   1     0.018       3.5    3.8  32.3   358   565   239   504   184   544 0.28 | transcript=PVW1_050020600_t1 | gene=PVW1_050020600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:688275-690064(-) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483373.1         -           1082 2625at5820           -           1265       3.3    3.9  80.3   1   3       2.2   4.5e+02   -3.2   1.2   380   502    81   141    58   186 0.36 | transcript=PVW1_030019100_t1 | gene=PVW1_030019100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:633840-637088(-) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483373.1         -           1082 2625at5820           -           1265       3.3    3.9  80.3   2   3      0.18        36    0.4   3.9   890   954   462   521   402   567 0.66 | transcript=PVW1_030019100_t1 | gene=PVW1_030019100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:633840-637088(-) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483373.1         -           1082 2625at5820           -           1265       3.3    3.9  80.3   3   3   2.5e-06    0.0005   16.5  60.3   375   616   758  1044   693  1076 0.36 | transcript=PVW1_030019100_t1 | gene=PVW1_030019100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:633840-637088(-) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480665.1         -           2160 2625at5820           -           1265       5.3    3.2  40.4   1   1     0.039       7.8    2.6  40.4   374   627   406   668   347   738 0.30 | transcript=PVW1_070033900_t1 | gene=PVW1_070033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1237512-1243994(-) | protein_length=2160 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473329.1         -            386 2625at5820           -           1265       8.2    2.5  54.5   1   1     0.054        11    2.1  54.5   377   609    27   316     3   373 0.25 | transcript=PVW1_120032900_t1 | gene=PVW1_120032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1226658-1228592(-) | protein_length=386 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475690.1         -            492 2625at5820           -           1265       9.3    2.4  11.5   1   1     0.068        14    1.8  11.5   374   499    25   208     3   254 0.27 | transcript=PVW1_130023900_t1 | gene=PVW1_130023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:877702-879398(-) | protein_length=492 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2625at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2625at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2625at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:04 2026
# [ok]
