#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478250.1         -            917 2651at5820           -            741         0 1565.8  51.6   1   3  1.2e-202  5.1e-200  664.7  16.3    12   321    90   400    78   405 0.98 | transcript=PVW1_110052400_t1 | gene=PVW1_110052400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:2007264-2010508(+) | protein_length=917 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473830.1         -            832 2651at5820           -            741   3.4e-39  133.0   0.3   3   3   2.2e-05    0.0093   12.6   0.0   647   717   712   783   660   797 0.79 | transcript=PVW1_120070700_t1 | gene=PVW1_120070700 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H290] | location=CAJZCX010000004:2761777-2764275(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472124.1         -            771 2651at5820           -            741   2.1e-31  107.2  10.1   1   3   3.8e-25   1.7e-22   77.8   1.9     4   158    92   234    90   256 0.90 | transcript=PVW1_140031000_t1 | gene=PVW1_140031000 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4S0] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4S0] | location=CAJZCX010000003:1127759-1130074(+) | protein_length=771 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472124.1         -            771 2651at5820           -            741   2.1e-31  107.2  10.1   2   3   2.1e-08     9e-06   22.5   0.3   343   499   370   541   352   558 0.71 | transcript=PVW1_140031000_t1 | gene=PVW1_140031000 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4S0] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4S0] | location=CAJZCX010000003:1127759-1130074(+) | protein_length=771 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472124.1         -            771 2651at5820           -            741   2.1e-31  107.2  10.1   3   3   5.7e-05     0.025   11.2   0.1   648   726   561   639   553   648 0.90 | transcript=PVW1_140031000_t1 | gene=PVW1_140031000 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4S0] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4S0] | location=CAJZCX010000003:1127759-1130074(+) | protein_length=771 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480425.1         -            910 2651at5820           -            741   3.3e-28   96.7   7.9   1   4   3.9e-26   1.7e-23   81.1   0.3    19   163   189   323   185   345 0.86 | transcript=PVW1_070016700_t1 | gene=PVW1_070016700 | organism=Plasmodium_vivax_PvW1 | gene_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | transcript_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | location=CAJZCX010000011:601498-604230(+) | protein_length=910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480425.1         -            910 2651at5820           -            741   3.3e-28   96.7   7.9   2   4     0.027        12    2.3   0.3   318   422   352   458   330   474 0.74 | transcript=PVW1_070016700_t1 | gene=PVW1_070016700 | organism=Plasmodium_vivax_PvW1 | gene_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | transcript_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | location=CAJZCX010000011:601498-604230(+) | protein_length=910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480425.1         -            910 2651at5820           -            741   3.3e-28   96.7   7.9   3   4   8.2e-06    0.0035   13.9   0.0   435   514   525   607   510   622 0.80 | transcript=PVW1_070016700_t1 | gene=PVW1_070016700 | organism=Plasmodium_vivax_PvW1 | gene_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | transcript_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | location=CAJZCX010000011:601498-604230(+) | protein_length=910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480425.1         -            910 2651at5820           -            741   3.3e-28   96.7   7.9   4   4     0.066        29    1.0   0.0   649   719   711   781   697   796 0.77 | transcript=PVW1_070016700_t1 | gene=PVW1_070016700 | organism=Plasmodium_vivax_PvW1 | gene_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | transcript_product=Translation factor GUF1 homolog, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV15] | location=CAJZCX010000011:601498-604230(+) | protein_length=910 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 2651at5820           -            741   1.2e-19   68.4  31.2   1   5   2.8e-05     0.012   12.2   0.2    17    56     9    50     3    78 0.78 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 2651at5820           -            741   1.2e-19   68.4  31.2   2   5     5e-17   2.2e-14   51.0  10.7    91   186   172   274   164   350 0.78 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 2651at5820           -            741   1.2e-19   68.4  31.2   3   5      0.21        93   -0.7   0.0   358   408   517   567   510   571 0.90 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 2651at5820           -            741   1.2e-19   68.4  31.2   4   5     0.041        18    1.7   2.2   438   525   728   816   721   838 0.80 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473167.1         -           1395 2651at5820           -            741   1.2e-19   68.4  31.2   5   5   2.1e-05     0.009   12.6   0.0   629   725  1229  1333  1121  1343 0.77 | transcript=PVW1_120021100_t1 | gene=PVW1_120021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:730701-735334(+) | protein_length=1395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473400.1         -            456 2651at5820           -            741   7.6e-10   36.0   0.2   1   1   3.1e-12   1.4e-09   35.2   0.2    21   158    72   201    64   218 0.83 | transcript=PVW1_120038400_t1 | gene=PVW1_120038400 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:A0A1G4H193] | transcript_product=Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:A0A1G4H193] | location=CAJZCX010000004:1393019-1394389(+) | protein_length=456 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 2651at5820           -            741   4.8e-09   33.4   8.1   1   5      0.99   4.3e+02   -2.9   0.1   120   157   113   149   106   160 0.76 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 2651at5820           -            741   4.8e-09   33.4   8.1   2   5     0.054        24    1.3   0.0    21    47   183   209   165   217 0.84 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 2651at5820           -            741   4.8e-09   33.4   8.1   3   5   2.7e-09   1.2e-06   25.5   1.1    89   177   320   408   302   476 0.83 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 2651at5820           -            741   4.8e-09   33.4   8.1   4   5    0.0071       3.1    4.2   0.0   449   521   821   893   803   924 0.79 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478655.1         -           1251 2651at5820           -            741   4.8e-09   33.4   8.1   5   5     0.029        13    2.2   0.0   600   728  1058  1189  1038  1196 0.78 | transcript=PVW1_080008900_t1 | gene=PVW1_080008900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:227337-231092(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479673.1         -           1162 2651at5820           -            741   4.9e-07   26.7   0.8   1   2    0.0014      0.59    6.6   0.1    10    73   582   646   577   648 0.82 | transcript=PVW1_050012200_t1 | gene=PVW1_050012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | location=CAJZCX010000010:349555-353043(-) | protein_length=1162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479673.1         -           1162 2651at5820           -            741   4.9e-07   26.7   0.8   2   2   4.9e-08   2.1e-05   21.3   0.1    93   165   643   715   638   764 0.89 | transcript=PVW1_050012200_t1 | gene=PVW1_050012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8L7] | location=CAJZCX010000010:349555-353043(-) | protein_length=1162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477696.1         -            443 2651at5820           -            741   5.3e-07   26.6   0.5   1   1   1.8e-09   7.6e-07   26.1   0.5    22   173     8   172     3   195 0.72 | transcript=PVW1_110020300_t1 | gene=PVW1_110020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | transcript_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | location=CAJZCX010000008:659037-660368(-) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477697.1         -            443 2651at5820           -            741   5.3e-07   26.6   0.5   1   1   1.8e-09   7.6e-07   26.1   0.5    22   173     8   172     3   195 0.72 | transcript=PVW1_110020400_t1 | gene=PVW1_110020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | transcript_product=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF35] | location=CAJZCX010000008:661781-663112(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474934.1         -           1380 2651at5820           -            741   9.6e-06   22.4   1.9   1   2   3.2e-07   0.00014   18.6   0.2    46   165   778   898   760   907 0.78 | transcript=PVW1_100041600_t1 | gene=PVW1_100041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1690403-1694545(+) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474934.1         -           1380 2651at5820           -            741   9.6e-06   22.4   1.9   2   2     0.016       6.8    3.1   0.1   318   408  1274  1361  1254  1376 0.82 | transcript=PVW1_100041600_t1 | gene=PVW1_100041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1690403-1694545(+) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476892.1         -            547 2651at5820           -            741   2.3e-05   21.2   0.4   1   1     8e-08   3.5e-05   20.6   0.4    11   174   101   279    96   318 0.72 | transcript=PVW1_090028600_t1 | gene=PVW1_090028600 | organism=Plasmodium_vivax_PvW1 | gene_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | transcript_product=Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCS3] | location=CAJZCX010000007:1083295-1085201(+) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2651at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2651at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2651at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:08 2026
# [ok]
