#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477014.1         -            156 14831at5820          -            106   2.1e-37  126.0  12.2   1   2   1.2e-39   2.1e-37  126.0  12.2     1   101     1   112     1   119 0.78 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 14831at5820          -            106   1.2e-10   40.0  12.4   2   2   5.3e-05    0.0094   14.6   0.4     3    69   209   280   207   285 0.86 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478745.1         -            250 14831at5820          -            106   2.7e-07   29.2   0.7   1   2    0.0065       1.2    7.8   0.1     6   100    23   123    19   130 0.77 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478745.1         -            250 14831at5820          -            106   2.7e-07   29.2   0.7   2   2   1.3e-06   0.00024   19.7   0.1     4    75   172   248   168   250 0.81 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 14831at5820          -            106   2.9e-07   29.0   2.4   1   2   7.6e-05     0.014   14.1   0.1     7    76   156   224   151   239 0.87 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483553.1         -           1347 14831at5820          -            106   2.9e-07   29.0   2.4   2   2   4.2e-08   7.6e-06   24.5   0.3     3    76   895   972   893  1001 0.81 | transcript=PVW1_030026900_t1 | gene=PVW1_030026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:918626-923212(-) | protein_length=1347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 14831at5820          -            106   1.2e-06   27.1   0.2   1   3    0.0089       1.6    7.4   0.0     7    40    91   124    87   146 0.85 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 14831at5820          -            106   1.2e-06   27.1   0.2   2   3   0.00088      0.16   10.6   0.0     5    62   188   251   184   279 0.76 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 14831at5820          -            106   1.2e-06   27.1   0.2   3   3     0.058        10    4.8   0.1     6    84   374   456   371   478 0.63 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472553.1         -            390 14831at5820          -            106   1.2e-06   27.1   0.7   1   1   1.8e-08   3.2e-06   25.7   0.4     4    71   224   292   221   298 0.90 | transcript=PVW1_140071800_t1 | gene=PVW1_140071800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5T0] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5T0] | location=CAJZCX010000003:2849053-2850225(+) | protein_length=390 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 14831at5820          -            106   1.8e-06   26.5   0.2   1   1   1.2e-08   2.2e-06   26.2   0.2     5    83    15    96    12   110 0.78 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476962.1         -           1054 14831at5820          -            106   2.4e-06   26.1   0.0   1   3   1.3e-08   2.4e-06   26.1   0.0     4    86     6    94     1   112 0.85 | transcript=PVW1_090032200_t1 | gene=PVW1_090032200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | location=CAJZCX010000007:1220705-1223869(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476962.1         -           1054 14831at5820          -            106   2.4e-06   26.1   0.0   2   3       6.8   1.2e+03   -1.9   2.3    80   104   651   675   631   680 0.47 | transcript=PVW1_090032200_t1 | gene=PVW1_090032200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | location=CAJZCX010000007:1220705-1223869(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476962.1         -           1054 14831at5820          -            106   2.4e-06   26.1   0.0   3   3       7.9   1.4e+03   -2.1   0.4    66    98   971  1003   956  1012 0.57 | transcript=PVW1_090032200_t1 | gene=PVW1_090032200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | location=CAJZCX010000007:1220705-1223869(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 14831at5820          -            106   2.5e-06   26.1  11.4   1   3   0.00077      0.14   10.8   0.0     6    39    84   117    81   150 0.86 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 14831at5820          -            106   2.5e-06   26.1  11.4   2   3    0.0016      0.29    9.8   1.6     3    83   179   267   177   302 0.77 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 14831at5820          -            106   2.5e-06   26.1  11.4   3   3    0.0014      0.25   10.0   0.4     6    82   396   478   392   499 0.70 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472069.1         -            124 14831at5820          -            106   3.1e-06   25.8   2.6   1   1   2.3e-08   4.1e-06   25.4   2.6     4    81     8    91     4   114 0.81 | transcript=PVW1_140028000_t1 | gene=PVW1_140028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | location=CAJZCX010000003:1001268-1002138(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 14831at5820          -            106   7.1e-06   24.6   0.3   1   1   1.1e-07     2e-05   23.2   0.3     6    89    31   120    27   126 0.87 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471856.1         -            505 14831at5820          -            106   7.4e-06   24.5  14.7   1   3   5.7e-06     0.001   17.7   2.2     3    96   226   326   225   341 0.77 | transcript=PVW1_140014000_t1 | gene=PVW1_140014000 | organism=Plasmodium_vivax_PvW1 | gene_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | transcript_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | location=CAJZCX010000003:434420-436257(+) | protein_length=505 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471856.1         -            505 14831at5820          -            106   7.4e-06   24.5  14.7   2   3       6.4   1.1e+03   -1.8   1.8    59    86   371   398   329   411 0.56 | transcript=PVW1_140014000_t1 | gene=PVW1_140014000 | organism=Plasmodium_vivax_PvW1 | gene_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | transcript_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | location=CAJZCX010000003:434420-436257(+) | protein_length=505 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471856.1         -            505 14831at5820          -            106   7.4e-06   24.5  14.7   3   3   3.8e-05    0.0067   15.0   0.1     5    74   434   503   430   505 0.93 | transcript=PVW1_140014000_t1 | gene=PVW1_140014000 | organism=Plasmodium_vivax_PvW1 | gene_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | transcript_product=U1 small nuclear ribonucleoprotein A, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H486] | location=CAJZCX010000003:434420-436257(+) | protein_length=505 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 14831at5820          -            106   2.5e-05   22.9   8.7   1   4      0.46        82    1.9   0.1    13    75   218   282   203   297 0.60 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 14831at5820          -            106   2.5e-05   22.9   8.7   2   4    0.0052      0.92    8.2   0.2     7    96   413   506   408   514 0.73 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 14831at5820          -            106   2.5e-05   22.9   8.7   3   4      0.14        25    3.5   0.0     6    75   559   630   555   658 0.75 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 14831at5820          -            106   2.5e-05   22.9   8.7   4   4   0.00058       0.1   11.2   0.1     4    60   675   734   673   753 0.75 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 14831at5820          -            106   2.6e-05   22.8   0.6   1   2       5.6     1e+03   -1.6   0.3    96   102     6    12     2    21 0.51 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 14831at5820          -            106   2.6e-05   22.8   0.6   2   2   1.4e-07   2.6e-05   22.8   0.6     6    73    37   110    32   119 0.79 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 14831at5820          -            106     3e-05   22.6   1.7   1   2   5.7e-05      0.01   14.4   1.5     3    83     9    96     8   117 0.76 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 14831at5820          -            106     3e-05   22.6   1.7   2   2     0.019       3.3    6.4   0.0     5    55   121   171   117   177 0.91 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 14831at5820          -            106   3.2e-05   22.5   0.2   1   1   1.8e-07   3.2e-05   22.5   0.2     4    82    86   169    82   185 0.81 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 14831at5820          -            106   6.3e-05   21.5   2.1   1   2   3.5e-07   6.3e-05   21.5   2.1     5    82     9    91     6   105 0.84 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 14831at5820          -            106   6.3e-05   21.5   2.1   2   2       6.5   1.2e+03   -1.8   0.0    13    42   130   159   121   166 0.71 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476308.1         -            661 14831at5820          -            106   0.00018   20.1   0.5   1   2       8.9   1.6e+03   -2.3   0.8    73    86    83    98    79   119 0.55 | transcript=PVW1_130052700_t1 | gene=PVW1_130052700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2091993-2095426(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476308.1         -            661 14831at5820          -            106   0.00018   20.1   0.5   2   2   9.9e-07   0.00018   20.1   0.5     5    76   167   247   164   278 0.79 | transcript=PVW1_130052700_t1 | gene=PVW1_130052700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2091993-2095426(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477979.1         -            153 14831at5820          -            106   0.00032   19.3   2.3   1   1   1.8e-06   0.00032   19.3   2.3     6    80    63   142    57   151 0.76 | transcript=PVW1_110039200_t1 | gene=PVW1_110039200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | location=CAJZCX010000008:1455048-1456485(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478174.1         -            615 14831at5820          -            106   0.00057   18.5   2.3   1   3     0.089        16    4.2   0.1     4    37     9    42     6    68 0.76 | transcript=PVW1_110048700_t1 | gene=PVW1_110048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1844363-1846788(-) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478174.1         -            615 14831at5820          -            106   0.00057   18.5   2.3   2   3   3.2e-06   0.00057   18.5   2.3     4   100   166   265   163   270 0.84 | transcript=PVW1_110048700_t1 | gene=PVW1_110048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1844363-1846788(-) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
