#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478046.1         -            362 10105at5820          -            265  2.8e-102  339.8  15.8   1   1  3.1e-101   2.1e-98  327.1  15.8     6   249    24   320    21   325 0.84 | transcript=PVW1_110042200_t1 | gene=PVW1_110042200 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM7] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM7] | location=CAJZCX010000008:1586105-1587193(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 10105at5820          -            265   1.7e-73  245.4  84.9  11  13     3e-12     2e-09   35.4   0.5    49   192  2193  2347  2176  2361 0.74 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 10105at5820          -            265   1.7e-73  245.4  84.9  12  13      0.88     6e+02   -2.3   0.1    89   102  2400  2413  2361  2424 0.68 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 10105at5820          -            265   1.7e-73  245.4  84.9  13  13   2.4e-19   1.6e-16   58.6   5.6    11   206  2452  2656  2443  2692 0.80 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   1   9   5.2e-06    0.0035   14.9   0.4    73   242   187   354   181   368 0.75 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   2   9   2.6e-07   0.00018   19.2   3.3   110   235   490   615   482   634 0.72 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   3   9      0.59     4e+02   -1.7   0.0   156   181   674   699   647   723 0.66 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   4   9   1.3e-08   8.7e-06   23.4   0.3    73   244   805   978   792   991 0.76 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   5   9      0.61   4.1e+02   -1.7   0.0   131   177  1033  1074  1026  1078 0.57 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   6   9   2.2e-12   1.5e-09   35.8  10.7    50   241  1131  1338  1121  1346 0.66 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   7   9   1.5e-09     1e-06   26.5   8.9    82   233  1536  1720  1459  1735 0.62 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   8   9      0.31   2.1e+02   -0.8   0.0    27    66  1857  1900  1843  1905 0.71 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482620.1         -           2215 10105at5820          -            265   1.2e-38  131.1  68.1   9   9   6.2e-13   4.2e-10   37.6   2.7    94   188  2030  2119  1987  2175 0.82 | transcript=PVW1_040022300_t1 | gene=PVW1_040022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | transcript_product=Transmission-blocking target antigen s230 paralog, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSW9] | location=CAJZCX010000013:738122-744769(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473184.1         -            433 10105at5820          -            265   2.8e-18   64.4  13.2   1   2   2.5e-14   1.7e-11   42.2   4.8    25   185    55   227    22   238 0.73 | transcript=PVW1_120022600_t1 | gene=PVW1_120022600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:792032-793333(+) | protein_length=433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473184.1         -            433 10105at5820          -            265   2.8e-18   64.4  13.2   2   2   2.3e-09   1.6e-06   25.9   1.3   118   261   268   426   252   430 0.59 | transcript=PVW1_120022600_t1 | gene=PVW1_120022600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:792032-793333(+) | protein_length=433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483185.1         -            384 10105at5820          -            265   5.6e-18   63.4  12.4   1   2   2.6e-05     0.018   12.6   2.3     8   104    24   122    19   143 0.66 | transcript=PVW1_030011400_t1 | gene=PVW1_030011400 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | transcript_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | location=CAJZCX010000014:334439-335593(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483185.1         -            384 10105at5820          -            265   5.6e-18   63.4  12.4   2   2   1.5e-18     1e-15   56.0   2.6   105   226   223   345   217   371 0.77 | transcript=PVW1_030011400_t1 | gene=PVW1_030011400 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | transcript_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | location=CAJZCX010000014:334439-335593(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475046.1         -            355 10105at5820          -            265   6.1e-13   46.9   9.6   1   2   1.4e-15   9.2e-13   46.3   7.0    45   204    72   231    46   254 0.79 | transcript=PVW1_100050100_t1 | gene=PVW1_100050100 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | transcript_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | location=CAJZCX010000005:2047160-2048227(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475046.1         -            355 10105at5820          -            265   6.1e-13   46.9   9.6   2   2     0.093        63    0.9   0.0   219   243   269   298   261   308 0.64 | transcript=PVW1_100050100_t1 | gene=PVW1_100050100 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | transcript_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | location=CAJZCX010000005:2047160-2048227(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478044.1         -            431 10105at5820          -            265   2.1e-11   41.8   0.1   1   2   2.5e-08   1.7e-05   22.5   0.0    24   145   103   230    95   240 0.71 | transcript=PVW1_110042100_t1 | gene=PVW1_110042100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1583594-1584889(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478044.1         -            431 10105at5820          -            265   2.1e-11   41.8   0.1   2   2     1e-06   0.00069   17.2   0.1   141   204   289   355   282   405 0.75 | transcript=PVW1_110042100_t1 | gene=PVW1_110042100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1583594-1584889(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483174.1         -            487 10105at5820          -            265   1.5e-06   26.0   8.6   1   2   6.9e-09   4.7e-06   24.3   7.6    17   227    39   262    30   268 0.73 | transcript=PVW1_030010900_t1 | gene=PVW1_030010900 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7A5] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7A5] | location=CAJZCX010000014:303054-304517(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483174.1         -            487 10105at5820          -            265   1.5e-06   26.0   8.6   2   2     0.023        15    2.9   0.1    44    64   210   230   205   286 0.72 | transcript=PVW1_030010900_t1 | gene=PVW1_030010900 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7A5] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7A5] | location=CAJZCX010000014:303054-304517(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483172.1         -            353 10105at5820          -            265   9.1e-06   23.4   5.7   1   4       2.8   1.9e+03   -3.9   1.7   212   232    33    51    25    54 0.74 | transcript=PVW1_030010800_t1 | gene=PVW1_030010800 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | location=CAJZCX010000014:300091-301152(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483172.1         -            353 10105at5820          -            265   9.1e-06   23.4   5.7   2   4      0.12        81    0.6   1.6   159   178    80    99    66   175 0.55 | transcript=PVW1_030010800_t1 | gene=PVW1_030010800 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | location=CAJZCX010000014:300091-301152(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483172.1         -            353 10105at5820          -            265   9.1e-06   23.4   5.7   3   4   1.4e-08   9.1e-06   23.4   5.7    92   186   164   266   121   285 0.73 | transcript=PVW1_030010800_t1 | gene=PVW1_030010800 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | location=CAJZCX010000014:300091-301152(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483172.1         -            353 10105at5820          -            265   9.1e-06   23.4   5.7   4   4     0.013         9    3.7   0.0   219   247   318   346   309   352 0.83 | transcript=PVW1_030010800_t1 | gene=PVW1_030010800 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H793] | location=CAJZCX010000014:300091-301152(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10105at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10105at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10105at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:39 2026
# [ok]
