#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479953.1         -           1724 1976at5820           -           1181         0 1627.0  41.9   1   1         0         0 1609.4  41.9    11  1181    54  1724    46  1724 0.86 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477701.1         -            479 1976at5820           -           1181   9.4e-05   18.9  16.9   6   6     0.019       7.2    2.8   0.1   543   568   362   387   343   405 0.65 | transcript=PVW1_110020800_t1 | gene=PVW1_110020800 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | location=CAJZCX010000008:686394-687833(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 1976at5820           -           1181   0.00024   17.6   2.3   1   6    0.0026      0.99    5.6   0.2   537   574    63    97    43   103 0.78 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 1976at5820           -           1181   0.00024   17.6   2.3   2   6   0.00094      0.36    7.1   6.4   238   314   117   196   100   203 0.75 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 1976at5820           -           1181   0.00024   17.6   2.3   3   6   9.7e-06    0.0037   13.7   0.2   497   566   316   385   295   391 0.80 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 1976at5820           -           1181   0.00024   17.6   2.3   4   6   2.6e-05    0.0099   12.2   0.1   357   398   356   397   338   409 0.84 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 1976at5820           -           1181   0.00024   17.6   2.3   5   6      0.21        79   -0.7   0.3    17    82   421   489   400   498 0.64 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 1976at5820           -           1181   0.00024   17.6   2.3   6   6    0.0019      0.73    6.0   1.6   535   597   500   566   493   580 0.78 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 1976at5820           -           1181    0.0069   12.7  27.0   1   4   3.6e-05     0.014   11.8   0.0   363   397    41    75    37    82 0.88 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 1976at5820           -           1181    0.0069   12.7  27.0   2   4    0.0046       1.7    4.8   4.3   357   592    92   346    87   358 0.44 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 1976at5820           -           1181    0.0069   12.7  27.0   3   4    0.0075       2.9    4.1   1.0   354   386   340   373   335   377 0.86 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 1976at5820           -           1181    0.0069   12.7  27.0   4   4      0.27     1e+02   -1.0   7.8   866  1084   377   621   375   635 0.53 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474056.1         -            369 1976at5820           -           1181     0.057    9.7   4.8   1   1   0.00017     0.066    9.5   4.8   983  1064   267   346   163   357 0.57 | transcript=PVW1_120085800_t1 | gene=PVW1_120085800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3455471-3456687(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472151.1         -            316 1976at5820           -           1181      0.18    8.1  22.9   1   1   0.00052       0.2    7.9  22.9   951  1090   114   245    42   309 0.35 | transcript=PVW1_140033300_t1 | gene=PVW1_140033300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1213167-1214612(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476018.1         -            228 1976at5820           -           1181      0.32    7.2  22.9   1   1     0.001      0.38    7.0  22.9   971  1103    43   180     4   192 0.49 | transcript=PVW1_130037600_t1 | gene=PVW1_130037600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1392291-1393842(-) | protein_length=228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479965.1         -            298 1976at5820           -           1181      0.85    5.8  43.0   1   1    0.0029       1.1    5.5  43.0   914  1076   117   291    63   298 0.35 | transcript=PVW1_050034200_t1 | gene=PVW1_050034200 | organism=Plasmodium_vivax_PvW1 | gene_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | transcript_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | location=CAJZCX010000010:1227612-1228881(+) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478753.1         -            529 1976at5820           -           1181       1.3    5.3  15.0   1   1     0.004       1.5    5.0  15.0   951  1073   398   525   319   529 0.48 | transcript=PVW1_080012200_t1 | gene=PVW1_080012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | transcript_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | location=CAJZCX010000009:348873-351173(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481736.1         -            257 1976at5820           -           1181       1.3    5.2  30.0   1   1    0.0041       1.5    5.0  30.0   922  1083    58   235     3   247 0.53 | transcript=PVW1_060023800_t1 | gene=PVW1_060023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:779949-781357(-) | protein_length=257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476958.1         -            310 1976at5820           -           1181       1.8    4.8  16.3   1   1    0.0054         2    4.6  16.3   923  1118    80   271    18   294 0.42 | transcript=PVW1_090031800_t1 | gene=PVW1_090031800 | organism=Plasmodium_vivax_PvW1 | gene_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | transcript_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | location=CAJZCX010000007:1198889-1200227(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481813.1         -            441 1976at5820           -           1181       2.8    4.1  20.6   1   1      0.01       3.9    3.6  20.6   957  1090   250   381   212   419 0.39 | transcript=PVW1_060027000_t1 | gene=PVW1_060027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:895199-896524(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 1976at5820           -           1181       3.6    3.8  11.9   1   1     0.016         6    3.0  11.9   884  1047  1137  1305  1106  1337 0.43 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1976at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1976at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1976at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:34 2026
# [ok]
