#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476737.1         -            690 3676at5820           -            548         0 1042.7  34.0   1   3  7.5e-110  2.4e-107  358.2   5.2     9   196    22   212     8   232 0.91 | transcript=PVW1_090021900_t1 | gene=PVW1_090021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:778466-780538(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 3676at5820           -            548   1.8e-09   35.1   3.8   1   1   8.6e-12   2.8e-09   34.5   3.2   463   518   742   799   641   815 0.89 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476722.1         -            487 3676at5820           -            548   5.3e-09   33.6  10.3   1   2   8.2e-06    0.0026   14.8   2.6   291   386   278   365    97   374 0.87 | transcript=PVW1_090020700_t1 | gene=PVW1_090020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | transcript_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | location=CAJZCX010000007:739061-740524(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476722.1         -            487 3676at5820           -            548   5.3e-09   33.6  10.3   2   2     3e-08   9.7e-06   22.8   0.7   471   517   416   468   407   473 0.78 | transcript=PVW1_090020700_t1 | gene=PVW1_090020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | transcript_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q6J112] | location=CAJZCX010000007:739061-740524(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 3676at5820           -            548     3e-08   31.1   0.6   1   1   1.7e-10   5.4e-08   30.3   0.6   464   513   692   742   687   762 0.88 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482650.1         -           1219 3676at5820           -            548   3.3e-08   31.0   4.1   1   1   3.6e-10   1.1e-07   29.2   3.2   387   513   774   887   693   906 0.67 | transcript=PVW1_040023300_t1 | gene=PVW1_040023300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:782523-786545(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 3676at5820           -            548   5.8e-08   30.2   3.1   1   2      0.51   1.6e+02   -1.0   0.1   275   308   554   591   494   599 0.74 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 3676at5820           -            548   5.8e-08   30.2   3.1   2   2   1.8e-10   5.8e-08   30.2   3.1   464   513   738   788   732   810 0.80 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 3676at5820           -            548   9.6e-08   29.4   0.1   1   1   4.9e-10   1.6e-07   28.7   0.1   464   513   723   773   621   793 0.89 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 3676at5820           -            548   1.1e-07   29.2   2.6   1   2      0.41   1.3e+02   -0.7   0.3   347   384   580   621   511   657 0.54 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 3676at5820           -            548   1.1e-07   29.2   2.6   2   2   3.6e-10   1.1e-07   29.2   2.6   463   513   696   747   669   759 0.90 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 3676at5820           -            548     3e-07   27.8   0.3   1   1   1.7e-09   5.4e-07   27.0   0.3   464   513   706   756   689   774 0.86 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 3676at5820           -            548   3.2e-07   27.7   0.4   1   2       2.1   6.7e+02   -3.1   1.0   234   335   329   430   313   443 0.59 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 3676at5820           -            548   3.2e-07   27.7   0.4   2   2     1e-09   3.2e-07   27.7   0.4   464   513   701   751   682   770 0.87 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 3676at5820           -            548   1.1e-06   25.9   2.5   1   1   8.8e-09   2.8e-06   24.6   2.5   463   513   702   753   596   772 0.89 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 3676at5820           -            548   2.1e-06   25.0   1.5   1   3      0.54   1.7e+02   -1.1   0.2   284   306   254   277   241   304 0.71 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 3676at5820           -            548   2.1e-06   25.0   1.5   2   3       0.9   2.9e+02   -1.8   0.0   414   429   433   448   430   449 0.88 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 3676at5820           -            548   2.1e-06   25.0   1.5   3   3   6.5e-09   2.1e-06   25.0   1.5   474   513   449   489   435   495 0.87 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 3676at5820           -            548     4e-06   24.1   0.4   1   2       2.5     8e+02   -3.3   2.3   223   335   340   453   303   465 0.68 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 3676at5820           -            548     4e-06   24.1   0.4   2   2   1.3e-08     4e-06   24.1   0.4   464   513   734   784   727   804 0.86 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 3676at5820           -            548   4.3e-06   24.0   1.6   1   1   3.3e-08     1e-05   22.7   1.6   463   513   735   786   630   806 0.90 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473726.1         -            583 3676at5820           -            548   2.1e-05   21.7  23.3   1   3   6.1e-05     0.019   11.9   9.3   292   405   354   464   229   472 0.72 | transcript=PVW1_120063700_t1 | gene=PVW1_120063700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | transcript_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | location=CAJZCX010000004:2448322-2450073(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473726.1         -            583 3676at5820           -            548   2.1e-05   21.7  23.3   2   3     0.077        25    1.7   0.0   464   485   484   505   480   523 0.86 | transcript=PVW1_120063700_t1 | gene=PVW1_120063700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | transcript_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | location=CAJZCX010000004:2448322-2450073(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473726.1         -            583 3676at5820           -            548   2.1e-05   21.7  23.3   3   3   5.1e-06    0.0016   15.5   1.0   488   517   537   565   528   580 0.79 | transcript=PVW1_120063700_t1 | gene=PVW1_120063700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | transcript_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | location=CAJZCX010000004:2448322-2450073(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476720.1         -            484 3676at5820           -            548   7.7e-05   19.9  17.6   1   1   5.1e-05     0.016   12.2  17.6   290   513   275   462   149   467 0.66 | transcript=PVW1_090020500_t1 | gene=PVW1_090020500 | organism=Plasmodium_vivax_PvW1 | gene_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q5IZD8] | transcript_product=Vivapain-2 [Source:UniProtKB/TrEMBL;Acc:Q5IZD8] | location=CAJZCX010000007:730964-732418(-) | protein_length=484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3676at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3676at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3676at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:14 2026
# [ok]
