#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6   1  30    1e-164  6.2e-161  535.4  19.6     1   249     1   249     1   285 0.96 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  12  30   8.4e-82   5.1e-78  260.2   8.8  1441  1622  2345  2569  2339  2588 0.88 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  13  30   5.4e-34   3.3e-30  101.5   1.5  1631  1716  2633  2718  2622  2733 0.85 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  14  30   1.8e-19   1.1e-15   53.3   0.0  1694  1748  2781  2835  2774  2844 0.84 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  15  30  4.3e-106  2.6e-102  340.8  10.9  1745  1982  2899  3163  2896  3174 0.85 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  16  30   5.4e-32   3.3e-28   94.9   2.5  1950  2049  3207  3311  3197  3315 0.79 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  17  30   2.2e-09   1.3e-05   19.8   0.1  2062  2098  3502  3538  3492  3547 0.91 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  18  30  8.2e-174    5e-170  565.6  36.0  2092  2393  3565  3879  3557  3884 0.95 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  19  30  8.1e-134  4.9e-130  432.9  19.7  2396  2637  3963  4210  3954  4215 0.91 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  20  30  2.6e-177  1.6e-173  577.3  44.2  2624  2994  4242  4667  4229  4685 0.86 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  21  30   2.3e-54   1.4e-50  169.1  11.7  2989  3133  4768  4924  4748  4929 0.81 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  22  30   6.8e-85   4.2e-81  270.4   9.1  3130  3273  5031  5174  5025  5185 0.96 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  23  30   2.1e-98   1.3e-94  315.3   9.4  3268  3418  5229  5379  5216  5392 0.94 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  24  30  2.7e-106  1.7e-102  341.5  16.0  3403  3624  5432  5663  5427  5671 0.85 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  25  30   7.7e-64   4.7e-60  200.6  15.8  3620  3766  5706  5852  5702  5866 0.91 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  26  30   5.7e-68   3.5e-64  214.3   6.1  3750  3877  5904  6036  5892  6048 0.89 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  27  30   1.5e-89   9.2e-86  285.9  12.9  3868  4041  6088  6261  6070  6285 0.91 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  28  30   8.8e-06     0.053    7.9   0.0  4035  4061  6306  6332  6300  6338 0.91 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  29  30         0         0 1061.3  50.8  4058  4599  6446  7014  6434  7020 0.95 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473219.1         -           7239 18at5820             -           4644         0 7625.0 576.6  30  30   7.3e-24   4.4e-20   67.9   6.6  4590  4644  7185  7239  7154  7239 0.87 | transcript=PVW1_120025600_t1 | gene=PVW1_120025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:928662-950381(+) | protein_length=7239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/18at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:16 2026
# [ok]
