#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481801.1         -           1142 3333at5820           -            635  7.9e-285  944.6  57.1   1   8   5.3e-50   1.6e-46  157.3   8.1     2   124    34   170    33   178 0.90 | transcript=PVW1_060026600_t1 | gene=PVW1_060026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:879244-882672(-) | protein_length=1142 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484280.1         -            913 3333at5820           -            635   8.5e-18   62.4  22.0   4   5       0.4   1.2e+03   -4.2   0.0   492   506   593   607   590   609 0.79 | transcript=PVW1_020023400_t1 | gene=PVW1_020023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:820365-823106(+) | protein_length=913 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484280.1         -            913 3333at5820           -            635   8.5e-18   62.4  22.0   5   5     0.061   1.8e+02   -1.5   0.2    73    87   692   706   643   762 0.52 | transcript=PVW1_020023400_t1 | gene=PVW1_020023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:820365-823106(+) | protein_length=913 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3333at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3333at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3333at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:28 2026
# [ok]
