#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480310.1         -           1600 1668at5820           -            781         0 1186.1 228.9   1   6   2.1e-08   2.6e-05   21.2   3.1     1    78     1    82     1   135 0.72 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474791.1         -            590 1668at5820           -            781   7.9e-07   26.2   3.6   1   3   9.1e-05      0.11    9.2   0.0   428   453   108   133    72   154 0.80 | transcript=PVW1_100030500_t1 | gene=PVW1_100030500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1201489-1203761(+) | protein_length=590 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474791.1         -            590 1668at5820           -            781   7.9e-07   26.2   3.6   2   3     0.042        51    0.4   0.9   262   398   420   441   316   472 0.57 | transcript=PVW1_100030500_t1 | gene=PVW1_100030500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1201489-1203761(+) | protein_length=590 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474791.1         -            590 1668at5820           -            781   7.9e-07   26.2   3.6   3   3   1.7e-06    0.0021   14.9   0.1   718   752   487   521   478   557 0.86 | transcript=PVW1_100030500_t1 | gene=PVW1_100030500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1201489-1203761(+) | protein_length=590 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485436.1         -            403 1668at5820           -            781    0.0018   15.2   5.8   1   1   2.1e-06    0.0026   14.6   5.8   366   436   143   212   121   242 0.81 | transcript=PVW1_000014300_t1 | gene=PVW1_000014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000017:424940-426151(+) | protein_length=403 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480785.1         -            215 1668at5820           -            781      0.52    7.0   8.7   1   1   0.00053      0.65    6.7   8.7   258   353    63   157    56   182 0.53 | transcript=PVW1_070038400_t1 | gene=PVW1_070038400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1413632-1414279(-) | protein_length=215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1668at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1668at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1668at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:01 2026
# [ok]
