#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479358.1         -            595 4767at5820           -            494         0 1054.1  41.6   1   2   1.5e-56   3.1e-54  182.9  19.1     1   132    40   188    40   207 0.88 | transcript=PVW1_080043500_t1 | gene=PVW1_080043500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | transcript_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | location=CAJZCX010000009:1658578-1660581(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 4767at5820           -            494   4.2e-23   80.2  11.8   2   4   2.8e-12   5.6e-10   36.9   2.1   196   381   342   529   337   532 0.82 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 4767at5820           -            494   4.2e-23   80.2  11.8   3   4   4.4e-07   8.9e-05   19.7   0.2   190   293   461   566   455   574 0.81 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 4767at5820           -            494   4.2e-23   80.2  11.8   4   4    0.0082       1.7    5.6   0.1   176   207   627   658   611   660 0.79 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 4767at5820           -            494   3.4e-22   77.2  33.0   1   4   2.9e-13   5.8e-11   40.1   8.0   200   374    36   233    13   261 0.77 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 4767at5820           -            494   3.4e-22   77.2  33.0   2   4       2.3   4.6e+02   -2.4   3.4    97   131   370   407   347   452 0.58 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 4767at5820           -            494   3.4e-22   77.2  33.0   3   4   0.00068      0.14    9.2   0.2   260   369   608   714   590   725 0.70 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 4767at5820           -            494   3.4e-22   77.2  33.0   4   4     2e-14     4e-12   44.0   1.2   183   335   816   968   810   984 0.93 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474991.1         -            646 4767at5820           -            494   2.2e-19   67.9   9.4   1   3      0.47        95   -0.1   5.6    84   158    20    96    13   104 0.77 | transcript=PVW1_100047200_t1 | gene=PVW1_100047200 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | location=CAJZCX010000005:1915252-1918767(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474991.1         -            646 4767at5820           -            494   2.2e-19   67.9   9.4   2   3   2.4e-20   4.9e-18   63.5   2.5   193   345   378   530   355   537 0.94 | transcript=PVW1_100047200_t1 | gene=PVW1_100047200 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | location=CAJZCX010000005:1915252-1918767(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474991.1         -            646 4767at5820           -            494   2.2e-19   67.9   9.4   3   3   2.7e-06   0.00054   17.2   0.6   178   260   531   613   527   623 0.90 | transcript=PVW1_100047200_t1 | gene=PVW1_100047200 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | location=CAJZCX010000005:1915252-1918767(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 4767at5820           -            494   3.8e-17   60.5   7.3   1   2   1.6e-16   3.3e-14   50.9   6.7   175   423    32   282    22   282 0.85 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 4767at5820           -            494   3.8e-17   60.5   7.3   2   2   6.3e-05     0.013   12.6   0.0   195   244   268   317   252   324 0.53 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474907.1         -           1236 4767at5820           -            494   6.8e-17   59.7  23.1   1   4      0.23        47    0.9   0.2   129   169   312   355   283   421 0.81 | transcript=PVW1_100039400_t1 | gene=PVW1_100039400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1599715-1603425(-) | protein_length=1236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474907.1         -           1236 4767at5820           -            494   6.8e-17   59.7  23.1   2   4   5.1e-10     1e-07   29.4   5.5   217   337   905  1026   883  1036 0.88 | transcript=PVW1_100039400_t1 | gene=PVW1_100039400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1599715-1603425(-) | protein_length=1236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474907.1         -           1236 4767at5820           -            494   6.8e-17   59.7  23.1   3   4   5.5e-10   1.1e-07   29.3   2.0   168   323   941  1098   938  1104 0.84 | transcript=PVW1_100039400_t1 | gene=PVW1_100039400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1599715-1603425(-) | protein_length=1236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474907.1         -           1236 4767at5820           -            494   6.8e-17   59.7  23.1   4   4   2.6e-10   5.3e-08   30.4   1.0   197   343  1057  1210  1049  1230 0.70 | transcript=PVW1_100039400_t1 | gene=PVW1_100039400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1599715-1603425(-) | protein_length=1236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480330.1         -           1013 4767at5820           -            494   1.8e-16   58.3  10.2   1   2   2.3e-05    0.0046   14.1   0.7   179   292    14   127     5   128 0.80 | transcript=PVW1_070010800_t1 | gene=PVW1_070010800 | organism=Plasmodium_vivax_PvW1 | gene_product=Coatomer subunit beta' [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUX4] | transcript_product=Coatomer subunit beta' [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUX4] | location=CAJZCX010000011:343102-346143(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480330.1         -           1013 4767at5820           -            494   1.8e-16   58.3  10.2   2   2   8.9e-19   1.8e-16   58.3  10.2   179   378    98   307    97   368 0.82 | transcript=PVW1_070010800_t1 | gene=PVW1_070010800 | organism=Plasmodium_vivax_PvW1 | gene_product=Coatomer subunit beta' [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUX4] | transcript_product=Coatomer subunit beta' [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUX4] | location=CAJZCX010000011:343102-346143(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472478.1         -            472 4767at5820           -            494   9.1e-14   49.4   7.5   1   2   4.5e-16   9.1e-14   49.4   7.5   132   340    78   293    64   303 0.80 | transcript=PVW1_140064700_t1 | gene=PVW1_140064700 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | transcript_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | location=CAJZCX010000003:2601309-2602967(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472478.1         -            472 4767at5820           -            494   9.1e-14   49.4   7.5   2   2     0.076        15    2.5   1.3   328   431   333   444   316   452 0.61 | transcript=PVW1_140064700_t1 | gene=PVW1_140064700 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | transcript_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | location=CAJZCX010000003:2601309-2602967(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472269.1         -            612 4767at5820           -            494   2.2e-13   48.1  14.3   1   2       1.6   3.3e+02   -1.9   0.2    54    96   223   267   203   290 0.65 | transcript=PVW1_140044700_t1 | gene=PVW1_140044700 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 17, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H560] | transcript_product=Pre-mRNA-processing factor 17, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H560] | location=CAJZCX010000003:1690669-1692507(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472269.1         -            612 4767at5820           -            494   2.2e-13   48.1  14.3   2   2   1.1e-15   2.2e-13   48.1  14.3   196   432   340   579   312   611 0.85 | transcript=PVW1_140044700_t1 | gene=PVW1_140044700 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 17, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H560] | transcript_product=Pre-mRNA-processing factor 17, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H560] | location=CAJZCX010000003:1690669-1692507(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 4767at5820           -            494   6.7e-13   46.5   1.3   1   4       2.5   5.2e+02   -2.6   1.2    84   153   125   194    87   229 0.63 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 4767at5820           -            494   6.7e-13   46.5   1.3   2   4       1.7   3.4e+02   -2.0   1.0   176   193   284   301   133   330 0.68 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 4767at5820           -            494   6.7e-13   46.5   1.3   3   4   3.3e-15   6.7e-13   46.5   1.3   218   377   427   590   408   621 0.86 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 4767at5820           -            494   6.7e-13   46.5   1.3   4   4     0.011       2.2    5.2   0.1   321   366   575   619   568   636 0.60 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 4767at5820           -            494   2.4e-12   44.7   2.3   1   4       3.1   6.3e+02   -2.8   0.4   104   118   330   343   313   356 0.49 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 4767at5820           -            494   2.4e-12   44.7   2.3   2   4   3.1e-12   6.3e-10   36.7   0.6   244   364   364   483   343   489 0.90 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 4767at5820           -            494   2.4e-12   44.7   2.3   3   4   5.6e-06    0.0011   16.1   0.0   279   345   440   509   439   541 0.82 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 4767at5820           -            494   2.4e-12   44.7   2.3   4   4      0.27        55    0.6   0.0   289   334   538   583   512   590 0.79 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4767at5820           -            494   5.2e-11   40.3  12.9   1   4   6.3e-05     0.013   12.6   3.0   151   251   163   268    78   270 0.79 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4767at5820           -            494   5.2e-11   40.3  12.9   2   4   0.00088      0.18    8.9   1.8   269   335   198   268   193   300 0.60 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4767at5820           -            494   5.2e-11   40.3  12.9   3   4     0.051        10    3.0   0.1   229   298   270   337   261   342 0.74 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4767at5820           -            494   5.2e-11   40.3  12.9   4   4   2.6e-10   5.2e-08   30.4   0.7   178   253   347   424   338   449 0.85 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485089.1         -            365 4767at5820           -            494   5.6e-10   36.9  12.4   1   3   0.00053      0.11    9.6   0.3   297   338     8    49     2    63 0.78 | transcript=PVW1_010021300_t1 | gene=PVW1_010021300 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase organizer 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Q7] | transcript_product=Mitogen-activated protein kinase organizer 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Q7] | location=CAJZCX010000016:741224-743316(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
