#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478120.1         -           1207 3276at5820           -            743  1.3e-294  977.7  50.6   1   8   3.1e-35   2.7e-32  110.4   0.5     1    74    71   144    71   150 0.98 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481258.1         -            946 3276at5820           -            743     0.013   12.2   2.1   2   3     0.069        60    0.1   0.1    24    51   200   227   184   241 0.65 | transcript=PVW1_060009300_t1 | gene=PVW1_060009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:180695-183820(-) | protein_length=946 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481258.1         -            946 3276at5820           -            743     0.013   12.2   2.1   3   3    0.0098       8.5    2.9   0.1   343   390   295   342   283   376 0.67 | transcript=PVW1_060009300_t1 | gene=PVW1_060009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:180695-183820(-) | protein_length=946 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3276at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:16 2026
# [ok]
