#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7   1  13  2.4e-133  2.4e-130  434.4   7.7     1   231     1   243     1   246 0.96 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7  12  13     0.053        53   -0.4   0.2   881   915  2096  2130  2076  2149 0.72 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481294.1         -           2332 1016at5820           -           1026         0 1438.8  96.7  13  13   6.9e-74     7e-71  237.6   2.6   914  1025  2217  2332  2173  2332 0.91 | transcript=PVW1_060010500_t1 | gene=PVW1_060010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:224792-232005(+) | protein_length=2332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475527.1         -            668 1016at5820           -           1026   3.5e-24   83.0  31.6   1   1     4e-26   4.1e-23   79.4  31.6   218   548   333   655   257   663 0.70 | transcript=PVW1_130018300_t1 | gene=PVW1_130018300 | organism=Plasmodium_vivax_PvW1 | gene_product=eIF2A domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIF6] | transcript_product=eIF2A domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIF6] | location=CAJZCX010000006:613375-615381(+) | protein_length=668 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   1   7         6   6.1e+03   -7.7   3.9   553   587   727   761   713   784 0.41 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   2   7         6   6.1e+03  -17.0  26.9   488   652   862  1033   844  1053 0.40 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   3   7      0.59     6e+02   -3.9   9.9   771   842  1011  1090   987  1149 0.66 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   4   7      0.45   4.6e+02   -3.5   1.2   791   812  1409  1430  1398  1504 0.47 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   5   7   8.9e-15     9e-12   41.9   0.0   922  1010  1807  1891  1721  1896 0.71 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   6   7         6   6.1e+03  -13.8  22.8   447   577  2323  2433  2312  2459 0.39 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478207.1         -           2845 1016at5820           -           1026     9e-12   41.9   0.0   7   7         6   6.1e+03   -8.8  20.2   498   565  2473  2543  2440  2573 0.67 | transcript=PVW1_110050300_t1 | gene=PVW1_110050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1908646-1917522(-) | protein_length=2845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479672.1         -           1218 1016at5820           -           1026     0.083    8.9   5.4   1   1   0.00012      0.12    8.3   5.4   519   574  1057  1111   987  1148 0.70 | transcript=PVW1_050012100_t1 | gene=PVW1_050012100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:344967-348623(-) | protein_length=1218 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477231.1         -            324 1016at5820           -           1026      0.78    5.7  12.9   1   1     0.001       1.1    5.2  12.9   526   589   214   277   149   300 0.59 | transcript=PVW1_090048800_t1 | gene=PVW1_090048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1959374-1960348(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480625.1         -            516 1016at5820           -           1026       2.6    4.0  19.4   1   1    0.0035       3.5    3.5  19.4   490   671    34   221    12   237 0.51 | transcript=PVW1_070030300_t1 | gene=PVW1_070030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1107178-1108896(-) | protein_length=516 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1016at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1016at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1016at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:54 2026
# [ok]
