#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472436.1         -            517 10096at5820          -            271  2.3e-147  488.3  26.5   1   4   3.7e-58   9.3e-56  187.9   3.7     1   110     1   114     1   120 0.96 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 10096at5820          -            271   8.8e-39  132.2  56.3   3   3     2e-38   5.2e-36  123.2   8.8   113   270   316   473   303   474 0.87 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 10096at5820          -            271   7.8e-37  125.9   1.2   1   2      0.65   1.6e+02    0.2   3.9   189   254    85   151     2   171 0.63 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 10096at5820          -            271   7.8e-37  125.9   1.2   2   2   3.1e-39   7.8e-37  125.9   1.2    11   270   182   451   178   452 0.80 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472314.1         -            884 10096at5820          -            271   1.4e-21   75.8   6.1   1   5   9.6e-06    0.0024   16.0   0.0   191   254    15    79     5    90 0.88 | transcript=PVW1_140048800_t1 | gene=PVW1_140048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1914070-1916724(+) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472314.1         -            884 10096at5820          -            271   1.4e-21   75.8   6.1   2   5   6.1e-12   1.6e-09   36.4   0.4   191   270   103   184    85   186 0.86 | transcript=PVW1_140048800_t1 | gene=PVW1_140048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1914070-1916724(+) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472314.1         -            884 10096at5820          -            271   1.4e-21   75.8   6.1   3   5   3.4e-07   8.7e-05   20.8   0.2   185   256   186   255   178   261 0.88 | transcript=PVW1_140048800_t1 | gene=PVW1_140048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1914070-1916724(+) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472314.1         -            884 10096at5820          -            271   1.4e-21   75.8   6.1   4   5   1.2e-09     3e-07   28.9   0.0   177   266   434   523   416   528 0.92 | transcript=PVW1_140048800_t1 | gene=PVW1_140048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1914070-1916724(+) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472314.1         -            884 10096at5820          -            271   1.4e-21   75.8   6.1   5   5       8.3   2.1e+03   -3.4   1.3   102   126   614   640   564   648 0.64 | transcript=PVW1_140048800_t1 | gene=PVW1_140048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1914070-1916724(+) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481390.1         -           1527 10096at5820          -            271   8.9e-18   63.4   2.5   1   2     0.079        20    3.2   0.0    11    40   322   351   313   368 0.83 | transcript=PVW1_060013500_t1 | gene=PVW1_060013500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:379938-384651(+) | protein_length=1527 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481390.1         -           1527 10096at5820          -            271   8.9e-18   63.4   2.5   2   2   1.2e-18   3.2e-16   58.3   1.6   172   270   410   514   372   515 0.85 | transcript=PVW1_060013500_t1 | gene=PVW1_060013500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:379938-384651(+) | protein_length=1527 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 10096at5820          -            271   4.7e-16   57.7   3.7   1   2    0.0026      0.66    8.0   0.0   191   252    19    81     7    86 0.82 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 10096at5820          -            271   4.7e-16   57.7   3.7   2   2   6.2e-16   1.6e-13   49.5   1.7   176   265    91   180    79   188 0.90 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 10096at5820          -            271   1.1e-07   30.3   1.1   1   2   0.00018     0.046   11.9   0.1   193   244   119   171   104   190 0.83 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 10096at5820          -            271   1.1e-07   30.3   1.1   2   2   4.4e-06    0.0011   17.2   0.1   193   249   203   259   189   275 0.85 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 10096at5820          -            271   2.3e-07   29.2  12.0   1   2   2.7e-08   6.8e-06   24.4   0.0   185   250    80   145    55   163 0.83 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 10096at5820          -            271   2.3e-07   29.2  12.0   2   2      0.11        29    2.7  11.5    16   131   170   286   164   295 0.66 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 10096at5820          -            271   1.9e-06   26.2   0.3   1   2   6.5e-06    0.0017   16.6   0.0   192   243    95   146    81   169 0.87 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 10096at5820          -            271   1.9e-06   26.2   0.3   2   2    0.0038      0.97    7.5   0.0   207   250   321   365   278   380 0.72 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 10096at5820          -            271   1.9e-06   26.2   0.0   1   2     0.093        24    3.0   0.0   222   270   665   712   622   713 0.74 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 10096at5820          -            271   1.9e-06   26.2   0.0   2   2   3.5e-07     9e-05   20.7   0.0   203   266   746   810   739   815 0.92 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478745.1         -            250 10096at5820          -            271   8.8e-06   24.0   0.0   1   2   1.3e-05    0.0034   15.6   0.0   186   264    15    93     4   100 0.86 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478745.1         -            250 10096at5820          -            271   8.8e-06   24.0   0.0   2   2    0.0071       1.8    6.6   0.0   190   267   170   247   157   250 0.84 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479082.1         -            299 10096at5820          -            271   1.3e-05   23.5   0.0   1   1   9.3e-08   2.4e-05   22.6   0.0   190   262    34   107    19   112 0.89 | transcript=PVW1_080026100_t1 | gene=PVW1_080026100 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK1] | location=CAJZCX010000009:962142-963476(-) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472069.1         -            124 10096at5820          -            271   3.4e-05   22.1   0.2   1   1     2e-07     5e-05   21.6   0.2   196   268    12    85     3    91 0.84 | transcript=PVW1_140028000_t1 | gene=PVW1_140028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | location=CAJZCX010000003:1001268-1002138(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 10096at5820          -            271   3.7e-05   22.0   0.0   1   1   1.9e-07   4.9e-05   21.6   0.0   194   264    16    84     7    89 0.90 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477979.1         -            153 10096at5820          -            271   3.7e-05   22.0   3.9   1   1   1.8e-07   4.6e-05   21.7   3.9   162   264    29   133    13   139 0.81 | transcript=PVW1_110039200_t1 | gene=PVW1_110039200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | location=CAJZCX010000008:1455048-1456485(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 10096at5820          -            271   7.2e-05   21.0   0.1   1   1   4.1e-07    0.0001   20.5   0.1   187   266     3    82     1    89 0.90 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 10096at5820          -            271   9.3e-05   20.7   0.7   1   2     1e-06   0.00025   19.3   0.1   208   268    30    88     7    91 0.87 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 10096at5820          -            271   9.3e-05   20.7   0.7   2   2       2.1   5.2e+02   -1.5   0.0    17    37   121   141   114   153 0.82 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 10096at5820          -            271   0.00033   18.9   6.4   1   3    0.0031      0.78    7.8   0.1   205   264    58   113    28   121 0.70 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 10096at5820          -            271   0.00033   18.9   6.4   2   3       3.9   9.8e+02   -2.4   0.6   149   164   127   142   120   157 0.54 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 10096at5820          -            271   0.00033   18.9   6.4   3   3   3.3e-05    0.0084   14.3   0.0   191   266   209   284   187   286 0.90 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480787.1         -            725 10096at5820          -            271   0.00061   18.0   0.0   1   1   4.2e-06    0.0011   17.2   0.0   192   263     7    79     2    86 0.87 | transcript=PVW1_070038500_t1 | gene=PVW1_070038500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | location=CAJZCX010000011:1415765-1417942(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 10096at5820          -            271   0.00087   17.5   0.2   1   2       3.7   9.4e+02   -2.3   0.0    15    38   540   563   533   570 0.80 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 10096at5820          -            271   0.00087   17.5   0.2   2   2   1.2e-05    0.0031   15.7   0.1   187   265   669   748   661   753 0.89 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479895.1         -            480 10096at5820          -            271    0.0016   16.6   0.1   1   2       9.2   2.3e+03   -3.6   7.6   104   155   189   236   162   285 0.56 | transcript=PVW1_050027700_t1 | gene=PVW1_050027700 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | location=CAJZCX010000010:938535-940874(-) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479895.1         -            480 10096at5820          -            271    0.0016   16.6   0.1   2   2   6.5e-06    0.0016   16.6   0.1   183   264   393   477   367   480 0.84 | transcript=PVW1_050027700_t1 | gene=PVW1_050027700 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | location=CAJZCX010000010:938535-940874(-) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 10096at5820          -            271    0.0062   14.7   0.0   1   1     3e-05    0.0075   14.4   0.0   187   260    30   104     2   113 0.80 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10096at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
