#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480301.1         -           1319 1635at5820           -            845         0 1614.8 108.5   1   6         0         0 1080.4  29.7     1   469     4   472     4   482 0.99 | transcript=PVW1_070009000_t1 | gene=PVW1_070009000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:234562-239578(-) | protein_length=1319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 1635at5820           -            845   2.3e-22   77.2  29.0   3   5     4e-13     6e-10   36.1   4.2   288   432   550   697   530   738 0.80 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 1635at5820           -            845   2.3e-22   77.2  29.0   4   5     0.077   1.2e+02   -1.2   4.0   465   597   764   892   747   919 0.66 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 1635at5820           -            845   2.3e-22   77.2  29.0   5   5      0.65   9.9e+02   -4.3   2.9   728   785  1020  1080  1001  1115 0.65 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478026.1         -           1004 1635at5820           -            845   1.5e-05   21.6   0.6   1   2   9.7e-09   1.5e-05   21.6   0.6    49   204    56   207    35   218 0.85 | transcript=PVW1_110041400_t1 | gene=PVW1_110041400 | organism=Plasmodium_vivax_PvW1 | gene_product=AP-3 complex subunit beta, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM9] | transcript_product=AP-3 complex subunit beta, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM9] | location=CAJZCX010000008:1559770-1562784(+) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478026.1         -           1004 1635at5820           -            845   1.5e-05   21.6   0.6   2   2      0.11   1.6e+02   -1.7   0.1   363   393   459   490   449   510 0.79 | transcript=PVW1_110041400_t1 | gene=PVW1_110041400 | organism=Plasmodium_vivax_PvW1 | gene_product=AP-3 complex subunit beta, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM9] | transcript_product=AP-3 complex subunit beta, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM9] | location=CAJZCX010000008:1559770-1562784(+) | protein_length=1004 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1635at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1635at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1635at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:50 2026
# [ok]
