#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7   1  40  1.2e-113  7.1e-110  366.1  32.3     1   246     1   267     1   273 0.93 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  12  40     1e-36   6.2e-33  110.6   5.1  1161  1241  2542  2622  2525  2634 0.85 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  13  40   2.8e-23   1.7e-19   66.0   1.7  1244  1296  2691  2743  2675  2752 0.89 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  14  40  3.7e-120  2.2e-116  387.6  14.6  1295  1548  2772  3033  2769  3049 0.90 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  15  40   2.3e-80   1.4e-76  255.5  15.6  1533  1694  3050  3217  3035  3240 0.94 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  16  40     0.047   2.8e+02   -4.4   3.1  1698  1728  3332  3362  3310  3376 0.70 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  17  40   5.4e-44   3.3e-40  134.8   3.1  1723  1820  3763  3861  3753  3865 0.93 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  18  40   4.3e-58   2.6e-54  181.6   5.5  1810  1934  3885  4015  3881  4033 0.90 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  19  40   2.6e-51   1.6e-47  159.1   4.5  1940  2075  4123  4266  4101  4272 0.90 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  20  40   2.2e-44   1.3e-40  136.1   6.3  2074  2165  4305  4396  4297  4407 0.96 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  21  40     3e-53   1.8e-49  165.5   3.5  2165  2304  4426  4584  4420  4602 0.83 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  22  40   1.9e-39   1.2e-35  119.7   3.4  2285  2442  4650  4845  4633  4857 0.82 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  23  40   7.8e-35   4.7e-31  104.4   4.1  2427  2535  4901  5016  4888  5022 0.88 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  24  40   3.1e-37   1.9e-33  112.3   9.4  2532  2630  5124  5237  5117  5247 0.87 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  25  40     6e-29   3.6e-25   84.9   0.7  2638  2716  5437  5514  5413  5525 0.82 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  26  40   1.4e-76   8.5e-73  243.0   6.0  2717  2949  5546  5816  5541  5835 0.85 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  27  40    4e-100   2.5e-96  321.1  18.5  2940  3138  5931  6140  5915  6146 0.93 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  28  40   6.6e-52     4e-48  161.1  16.0  3135  3236  6198  6299  6183  6310 0.93 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  29  40   1.1e-35   6.7e-32  107.2   2.6  3232  3299  6324  6391  6315  6400 0.94 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  30  40   1.6e-62   9.9e-59  196.3  23.3  3296  3435  6490  6652  6486  6665 0.84 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  31  40   1.1e-05     0.066    7.7   0.7  3440  3468  6742  6770  6734  6772 0.84 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  32  40   4.8e-05      0.29    5.5   0.1  3469  3495  6892  6918  6879  6922 0.87 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  33  40  3.9e-156  2.3e-152  507.1  61.6  3493  3822  6971  7351  6967  7366 0.87 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  34  40     0.013        76   -2.5   5.8  4652  4742  7375  7463  7358  7477 0.74 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  35  40    1e-111  6.1e-108  359.6  19.4  3833  4044  7506  7724  7490  7749 0.85 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  36  40     2e-62   1.2e-58  196.0   3.0  4048  4187  7838  7982  7796  7987 0.83 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  37  40  2.9e-121  1.7e-117  391.3  13.1  4185  4415  8023  8254  8017  8302 0.94 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  38  40  1.3e-126  8.1e-123  409.0  25.9  4401  4697  8323  8661  8294  8690 0.81 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  39  40     0.024   1.5e+02   -3.5  17.5  4667  4743  8739  8823  8724  8832 0.71 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471823.1         -           8902 28at5820             -           4775         0 6189.2 673.7  40  40   3.6e-17   2.2e-13   45.8   1.4  4713  4775  8837  8902  8816  8902 0.67 | transcript=PVW1_140010900_t1 | gene=PVW1_140010900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:276641-303349(-) | protein_length=8902 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/28at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:31 2026
# [ok]
