#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1   1  22   3.8e-40   3.9e-37  125.5   3.1     1    73     9    81     9    94 0.93 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  12  22   2.4e-07   0.00025   16.7  17.2   957  1027  1999  2068  1941  2083 0.72 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  13  22   2.7e-24   2.7e-21   73.0   0.0  1030  1097  2117  2185  2069  2194 0.87 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  14  22   6.3e-31   6.4e-28   95.0   5.4  1097  1190  2392  2491  2381  2496 0.88 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  15  22      0.14   1.4e+02   -2.3   0.0  1188  1209  2516  2537  2511  2553 0.81 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  16  22   1.1e-07   0.00011   17.9   0.6  1205  1235  2575  2605  2571  2620 0.85 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  17  22       2.2   2.2e+03   -6.3   8.7   290   382  2624  2710  2610  2717 0.49 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  18  22   2.2e-81   2.2e-78  262.3  22.7  1226  1407  2706  2897  2697  2907 0.86 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  19  22   8.9e-81     9e-78  260.3  17.7  1385  1603  2903  3159  2891  3210 0.81 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  20  22   1.2e-73   1.2e-70  236.7  23.2  1606  1787  3254  3484  3238  3511 0.81 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  21  22   1.6e-98   1.6e-95  319.2  34.0  1777  2059  3503  3867  3491  3871 0.78 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476210.1         -           4094 2224at5820           -           2255         0 2798.8 397.1  22  22  3.2e-110  3.3e-107  357.9  23.7  2045  2255  3874  4094  3868  4094 0.95 | transcript=PVW1_130045000_t1 | gene=PVW1_130045000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1750484-1763133(+) | protein_length=4094 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 2224at5820           -           2255   5.6e-08   28.8   6.7   1   3    0.0034       3.5    3.0   0.1  1333  1364    69   100    64   107 0.90 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 2224at5820           -           2255   5.6e-08   28.8   6.7   2   3   1.9e-06    0.0019   13.8   0.1  1334  1366   112   144   104   153 0.87 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 2224at5820           -           2255   5.6e-08   28.8   6.7   3   3   8.1e-07   0.00082   15.0   0.5  1332  1377   153   197   143   211 0.75 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   1   5    0.0004      0.41    6.1   0.1  1327  1365   114   152    58   158 0.81 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   2   5    0.0012       1.2    4.5   0.1  1331  1368   160   197   157   257 0.74 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   3   5   0.00085      0.86    5.0   1.9  1324  1418   357   451   352   469 0.64 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   4   5   6.3e-06    0.0064   12.0   0.1  1333  1363   493   523   475   532 0.87 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   5   5    0.0017       1.7    4.0   0.6  1336  1365   538   567   528   578 0.80 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472478.1         -            472 2224at5820           -           2255   0.00041   16.0   0.6   1   1   5.8e-07   0.00058   15.5   0.6  1331  1368   255   292   242   304 0.87 | transcript=PVW1_140064700_t1 | gene=PVW1_140064700 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | transcript_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | location=CAJZCX010000003:2601309-2602967(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 2224at5820           -           2255    0.0017   13.9   2.8   1   4   2.6e-05     0.026   10.0   0.1  1326  1366    28    68    23    74 0.92 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 2224at5820           -           2255    0.0017   13.9   2.8   2   4      0.13   1.3e+02   -2.2   0.0  1330  1367    75   112    70   119 0.87 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 2224at5820           -           2255    0.0017   13.9   2.8   3   4      0.19     2e+02   -2.8   0.0  1334  1364   203   233   200   238 0.93 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 2224at5820           -           2255    0.0017   13.9   2.8   4   4     0.003         3    3.2   0.0  1319  1361   279   321   275   324 0.87 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 2224at5820           -           2255      0.11    7.9   7.1   1   3   0.00021      0.21    7.0   0.0  1340  1368   115   143    98   148 0.83 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 2224at5820           -           2255      0.11    7.9   7.1   2   3    0.0031       3.1    3.1   1.1  1317  1374   198   257   197   283 0.82 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 2224at5820           -           2255      0.11    7.9   7.1   3   3     0.043        44   -0.7   0.2  1328  1376   360   410   353   417 0.75 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2224at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:51 2026
# [ok]
