#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472284.1         -            836 3491at5820           -            604  6.9e-302 1001.1  71.4   1   4  4.2e-271  1.5e-268  891.0  42.7     1   464    31   522    31   533 0.96 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3491at5820           -            604   6.5e-13   46.7  13.7   1   3   3.6e-08   1.3e-05   22.6   3.5    72   150    64   143    52   213 0.86 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3491at5820           -            604   6.5e-13   46.7  13.7   2   3   9.5e-07   0.00034   17.9   0.0   117   215   390   489   374   499 0.89 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 3491at5820           -            604   6.5e-13   46.7  13.7   3   3   0.00064      0.23    8.6   3.1   333   425   541   640   524   649 0.81 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3491at5820           -            604   3.4e-09   34.4  24.4   1   6      0.11        38    1.2   0.0   114   153    93   132    80   138 0.67 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3491at5820           -            604   3.4e-09   34.4  24.4   2   6     0.013       4.8    4.2   0.3    87   120   194   227   185   240 0.84 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3491at5820           -            604   3.4e-09   34.4  24.4   3   6   4.6e-07   0.00016   18.9   2.7    82   153   347   422   335   427 0.83 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3491at5820           -            604   3.4e-09   34.4  24.4   4   6    0.0019      0.69    7.0   0.3   403   431   426   454   421   493 0.68 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3491at5820           -            604   3.4e-09   34.4  24.4   5   6   0.00065      0.23    8.5   0.2   195   249   549   610   545   634 0.67 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 3491at5820           -            604   3.4e-09   34.4  24.4   6   6    0.0028      0.99    6.4   0.1    78   140   729   789   719   814 0.81 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473974.1         -            596 3491at5820           -            604   4.3e-09   34.1  20.3   1   3     0.019       6.8    3.7   7.3    81   213    34   169    29   181 0.81 | transcript=PVW1_120078700_t1 | gene=PVW1_120078700 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI18] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI18] | location=CAJZCX010000004:3101955-3103981(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473974.1         -            596 3491at5820           -            604   4.3e-09   34.1  20.3   2   3   1.2e-11   4.3e-09   34.1  20.3    81   253   216   388   199   404 0.88 | transcript=PVW1_120078700_t1 | gene=PVW1_120078700 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI18] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI18] | location=CAJZCX010000004:3101955-3103981(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473974.1         -            596 3491at5820           -            604   4.3e-09   34.1  20.3   3   3       1.3   4.5e+02   -2.3   0.3   182   243   501   559   493   577 0.76 | transcript=PVW1_120078700_t1 | gene=PVW1_120078700 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI18] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI18] | location=CAJZCX010000004:3101955-3103981(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472135.1         -            943 3491at5820           -            604   1.4e-08   32.4   7.2   1   1   3.3e-07   0.00012   19.4   2.1    66   181   293   408   271   414 0.74 | transcript=PVW1_140031600_t1 | gene=PVW1_140031600 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A2S8] | location=CAJZCX010000003:1151081-1153912(-) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479113.1         -            634 3491at5820           -            604   1.5e-08   32.3   7.3   1   3   2.9e-08     1e-05   22.9   0.1   104   195   156   247   130   257 0.91 | transcript=PVW1_080027700_t1 | gene=PVW1_080027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1036184-1038292(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479113.1         -            634 3491at5820           -            604   1.5e-08   32.3   7.3   2   3    0.0004      0.14    9.2   0.2   260   298   345   383   313   391 0.76 | transcript=PVW1_080027700_t1 | gene=PVW1_080027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1036184-1038292(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479113.1         -            634 3491at5820           -            604   1.5e-08   32.3   7.3   3   3     0.036        13    2.8   0.3   126   198   476   552   447   574 0.78 | transcript=PVW1_080027700_t1 | gene=PVW1_080027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1036184-1038292(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 3491at5820           -            604   3.4e-08   31.1   6.6   1   3      0.33   1.2e+02   -0.4   0.0   230   265   199   237   167   240 0.75 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 3491at5820           -            604   3.4e-08   31.1   6.6   2   3   1.9e-06   0.00067   16.9   0.5   134   220   288   375   279   404 0.82 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 3491at5820           -            604   3.4e-08   31.1   6.6   3   3   3.6e-06    0.0013   16.0   0.3    84   212   493   627   483   645 0.77 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3491at5820           -            604   1.6e-07   28.9   7.1   1   3         1   3.6e+02   -2.0   0.3   531   583   261   316   241   331 0.59 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3491at5820           -            604   1.6e-07   28.9   7.1   2   3   4.5e-10   1.6e-07   28.9   7.1    56   184   498   626   488   662 0.83 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480609.1         -            969 3491at5820           -            604   1.6e-07   28.9   7.1   3   3      0.37   1.3e+02   -0.6   0.3   314   371   757   814   731   838 0.75 | transcript=PVW1_070029100_t1 | gene=PVW1_070029100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1064493-1067402(+) | protein_length=969 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481752.1         -            512 3491at5820           -            604   4.1e-07   27.5   9.4   1   1   1.4e-09   4.8e-07   27.3   7.8    50   219    59   228    50   273 0.84 | transcript=PVW1_060024600_t1 | gene=PVW1_060024600 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein HPR1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ1] | transcript_product=Heptatricopeptide repeat-containing protein HPR1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ1] | location=CAJZCX010000012:804272-805810(+) | protein_length=512 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3491at5820           -            604   1.1e-05   22.8   3.2   1   3    0.0023      0.81    6.7   0.1   142   216    91   167    78   175 0.82 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3491at5820           -            604   1.1e-05   22.8   3.2   2   3     0.021       7.4    3.6   0.0   186   253   250   316   243   325 0.83 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473410.1         -           1043 3491at5820           -            604   1.1e-05   22.8   3.2   3   3    0.0001     0.036   11.2   0.3   143   214   438   509   434   530 0.66 | transcript=PVW1_120039200_t1 | gene=PVW1_120039200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1413122-1416253(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481681.1         -            441 3491at5820           -            604   2.2e-05   21.8   2.6   1   1   8.6e-08   3.1e-05   21.3   2.6    67   226    76   236    60   276 0.92 | transcript=PVW1_060021400_t1 | gene=PVW1_060021400 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9W4] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9W4] | location=CAJZCX010000012:689438-690763(-) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477918.1         -            986 3491at5820           -            604   4.1e-05   20.9   0.2   1   4       4.3   1.5e+03   -4.1   3.4   202   292    83   171    65   193 0.54 | transcript=PVW1_110036300_t1 | gene=PVW1_110036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1351858-1355007(+) | protein_length=986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477918.1         -            986 3491at5820           -            604   4.1e-05   20.9   0.2   2   4       8.4     3e+03   -5.0   2.1   369   407   236   274   228   292 0.58 | transcript=PVW1_110036300_t1 | gene=PVW1_110036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1351858-1355007(+) | protein_length=986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477918.1         -            986 3491at5820           -            604   4.1e-05   20.9   0.2   3   4     0.016       5.9    3.9   1.2   158   251   404   499   387   513 0.83 | transcript=PVW1_110036300_t1 | gene=PVW1_110036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1351858-1355007(+) | protein_length=986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477918.1         -            986 3491at5820           -            604   4.1e-05   20.9   0.2   4   4   1.1e-07   4.1e-05   20.9   0.2   139   227   500   586   484   609 0.79 | transcript=PVW1_110036300_t1 | gene=PVW1_110036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1351858-1355007(+) | protein_length=986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 3491at5820           -            604   0.00011   19.5  19.9   1   4   4.8e-07   0.00017   18.9   0.9   142   216   198   273   188   279 0.86 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 3491at5820           -            604   0.00011   19.5  19.9   2   4     0.015       5.4    4.0   1.0   354   394   275   316   271   330 0.73 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 3491at5820           -            604   0.00011   19.5  19.9   3   4    0.0012      0.42    7.7   2.3    91   184   465   556   459   599 0.70 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477208.1         -            735 3491at5820           -            604   0.00011   19.5  19.9   4   4       1.1   3.9e+02   -2.1   0.0   182   212   676   706   673   710 0.89 | transcript=PVW1_090047200_t1 | gene=PVW1_090047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY27] | location=CAJZCX010000007:1893179-1895386(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481478.1         -            446 3491at5820           -            604   0.00041   17.6   4.4   1   2     0.012       4.4    4.3   1.1    47   110    52   115    46   129 0.64 | transcript=PVW1_060016200_t1 | gene=PVW1_060016200 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE0] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE0] | location=CAJZCX010000012:495385-497395(-) | protein_length=446 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481478.1         -            446 3491at5820           -            604   0.00041   17.6   4.4   2   2   1.5e-05    0.0053   13.9   0.1   109   209   152   256   129   261 0.82 | transcript=PVW1_060016200_t1 | gene=PVW1_060016200 | organism=Plasmodium_vivax_PvW1 | gene_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE0] | transcript_product=RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUE0] | location=CAJZCX010000012:495385-497395(-) | protein_length=446 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 3491at5820           -            604   0.00049   17.4  33.8   1   4    0.0042       1.5    5.9   5.9   148   250   149   250    17   277 0.67 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 3491at5820           -            604   0.00049   17.4  33.8   2   4   6.5e-05     0.023   11.8   0.8   125   177   296   348   292   354 0.92 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 3491at5820           -            604   0.00049   17.4  33.8   3   4     6e-06    0.0022   15.2   6.2   353   461   356   464   349   516 0.87 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474769.1         -            927 3491at5820           -            604   0.00049   17.4  33.8   4   4      0.74   2.7e+02   -1.6   0.4   267   296   889   919   837   926 0.63 | transcript=PVW1_100028200_t1 | gene=PVW1_100028200 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZW02] | location=CAJZCX010000005:1120295-1123209(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3491at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3491at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3491at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:02 2026
# [ok]
