#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475894.1         -            992 4147at5820           -            788         0 1169.6   8.2   1   2  6.1e-227  6.7e-225  747.2   0.0     1   456     1   581     1   601 0.89 | transcript=PVW1_130032900_t1 | gene=PVW1_130032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1226130-1229108(-) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478928.1         -           1599 4147at5820           -            788   0.00022   18.0  16.8   1   4     0.018         2    4.8  16.8   502   615   225   338   176   360 0.40 | transcript=PVW1_080019500_t1 | gene=PVW1_080019500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:666553-671352(+) | protein_length=1599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478928.1         -           1599 4147at5820           -            788   0.00022   18.0  16.8   2   4     2e-06   0.00022   18.0  16.8   531   645   452   558   407   561 0.49 | transcript=PVW1_080019500_t1 | gene=PVW1_080019500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:666553-671352(+) | protein_length=1599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478928.1         -           1599 4147at5820           -            788   0.00022   18.0  16.8   3   4     0.027         3    4.3  24.6   530   626   583   694   573   710 0.58 | transcript=PVW1_080019500_t1 | gene=PVW1_080019500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:666553-671352(+) | protein_length=1599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478928.1         -           1599 4147at5820           -            788   0.00022   18.0  16.8   4   4      0.31        34    0.8   6.7   503   584  1157  1236  1135  1283 0.43 | transcript=PVW1_080019500_t1 | gene=PVW1_080019500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:666553-671352(+) | protein_length=1599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478017.1         -           1986 4147at5820           -            788   0.00023   17.9  16.6   1   2   2.1e-06   0.00023   17.9  16.6   517   593   449   525   401   586 0.54 | transcript=PVW1_110041000_t1 | gene=PVW1_110041000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1525827-1531787(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478017.1         -           1986 4147at5820           -            788   0.00023   17.9  16.6   2   2       4.9   5.4e+02   -3.2   0.1   466   480   665   679   615   682 0.79 | transcript=PVW1_110041000_t1 | gene=PVW1_110041000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1525827-1531787(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477183.1         -            435 4147at5820           -            788   0.00025   17.7  43.9   1   1   2.3e-06   0.00025   17.7  43.9   458   608   279   429   266   434 0.44 | transcript=PVW1_090045400_t1 | gene=PVW1_090045400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1800326-1801811(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472182.1         -            559 4147at5820           -            788   0.00028   17.6  28.0   1   2       7.2   7.9e+02   -3.7   7.1   467   500    45    82     8   132 0.42 | transcript=PVW1_140036200_t1 | gene=PVW1_140036200 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | location=CAJZCX010000003:1355733-1359106(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472182.1         -            559 4147at5820           -            788   0.00028   17.6  28.0   2   2   2.5e-06   0.00028   17.6  28.0   468   614   204   357   185   376 0.39 | transcript=PVW1_140036200_t1 | gene=PVW1_140036200 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | location=CAJZCX010000003:1355733-1359106(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471879.1         -            470 4147at5820           -            788   0.00035   17.3   6.6   1   1   4.4e-06   0.00049   16.8   6.6   535   616    71   143    48   173 0.41 | transcript=PVW1_140016000_t1 | gene=PVW1_140016000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:517563-520661(-) | protein_length=470 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484318.1         -            358 4147at5820           -            788   0.00057   16.6  20.6   1   1   6.7e-06   0.00074   16.2  20.6   463   625    56   226    45   246 0.50 | transcript=PVW1_020024800_t1 | gene=PVW1_020024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:894864-896120(-) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 4147at5820           -            788   0.00093   15.9  44.2   1   2   0.00082      0.09    9.3  19.0   535   592   220   274   196   314 0.32 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 4147at5820           -            788   0.00093   15.9  44.2   2   2    0.0001     0.011   12.3  17.2   520   618   395   490   374   503 0.50 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484026.1         -           1466 4147at5820           -            788    0.0021   14.7  26.1   1   1   3.7e-05    0.0041   13.8  26.1   482   601   185   310   173   344 0.35 | transcript=PVW1_020015100_t1 | gene=PVW1_020015100 | organism=Plasmodium_vivax_PvW1 | gene_product=SSD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6V3] | transcript_product=SSD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6V3] | location=CAJZCX010000015:466265-471074(+) | protein_length=1466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483218.1         -            844 4147at5820           -            788    0.0033   14.0  32.5   1   1   6.1e-05    0.0067   13.0  32.5   490   578   319   410   308   425 0.30 | transcript=PVW1_030012900_t1 | gene=PVW1_030012900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:408354-411065(-) | protein_length=844 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476510.1         -            345 4147at5820           -            788     0.009   12.6  13.7   1   2   6.2e-05    0.0069   13.0  10.6   526   563   127   164   108   218 0.45 | transcript=PVW1_090007200_t1 | gene=PVW1_090007200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:144387-145547(+) | protein_length=345 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476510.1         -            345 4147at5820           -            788     0.009   12.6  13.7   2   2      0.42        47    0.3   0.0    69    98   312   343   303   345 0.85 | transcript=PVW1_090007200_t1 | gene=PVW1_090007200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:144387-145547(+) | protein_length=345 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478211.1         -            709 4147at5820           -            788     0.033   10.8   1.3   1   1   0.00045     0.049   10.2   1.3   541   573   310   332   276   395 0.58 | transcript=PVW1_110050500_t1 | gene=PVW1_110050500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1923296-1925425(-) | protein_length=709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483299.1         -            840 4147at5820           -            788     0.033   10.7  18.6   1   2   0.00032     0.035   10.7  16.3   518   589    99   170    73   242 0.43 | transcript=PVW1_030016400_t1 | gene=PVW1_030016400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:541955-544595(-) | protein_length=840 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483299.1         -            840 4147at5820           -            788     0.033   10.7  18.6   2   2       1.1   1.2e+02   -1.0   0.0   712   739   684   711   678   718 0.91 | transcript=PVW1_030016400_t1 | gene=PVW1_030016400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:541955-544595(-) | protein_length=840 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471921.1         -            158 4147at5820           -            788     0.036   10.6  18.8   1   1    0.0003     0.033   10.7  18.8   520   586    88   154    22   158 0.47 | transcript=PVW1_140017900_t1 | gene=PVW1_140017900 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ0] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ0] | location=CAJZCX010000003:590167-590643(-) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475313.1         -            251 4147at5820           -            788       0.1    9.1  17.9   1   1     0.001      0.11    9.0  17.9   456   578    30   137    14   209 0.43 | transcript=PVW1_130007800_t1 | gene=PVW1_130007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:129653-130830(-) | protein_length=251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477760.1         -             82 4147at5820           -            788      0.12    9.0   8.7   1   1    0.0011      0.13    8.8   8.7   513   568    15    70     3    77 0.38 | transcript=PVW1_110025700_t1 | gene=PVW1_110025700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:900530-900778(+) | protein_length=82 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 4147at5820           -            788      0.12    8.9  24.5   1   1    0.0017      0.18    8.3  24.5   522   624    47   148     9   162 0.65 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473681.1         -            659 4147at5820           -            788      0.13    8.7  35.2   1   2    0.0007     0.077    9.5  15.1   472   595    10   133     5   179 0.38 | transcript=PVW1_120060000_t1 | gene=PVW1_120060000 | organism=Plasmodium_vivax_PvW1 | gene_product=PSP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHJ1] | transcript_product=PSP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHJ1] | location=CAJZCX010000004:2334829-2337179(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473681.1         -            659 4147at5820           -            788      0.13    8.7  35.2   2   2     0.021       2.3    4.6  12.0   541   612   411   481   346   502 0.46 | transcript=PVW1_120060000_t1 | gene=PVW1_120060000 | organism=Plasmodium_vivax_PvW1 | gene_product=PSP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHJ1] | transcript_product=PSP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHJ1] | location=CAJZCX010000004:2334829-2337179(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473460.1         -            822 4147at5820           -            788      0.14    8.7   4.4   1   1    0.0022      0.24    7.9   4.4   540   567   507   534   482   576 0.56 | transcript=PVW1_120043100_t1 | gene=PVW1_120043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1600726-1603459(-) | protein_length=822 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472394.1         -            367 4147at5820           -            788      0.17    8.4  23.5   1   2      0.32        35    0.7   0.1   145   167    20    42     8    87 0.47 | transcript=PVW1_140056900_t1 | gene=PVW1_140056900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2266887-2267990(-) | protein_length=367 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472394.1         -            367 4147at5820           -            788      0.17    8.4  23.5   2   2   0.00053     0.059    9.9  18.8   514   636   176   294   104   298 0.47 | transcript=PVW1_140056900_t1 | gene=PVW1_140056900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2266887-2267990(-) | protein_length=367 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 4147at5820           -            788      0.21    8.1  10.9   1   1     0.004      0.44    7.0  10.9   514   581    22    87    14   145 0.50 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473355.1         -            448 4147at5820           -            788      0.26    7.8  25.0   1   1     0.004      0.45    7.0  25.0   471   586    44   159    30   216 0.47 | transcript=PVW1_120034300_t1 | gene=PVW1_120034300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1272466-1273812(+) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 4147at5820           -            788      0.29    7.6  71.3   1   2   2.1e-05    0.0023   14.6  43.1   516   618   249   348   234   365 0.34 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 4147at5820           -            788      0.29    7.6  71.3   2   2    0.0041      0.45    7.0  10.9   532   566   441   476   423   525 0.47 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 4147at5820           -            788      0.35    7.4  31.6   1   2   3.7e-05    0.0041   13.8  23.0   519   565   119   165    50   203 0.61 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 4147at5820           -            788      0.35    7.4  31.6   2   2       1.4   1.6e+02   -1.4   1.4   523   545   412   429   381   435 0.40 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473351.1         -            388 4147at5820           -            788      0.35    7.4  17.8   1   1    0.0047      0.52    6.8  17.8   453   581    51   187    29   231 0.52 | transcript=PVW1_120034100_t1 | gene=PVW1_120034100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1268004-1269170(+) | protein_length=388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482729.1         -            683 4147at5820           -            788       0.4    7.2  28.5   1   1    0.0099       1.1    5.7  28.5   517   599   593   676   554   682 0.65 | transcript=PVW1_040026000_t1 | gene=PVW1_040026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:896452-898503(-) | protein_length=683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479996.1         -            274 4147at5820           -            788      0.45    7.0  19.7   1   1    0.0046      0.51    6.8  19.7   522   617    97   189    46   230 0.38 | transcript=PVW1_050037100_t1 | gene=PVW1_050037100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1373194-1374018(+) | protein_length=274 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473843.1         -           1669 4147at5820           -            788      0.52    6.8  28.8   1   1     0.014       1.5    5.2  28.8   502   589   985  1076   949  1118 0.43 | transcript=PVW1_120071300_t1 | gene=PVW1_120071300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2782970-2789150(+) | protein_length=1669 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475019.1         -            143 4147at5820           -            788      0.54    6.8  17.7   1   1     0.005      0.56    6.7  17.7   497   558    53   112     8   135 0.44 | transcript=PVW1_100048700_t1 | gene=PVW1_100048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1989656-1990346(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 4147at5820           -            788      0.56    6.7  23.1   1   1    0.0077      0.85    6.1  23.1   514   588  1239  1312  1209  1338 0.44 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479937.1         -            363 4147at5820           -            788      0.57    6.7  23.0   1   1     0.007      0.78    6.2  23.0   508   620   108   216    83   245 0.44 | transcript=PVW1_050031600_t1 | gene=PVW1_050031600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1100169-1101386(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472296.1         -            193 4147at5820           -            788      0.61    6.6  20.0   1   1    0.0063      0.69    6.4  20.0   501   620    17   130     2   154 0.31 | transcript=PVW1_140047200_t1 | gene=PVW1_140047200 | organism=Plasmodium_vivax_PvW1 | gene_product=Glideosome-associated protein 45, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKJ2] | transcript_product=Glideosome-associated protein 45, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKJ2] | location=CAJZCX010000003:1840738-1841319(+) | protein_length=193 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 4147at5820           -            788      0.65    6.5  39.6   1   3         9   9.9e+02   -4.1   1.8   132   163   425   454   346   510 0.46 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 4147at5820           -            788      0.65    6.5  39.6   2   3     7e-05    0.0077   12.8  31.0   502   598  1619  1710  1580  1760 0.46 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 4147at5820           -            788      0.65    6.5  39.6   3   3       8.8   9.7e+02   -4.0   0.0   585   647  2288  2350  2278  2351 0.78 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473994.1         -            504 4147at5820           -            788      0.69    6.4  37.9   1   2       6.9   7.7e+02   -3.7   0.6   313   313   172   172   130   207 0.49 | transcript=PVW1_120080500_t1 | gene=PVW1_120080500 | organism=Plasmodium_vivax_PvW1 | gene_product=FACT complex subunit SSRP1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHW0] | transcript_product=FACT complex subunit SSRP1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHW0] | location=CAJZCX010000004:3187696-3189210(-) | protein_length=504 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473994.1         -            504 4147at5820           -            788      0.69    6.4  37.9   2   2   0.00012     0.013   12.1  30.7   503   575   432   503   405   504 0.63 | transcript=PVW1_120080500_t1 | gene=PVW1_120080500 | organism=Plasmodium_vivax_PvW1 | gene_product=FACT complex subunit SSRP1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHW0] | transcript_product=FACT complex subunit SSRP1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHW0] | location=CAJZCX010000004:3187696-3189210(-) | protein_length=504 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
