#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4   1  17     1e-07   0.00062   16.0   0.0     1    35   213   247   213   261 0.88 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  12  17   2.5e-47   1.5e-43  147.2   0.0  1064  1176  1970  2086  1966  2093 0.94 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  13  17     5e-67     3e-63  212.5   3.2  1175  1336  2111  2283  2104  2286 0.92 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  14  17     0.037   2.2e+02   -2.4   0.0  1335  1363  2313  2344  2312  2345 0.84 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  15  17     3e-30   1.8e-26   90.6   0.1  1349  1424  2373  2452  2353  2453 0.85 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  16  17   1.2e-52   7.2e-49  164.9   0.0  1424  1530  2512  2618  2509  2630 0.97 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483490.1         -           2692 603at5820            -           1553         0 1814.7  74.4  17  17     3e-11   1.8e-07   27.7   0.9  1529  1553  2666  2690  2663  2690 0.95 | transcript=PVW1_030023900_t1 | gene=PVW1_030023900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:831254-839453(+) | protein_length=2692 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/603at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/603at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/603at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:47 2026
# [ok]
