#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479011.1         -           1398 2733at5820           -            722         0 1074.5 172.7   1  10   9.5e-09   2.9e-05   21.1   6.5     1    27    40    66    40    84 0.85 | transcript=PVW1_080022900_t1 | gene=PVW1_080022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:818102-822298(-) | protein_length=1398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479760.1         -            519 2733at5820           -            722   2.4e-18   64.3  47.7   2   3   1.5e-15   4.5e-12   43.5  14.7   233   369   169   304   161   312 0.82 | transcript=PVW1_050018300_t1 | gene=PVW1_050018300 | organism=Plasmodium_vivax_PvW1 | gene_product=Dynamin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTE8] | transcript_product=Dynamin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTE8] | location=CAJZCX010000010:584468-586810(-) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479760.1         -            519 2733at5820           -            722   2.4e-18   64.3  47.7   3   3     0.048   1.4e+02   -1.1  10.5   539   674   326   468   313   506 0.62 | transcript=PVW1_050018300_t1 | gene=PVW1_050018300 | organism=Plasmodium_vivax_PvW1 | gene_product=Dynamin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTE8] | transcript_product=Dynamin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTE8] | location=CAJZCX010000010:584468-586810(-) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2733at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2733at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2733at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:38 2026
# [ok]
