#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475023.1         -           1453 1309at5820           -           1140         0 2013.2 134.0   1   4     1e-57   1.6e-54  183.5   2.6     1    90    54   143    54   145 0.98 | transcript=PVW1_100048900_t1 | gene=PVW1_100048900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1993041-1997402(-) | protein_length=1453 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479873.1         -           1193 1309at5820           -           1140    0.0019   14.3 176.6   1   1   7.4e-06     0.011   11.8 176.6     5  1122     3  1160     1  1169 0.67 | transcript=PVW1_050025700_t1 | gene=PVW1_050025700 | organism=Plasmodium_vivax_PvW1 | gene_product=Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZRL1] | transcript_product=Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZRL1] | location=CAJZCX010000010:861126-867964(-) | protein_length=1193 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1309at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1309at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1309at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:43 2026
# [ok]
