#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472241.1         -           1123 3505at5820           -            693         0 1197.2 116.4   1   7   6.8e-57   1.4e-54  184.0  15.3     1   104    37   140    37   157 0.95 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 3505at5820           -            693   1.5e-17   61.6   0.9   1   2   2.3e-12   4.7e-10   36.8   0.0   565   636    21    93     5    99 0.88 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 3505at5820           -            693   1.5e-17   61.6   0.9   2   2   2.5e-08   5.1e-06   23.5   0.2   561   639   104   182    94   213 0.89 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 3505at5820           -            693   1.1e-14   52.1   0.4   1   3     5e-06     0.001   15.9   0.0   562   626    86   151    82   166 0.88 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 3505at5820           -            693   1.1e-14   52.1   0.4   2   3   4.1e-07   8.2e-05   19.5   0.0   565   626   188   250   182   267 0.89 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 3505at5820           -            693   1.1e-14   52.1   0.4   3   3   3.5e-05    0.0071   13.1   0.1   577   625   385   434   373   470 0.85 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 3505at5820           -            693   6.9e-14   49.5   5.8   1   3   0.00016     0.032   11.0   0.5   212   251    51    90    20   112 0.72 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 3505at5820           -            693   6.9e-14   49.5   5.8   2   3   3.6e-06   0.00073   16.4   0.1   568   631   122   185   108   194 0.85 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 3505at5820           -            693   6.9e-14   49.5   5.8   3   3   4.5e-08   9.1e-06   22.7   0.1   564   624   209   269   188   284 0.82 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 3505at5820           -            693   1.9e-13   48.1   4.5   1   2   1.9e-10   3.8e-08   30.5   0.1   512   639    37   165    11   170 0.80 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 3505at5820           -            693   1.9e-13   48.1   4.5   2   2   7.6e-07   0.00015   18.6   1.6   564   639   170   244   166   285 0.78 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 3505at5820           -            693   3.1e-13   47.4   0.2   1   2   6.2e-07   0.00012   18.9   0.0   565   630     8    73     4    89 0.88 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 3505at5820           -            693   3.1e-13   47.4   0.2   2   2   3.1e-09   6.2e-07   26.5   0.1   574   638   165   229   155   237 0.91 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 3505at5820           -            693     1e-12   45.6   4.4   1   2   2.9e-05    0.0058   13.4   1.7   541   623   608   694   599   710 0.81 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 3505at5820           -            693     1e-12   45.6   4.4   2   2   5.4e-11   1.1e-08   32.3   0.1   574   675   745   848   705   856 0.79 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 3505at5820           -            693   4.1e-11   40.3   7.1   1   3    0.0015       0.3    7.8   0.1   562   628    80   147    74   167 0.73 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 3505at5820           -            693   4.1e-11   40.3   7.1   2   3     2e-08   4.1e-06   23.8   0.5   563   625   179   241   164   246 0.92 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 3505at5820           -            693   4.1e-11   40.3   7.1   3   3   0.00018     0.036   10.8   0.1   578   624   408   455   394   471 0.82 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476962.1         -           1054 3505at5820           -            693   4.8e-11   40.1   0.0   1   1   2.3e-13   4.8e-11   40.1   0.0   565   639     7    82     4    88 0.92 | transcript=PVW1_090032200_t1 | gene=PVW1_090032200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | location=CAJZCX010000007:1220705-1223869(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 3505at5820           -            693   4.9e-11   40.1  12.6   1   2   1.7e-05    0.0035   14.1   0.8   564   626    95   157    80   193 0.89 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 3505at5820           -            693   4.9e-11   40.1  12.6   2   2   1.7e-10   3.5e-08   30.6   5.0   506   635   234   377   230   385 0.72 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472069.1         -            124 3505at5820           -            693   2.3e-09   34.6   0.2   1   1   1.2e-11   2.5e-09   34.4   0.2   571   645    15    90     3   112 0.84 | transcript=PVW1_140028000_t1 | gene=PVW1_140028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | location=CAJZCX010000003:1001268-1002138(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478745.1         -            250 3505at5820           -            693   3.2e-09   34.1   0.2   1   2   1.1e-07   2.2e-05   21.4   0.0   565   635    22    92     2   116 0.89 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478745.1         -            250 3505at5820           -            693   3.2e-09   34.1   0.2   2   2   0.00015     0.031   11.0   0.1   564   640   172   248   152   249 0.80 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480787.1         -            725 3505at5820           -            693   3.6e-08   30.6   0.0   1   1   2.8e-10   5.6e-08   30.0   0.0   566   641     9    85     3    92 0.91 | transcript=PVW1_070038500_t1 | gene=PVW1_070038500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | location=CAJZCX010000011:1415765-1417942(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 3505at5820           -            693   9.1e-08   29.3   1.1   1   2   5.1e-07    0.0001   19.2   1.3   565   640    11    88     8   107 0.87 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480823.1         -            192 3505at5820           -            693   9.1e-08   29.3   1.1   2   2    0.0019      0.38    7.4   0.0   566   629   122   180   113   191 0.72 | transcript=PVW1_070040600_t1 | gene=PVW1_070040600 | organism=Plasmodium_vivax_PvW1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | transcript_product=U2 small nuclear ribonucleoprotein B'', putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB42] | location=CAJZCX010000011:1467954-1468532(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 3505at5820           -            693   1.1e-07   29.1   0.4   1   2     0.055        11    2.6   0.1   575   614   129   169   117   189 0.77 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 3505at5820           -            693   1.1e-07   29.1   0.4   2   2   1.1e-08   2.3e-06   24.6   0.0   561   626   199   264   184   277 0.86 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 3505at5820           -            693   8.4e-07   26.1   0.0   1   1     5e-09     1e-06   25.8   0.0   561   657    11   105     3   108 0.90 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480606.1         -            202 3505at5820           -            693   9.6e-06   22.6   0.4   1   2       0.7   1.4e+02   -1.1   0.1   438   476     3    42     1    53 0.83 | transcript=PVW1_070028800_t1 | gene=PVW1_070028800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | location=CAJZCX010000011:1050271-1051729(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480606.1         -            202 3505at5820           -            693   9.6e-06   22.6   0.4   2   2   1.2e-07   2.5e-05   21.2   0.0   563   621    70   129    50   143 0.79 | transcript=PVW1_070028800_t1 | gene=PVW1_070028800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | location=CAJZCX010000011:1050271-1051729(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 3505at5820           -            693   9.8e-06   22.6   1.9   1   2   5.6e-08   1.1e-05   22.3   0.2   564   641     8    85     2    92 0.91 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 3505at5820           -            693   9.8e-06   22.6   1.9   2   2      0.59   1.2e+02   -0.9   0.1     4   495   121   149   118   185 0.56 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481466.1         -            181 3505at5820           -            693   1.2e-05   22.3   0.6   1   1   6.9e-08   1.4e-05   22.1   0.6   556   649    68   162    57   178 0.85 | transcript=PVW1_060015800_t1 | gene=PVW1_060015800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GU96] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GU96] | location=CAJZCX010000012:489855-490400(-) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 3505at5820           -            693   4.8e-05   20.3   1.5   1   1   2.4e-07     5e-05   20.2   1.5   541   646     6   116     1   119 0.72 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474949.1         -            828 3505at5820           -            693   9.1e-05   19.4   0.6   1   2    0.0026      0.52    6.9   0.0    65   113   506   553   493   586 0.77 | transcript=PVW1_100043100_t1 | gene=PVW1_100043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1747547-1750033(+) | protein_length=828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474949.1         -            828 3505at5820           -            693   9.1e-05   19.4   0.6   2   2   0.00021     0.043   10.5   0.1   383   437   713   769   697   779 0.79 | transcript=PVW1_100043100_t1 | gene=PVW1_100043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1747547-1750033(+) | protein_length=828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 3505at5820           -            693   0.00017   18.5   0.3   1   1   1.4e-06   0.00028   17.7   0.3   564   639    29   105     5   125 0.71 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479082.1         -            299 3505at5820           -            693   0.00051   16.9   0.1   1   1   4.2e-06   0.00085   16.2   0.1   554   648    26   121     9   176 0.79 | transcript=PVW1_080026100_t1 | gene=PVW1_080026100 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK1] | location=CAJZCX010000009:962142-963476(-) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
