#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474048.1         -           5531 39at5820             -           4063         0 6028.1 537.8   1  11  3.4e-301  5.2e-298  990.7 131.7     2   950    16  1285    15  1325 0.82 | transcript=PVW1_120085400_t1 | gene=PVW1_120085400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3418843-3435583(-) | protein_length=5531 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   1   7   8.1e-44   1.2e-40  136.4  42.3  1535  2246   244   975   239   988 0.72 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   2   7   1.8e-05     0.028    9.2   6.2  2152  2198   989  1035   981  1039 0.92 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   3   7     9e-29   1.4e-25   86.5  14.3  2356  2481  1081  1206  1053  1214 0.92 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   4   7   6.8e-23     1e-19   67.0  22.8  2569  2817  1456  1693  1422  1711 0.79 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   5   7   1.1e-69   1.6e-66  222.3  35.5  2904  3392  1852  2371  1847  2382 0.74 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   6   7   1.8e-26   2.7e-23   78.9  29.7  3368  3640  2462  2748  2452  2769 0.81 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475462.1         -           3294 39at5820             -           4063  5.8e-168  559.1 231.5   7   7      0.99   1.5e+03   -6.6  33.2  3771  4011  2967  3228  2953  3252 0.64 | transcript=PVW1_130014100_t1 | gene=PVW1_130014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:413552-423702(+) | protein_length=3294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   1   7   1.6e-19   2.4e-16   55.8  28.4  1954  2259   821  1149   703  1177 0.74 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   2   7   6.5e-07   0.00099   13.9  14.7  2176  2263  1195  1282  1188  1296 0.74 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   3   7   3.3e-07   0.00051   14.9  17.8  2165  2245  1299  1383  1294  1396 0.82 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   4   7   1.5e-08   2.2e-05   19.4  11.0  2732  2816  1397  1483  1385  1486 0.87 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   5   7   1.4e-18   2.1e-15   52.7  21.9  2880  3060  1487  1656  1484  1664 0.92 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   6   7   7.9e-16   1.2e-12   43.5  64.6  3158  3632  1666  2135  1658  2196 0.69 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483432.1         -           2536 39at5820             -           4063   8.9e-45  150.2 219.1   7   7         4   6.1e+03  -15.8  14.7  3796  3965  2228  2399  2200  2475 0.54 | transcript=PVW1_030021200_t1 | gene=PVW1_030021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:741845-750535(-) | protein_length=2536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 39at5820             -           4063   2.3e-31  105.6 206.5   1   6   6.6e-21     1e-17   60.4  73.9  1952  2475  1148  1701  1086  1707 0.70 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 39at5820             -           4063   2.3e-31  105.6 206.5   2   6      0.12   1.8e+02   -3.5   5.9  2717  2762  1707  1756  1701  1766 0.67 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 39at5820             -           4063   2.3e-31  105.6 206.5   3   6   6.9e-05       0.1    7.2   5.3  2429  2817  1827  1875  1813  1884 0.60 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 39at5820             -           4063   2.3e-31  105.6 206.5   4   6   3.5e-15   5.3e-12   41.4  10.6  2903  3055  2069  2216  2063  2232 0.87 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 39at5820             -           4063   2.3e-31  105.6 206.5   5   6   1.1e-12   1.7e-09   33.1  62.9  3160  3623  2233  2686  2218  2704 0.75 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 39at5820             -           4063   2.3e-31  105.6 206.5   6   6         4   6.1e+03  -11.1   8.4  3751  3831  2902  2988  2889  3019 0.59 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/39at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/39at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/39at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:53 2026
# [ok]
