#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472261.1         -           1519 1005at5820           -           1159         0 2226.1 100.3   1   7   4.9e-67   4.9e-64  215.0   7.5     4   115    20   131    17   155 0.90 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1005at5820           -           1159  1.4e-114  382.4  57.8   5   7     3e-34   3.1e-31  106.4   2.4   591   774   966  1153   934  1168 0.82 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1005at5820           -           1159  1.4e-114  382.4  57.8   6   7   4.3e-42   4.4e-39  132.4   1.1   786  1004  1249  1475  1233  1491 0.82 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1005at5820           -           1159  1.4e-114  382.4  57.8   7   7         6   6.1e+03   -8.9  14.0   918  1126  1447  1662  1442  1687 0.60 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1005at5820           -           1159  1.5e-108  362.4  96.5   1   6   1.7e-39   1.7e-36  123.8  22.3    18   400    87   451    69   471 0.79 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1005at5820           -           1159  1.5e-108  362.4  96.5   2   6   1.4e-09   1.4e-06   24.7   0.1   411   461   680   730   648   745 0.79 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1005at5820           -           1159  1.5e-108  362.4  96.5   3   6   1.9e-08   1.9e-05   21.0   0.1   524   617  1415  1502  1406  1507 0.89 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1005at5820           -           1159  1.5e-108  362.4  96.5   4   6   3.9e-72   3.9e-69  231.9  25.1   632  1139  1651  2161  1645  2176 0.87 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1005at5820           -           1159  1.5e-108  362.4  96.5   5   6         6   6.1e+03   -9.5   6.5    29    77  2671  2718  2618  2727 0.71 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1005at5820           -           1159  1.5e-108  362.4  96.5   6   6         6   6.1e+03  -10.8  11.7   987  1068  3566  3648  3518  3667 0.69 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1005at5820           -           1159   2.9e-64  215.8  94.9   1   5   7.7e-10   7.7e-07   25.6  19.0    17   238    59   268    41   275 0.78 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1005at5820           -           1159   2.9e-64  215.8  94.9   2   5     0.032        33    0.3   1.8   161   225   323   387   282   411 0.79 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1005at5820           -           1159   2.9e-64  215.8  94.9   3   5    0.0039       3.9    3.4  10.5   247   374   621   731   599   736 0.77 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1005at5820           -           1159   2.9e-64  215.8  94.9   4   5   6.8e-09   6.9e-06   22.5   0.2   413   448   735   770   722   778 0.86 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1005at5820           -           1159   2.9e-64  215.8  94.9   5   5   3.2e-57   3.2e-54  182.5  36.5   527  1119  1125  1673  1118  1677 0.84 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1005at5820           -           1159     2e-15   54.1   4.6   1   3   3.7e-05     0.038   10.1   0.1   407   444   332   369   321   374 0.90 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1005at5820           -           1159     2e-15   54.1   4.6   2   3   1.4e-11   1.4e-08   31.4   0.2   567   737   632   787   625   795 0.85 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1005at5820           -           1159     2e-15   54.1   4.6   3   3     6e-06     0.006   12.7   0.1   816   921   854   959   847   969 0.80 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1005at5820           -           1159   1.2e-08   31.6   1.2   1   3   0.00011      0.12    8.5   0.2   318   464   419   555   410   601 0.66 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1005at5820           -           1159   1.2e-08   31.6   1.2   2   3   0.00015      0.15    8.1   0.0   668   739   799   870   765   877 0.89 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1005at5820           -           1159   1.2e-08   31.6   1.2   3   3     1e-05      0.01   11.9   0.0   816   920   925  1029   917  1056 0.80 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1005at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:33 2026
# [ok]
