#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472147.1         -           1280 3205at5820           -            970         0 1574.0 135.0   1   3         0         0 1057.7  78.9     1   685     1   881     1   885 0.89 | transcript=PVW1_140032900_t1 | gene=PVW1_140032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1193440-1197282(+) | protein_length=1280 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477473.1         -            619 3205at5820           -            970   2.8e-09   34.0  14.5   2   4   9.7e-06    0.0098   12.3   1.2   304   405   195   298   182   313 0.82 | transcript=PVW1_110009200_t1 | gene=PVW1_110009200 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter E family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZG1] | transcript_product=ABC transporter E family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZG1] | location=CAJZCX010000008:187064-189052(+) | protein_length=619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477473.1         -            619 3205at5820           -            970   2.8e-09   34.0  14.5   3   4   0.00061      0.62    6.4   0.2   618   655   371   409   347   415 0.65 | transcript=PVW1_110009200_t1 | gene=PVW1_110009200 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter E family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZG1] | transcript_product=ABC transporter E family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZG1] | location=CAJZCX010000008:187064-189052(+) | protein_length=619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477473.1         -            619 3205at5820           -            970   2.8e-09   34.0  14.5   4   4   2.1e-06    0.0022   14.5   0.7   291   412   439   556   426   579 0.78 | transcript=PVW1_110009200_t1 | gene=PVW1_110009200 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter E family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZG1] | transcript_product=ABC transporter E family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZG1] | location=CAJZCX010000008:187064-189052(+) | protein_length=619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476152.1         -            351 3205at5820           -            970   0.00021   17.8   8.5   1   3      0.11   1.1e+02   -1.1   0.2    22    68    51    97    43   115 0.61 | transcript=PVW1_130041800_t1 | gene=PVW1_130041800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | transcript_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | location=CAJZCX010000006:1617874-1618929(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476152.1         -            351 3205at5820           -            970   0.00021   17.8   8.5   2   3   6.6e-07   0.00067   16.2   0.4   621   663   116   158    81   167 0.82 | transcript=PVW1_130041800_t1 | gene=PVW1_130041800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | transcript_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | location=CAJZCX010000006:1617874-1618929(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476152.1         -            351 3205at5820           -            970   0.00021   17.8   8.5   3   3   0.00064      0.65    6.3   0.5   779   838   249   310   193   335 0.77 | transcript=PVW1_130041800_t1 | gene=PVW1_130041800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | transcript_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | location=CAJZCX010000006:1617874-1618929(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3205at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3205at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3205at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:04 2026
# [ok]
