#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483249.1         -           1630 1231at5820           -            664  2.6e-255  847.2  71.0   1  10   0.00064       1.3    5.5   0.0     1    27     1    27     1    61 0.79 | transcript=PVW1_030014200_t1 | gene=PVW1_030014200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:458851-463743(+) | protein_length=1630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480682.1         -            375 1231at5820           -            664     0.015   12.0   0.3   1   2   0.00016      0.33    7.5   0.0   385   426   230   271   217   286 0.87 | transcript=PVW1_070034900_t1 | gene=PVW1_070034900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1276534-1277661(-) | protein_length=375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480682.1         -            375 1231at5820           -            664     0.015   12.0   0.3   2   2    0.0062        13    2.3   0.3   283   329   307   355   297   357 0.85 | transcript=PVW1_070034900_t1 | gene=PVW1_070034900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1276534-1277661(-) | protein_length=375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1231at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1231at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1231at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:33 2026
# [ok]
