#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477859.1         -            185 13550at5820          -            150   1.7e-85  282.9  12.3   1   1     1e-87   7.7e-85  280.8  12.3     1   150    22   185    22   185 0.93 | transcript=PVW1_110030800_t1 | gene=PVW1_110030800 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW_WPC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZY0] | transcript_product=CPW_WPC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZY0] | location=CAJZCX010000008:1129484-1131250(-) | protein_length=185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   1  10   2.9e-08   2.2e-05   22.9   1.2    69   131    93   158    88   164 0.84 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   2  10   2.2e-06    0.0017   16.7   3.8    70   132   158   220   155   224 0.85 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   3  10   4.7e-06    0.0036   15.7   0.3    71   137   220   286   216   290 0.79 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   4  10   0.00019      0.14   10.5   0.1    79   127   290   347   287   352 0.77 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   5  10    0.0059       4.5    5.6   0.1    75   122   355   405   347   414 0.77 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   6  10     0.019        14    4.0   1.0    64   111   663   709   657   722 0.76 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   7  10    0.0025       1.9    6.8   1.9    28   128   698   807   691   815 0.75 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   8  10     0.037        28    3.0   0.3   112   133   925   946   919   948 0.86 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5   9  10      0.16   1.2e+02    1.0   2.2    74   127   947  1002   945  1009 0.77 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 13550at5820          -            150   3.5e-15   54.7  54.5  10  10      0.12        88    1.4   0.0   107   127  1061  1081  1043  1086 0.80 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 13550at5820          -            150   3.7e-15   54.6  42.4   1   5   1.2e-08   8.8e-06   24.2   6.0    55   127    71   143    22   154 0.70 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 13550at5820          -            150   3.7e-15   54.6  42.4   2   5   6.3e-08   4.8e-05   21.8   3.3    72   128   155   214   144   220 0.87 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 13550at5820          -            150   3.7e-15   54.6  42.4   3   5   8.9e-05     0.067   11.6   1.5    79   126   223   271   217   274 0.89 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 13550at5820          -            150   3.7e-15   54.6  42.4   4   5   1.1e-05    0.0086   14.5   4.6    72   128   277   333   271   338 0.89 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 13550at5820          -            150   3.7e-15   54.6  42.4   5   5     0.071        54    2.1   0.6    70    88   337   355   333   415 0.69 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 13550at5820          -            150   4.7e-14   51.0  46.1   1   6      0.72   5.5e+02   -1.1   3.6    30    69    98   138    69   162 0.65 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 13550at5820          -            150   4.7e-14   51.0  46.1   2   6   6.2e-10   4.7e-07   28.3   1.0    68   132   231   296   175   300 0.78 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 13550at5820          -            150   4.7e-14   51.0  46.1   3   6   1.8e-08   1.3e-05   23.6   2.4    73   127   301   354   294   354 0.89 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 13550at5820          -            150   4.7e-14   51.0  46.1   4   6   2.4e-06    0.0018   16.7   3.2    67   129   355   421   355   429 0.80 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 13550at5820          -            150   4.7e-14   51.0  46.1   5   6    0.0024       1.9    6.9   1.4    78   130   431   487   420   492 0.79 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 13550at5820          -            150   4.7e-14   51.0  46.1   6   6     0.058        44    2.4   2.0    69   128   487   549   484   568 0.75 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 13550at5820          -            150   3.8e-12   44.8  30.0   1   6   0.00073      0.55    8.6   2.2    30   132   148   256   135   264 0.75 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 13550at5820          -            150   3.8e-12   44.8  30.0   2   6      0.25   1.9e+02    0.4   0.1    71    93   258   280   254   284 0.84 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 13550at5820          -            150   3.8e-12   44.8  30.0   3   6     0.076        58    2.0   0.1    99   127   304   332   292   336 0.88 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 13550at5820          -            150   3.8e-12   44.8  30.0   4   6   1.2e-08   9.2e-06   24.1   1.8    66   128   332   396   310   400 0.87 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 13550at5820          -            150   3.8e-12   44.8  30.0   5   6   0.00021      0.16   10.3   0.3    70   127   401   461   396   466 0.83 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 13550at5820          -            150   3.8e-12   44.8  30.0   6   6   8.6e-06    0.0066   14.8   3.2    74   131   470   530   464   539 0.82 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477753.1         -            282 13550at5820          -            150   0.00038   18.9  13.2   1   3      0.46   3.5e+02   -0.5   0.5    44    58    45    59    25    83 0.61 | transcript=PVW1_110025000_t1 | gene=PVW1_110025000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | location=CAJZCX010000008:852761-855014(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477753.1         -            282 13550at5820          -            150   0.00038   18.9  13.2   2   3   3.8e-06    0.0029   16.0   2.9    68   128   124   186    72   197 0.70 | transcript=PVW1_110025000_t1 | gene=PVW1_110025000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | location=CAJZCX010000008:852761-855014(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477753.1         -            282 13550at5820          -            150   0.00038   18.9  13.2   3   3    0.0004      0.31    9.4   0.2    79   129   197   248   186   267 0.86 | transcript=PVW1_110025000_t1 | gene=PVW1_110025000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | location=CAJZCX010000008:852761-855014(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13550at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13550at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13550at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:30:40 2026
# [ok]
