#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472530.1         -            309 10037at5820          -            262  2.5e-129  428.7  29.9   1   2   4.6e-14   3.5e-11   41.5   0.1     1    34     1    34     1    37 0.95 | transcript=PVW1_140069400_t1 | gene=PVW1_140069400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2774734-2775663(+) | protein_length=309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471953.1         -            400 10037at5820          -            262   0.00019   19.4  18.0   1   2   0.00032      0.24    9.2   2.3    71   141    28   101     5   108 0.67 | transcript=PVW1_140021100_t1 | gene=PVW1_140021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:725708-726910(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471953.1         -            400 10037at5820          -            262   0.00019   19.4  18.0   2   2   3.7e-06    0.0028   15.6   8.7    45   171   103   231    98   256 0.81 | transcript=PVW1_140021100_t1 | gene=PVW1_140021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:725708-726910(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 10037at5820          -            262    0.0031   15.4   5.3   1   4     0.033        25    2.6   0.8    83   132    11    63     3    69 0.61 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 10037at5820          -            262    0.0031   15.4   5.3   2   4   6.9e-05     0.053   11.4   0.0    60   134    72   148    67   162 0.86 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 10037at5820          -            262    0.0031   15.4   5.3   3   4     0.044        33    2.2   0.0    40    69   153   182   134   214 0.58 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 10037at5820          -            262    0.0031   15.4   5.3   4   4       0.7   5.3e+02   -1.7   0.2    58    73   384   399   328   446 0.60 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481387.1         -           1875 10037at5820          -            262     0.013   13.4   0.2   1   3   1.7e-05     0.013   13.4   0.2    91   179  1035  1122  1022  1124 0.78 | transcript=PVW1_060013400_t1 | gene=PVW1_060013400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:366202-371829(-) | protein_length=1875 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481387.1         -           1875 10037at5820          -            262     0.013   13.4   0.2   2   3    0.0014         1    7.1   2.0    42   128  1161  1248  1134  1267 0.74 | transcript=PVW1_060013400_t1 | gene=PVW1_060013400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:366202-371829(-) | protein_length=1875 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481387.1         -           1875 10037at5820          -            262     0.013   13.4   0.2   3   3         3   2.2e+03   -3.8   1.5    64   104  1368  1414  1319  1432 0.47 | transcript=PVW1_060013400_t1 | gene=PVW1_060013400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:366202-371829(-) | protein_length=1875 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10037at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10037at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10037at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:27 2026
# [ok]
