#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477701.1         -            479 5343at5820           -            436  1.4e-284  941.9  17.4   1   1  2.4e-287  1.7e-284  941.7  17.4     1   436     7   472     7   472 0.97 | transcript=PVW1_110020800_t1 | gene=PVW1_110020800 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZS0] | location=CAJZCX010000008:686394-687833(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 5343at5820           -            436   1.3e-12   45.8  11.4   1   4   0.00016      0.11    9.7   0.0   320   359    56    92    29   122 0.71 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 5343at5820           -            436   1.3e-12   45.8  11.4   2   4    0.0021       1.4    6.1   0.2    65    98   163   196   137   212 0.82 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 5343at5820           -            436   1.3e-12   45.8  11.4   3   4   1.3e-05    0.0091   13.3   0.1   115   141   361   387   330   399 0.88 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 5343at5820           -            436   1.3e-12   45.8  11.4   4   4   5.1e-08   3.5e-05   21.3   1.0   253   363   426   537   414   546 0.73 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 5343at5820           -            436   4.4e-12   44.0   8.8   1   3   5.2e-06    0.0035   14.7   0.1   275   354    35   119     3   126 0.75 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 5343at5820           -            436   4.4e-12   44.0   8.8   2   3   2.8e-08   1.9e-05   22.2   0.9   259   357   225   322   176   333 0.75 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484932.1         -            686 5343at5820           -            436   4.4e-12   44.0   8.8   3   3   0.00028      0.19    9.0   0.1   116   141   350   375   341   386 0.68 | transcript=PVW1_010016100_t1 | gene=PVW1_010016100 | organism=Plasmodium_vivax_PvW1 | gene_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | transcript_product=Regulator of chromosome condensation, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6C1] | location=CAJZCX010000016:520137-522197(+) | protein_length=686 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477100.1         -            962 5343at5820           -            436   1.1e-09   36.1  11.4   1   2   4.8e-08   3.3e-05   21.4   0.8    50   131    71   155    30   170 0.88 | transcript=PVW1_090040500_t1 | gene=PVW1_090040500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1554582-1557652(-) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477100.1         -            962 5343at5820           -            436   1.1e-09   36.1  11.4   2   2   3.5e-07   0.00024   18.5   4.0    64   151   287   377   272   449 0.75 | transcript=PVW1_090040500_t1 | gene=PVW1_090040500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1554582-1557652(-) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480564.1         -           2566 5343at5820           -            436   6.7e-08   30.2   9.1   1   3   1.1e-06   0.00075   16.9   0.4    43   147    58   162    52   177 0.79 | transcript=PVW1_070024800_t1 | gene=PVW1_070024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:890585-898285(-) | protein_length=2566 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480564.1         -           2566 5343at5820           -            436   6.7e-08   30.2   9.1   2   3   1.4e-05    0.0093   13.3   0.3   224   258   279   313   272   319 0.93 | transcript=PVW1_070024800_t1 | gene=PVW1_070024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:890585-898285(-) | protein_length=2566 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480564.1         -           2566 5343at5820           -            436   6.7e-08   30.2   9.1   3   3     0.032        22    2.2   0.1   109   157   319   372   314   391 0.72 | transcript=PVW1_070024800_t1 | gene=PVW1_070024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:890585-898285(-) | protein_length=2566 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477230.1         -            985 5343at5820           -            436   3.9e-07   27.7   1.2   1   3      0.26   1.8e+02   -0.8   0.0   332   371   190   231   174   235 0.79 | transcript=PVW1_090048700_t1 | gene=PVW1_090048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1955338-1958486(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477230.1         -            985 5343at5820           -            436   3.9e-07   27.7   1.2   2   3   5.7e-10   3.9e-07   27.7   1.2    62   143   237   329   226   373 0.79 | transcript=PVW1_090048700_t1 | gene=PVW1_090048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1955338-1958486(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477230.1         -            985 5343at5820           -            436   3.9e-07   27.7   1.2   3   3      0.13        90    0.2   0.2    53   123   433   503   407   514 0.71 | transcript=PVW1_090048700_t1 | gene=PVW1_090048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1955338-1958486(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 5343at5820           -            436   0.00011   19.7   7.4   1   4   0.00018      0.12    9.6   0.6   117   260   476   622   468   626 0.69 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 5343at5820           -            436   0.00011   19.7   7.4   2   4       0.3     2e+02   -1.0   0.1   336   358   675   697   661   743 0.72 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 5343at5820           -            436   0.00011   19.7   7.4   3   4   0.00045      0.31    8.3   0.0   115   140   796   821   771   830 0.83 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 5343at5820           -            436   0.00011   19.7   7.4   4   4     0.048        32    1.6   0.0   224   238  1090  1104  1078  1110 0.84 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5343at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5343at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5343at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:22 2026
# [ok]
