#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472179.1         -            918 4079at5820           -            677         0 1224.6 130.8   1   5   5.6e-05    0.0089   12.6  20.2     1    84     1    82     1    95 0.63 | transcript=PVW1_140035900_t1 | gene=PVW1_140035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1337528-1340284(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 4079at5820           -            677   2.1e-76  256.0  25.9   2   2   3.5e-56   5.5e-54  181.9   0.2   399   596   405   601   400   665 0.90 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475031.1         -           1444 4079at5820           -            677   1.6e-71  239.8   7.5   1   2   6.6e-37   1.1e-34  118.2   0.5   132   375   622   852   602   856 0.83 | transcript=PVW1_100049300_t1 | gene=PVW1_100049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2015636-2019970(-) | protein_length=1444 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475031.1         -           1444 4079at5820           -            677   1.6e-71  239.8   7.5   2   2   6.2e-42   9.9e-40  134.8   1.5   400   614   857  1078   854  1105 0.86 | transcript=PVW1_100049300_t1 | gene=PVW1_100049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2015636-2019970(-) | protein_length=1444 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481721.1         -           1007 4079at5820           -            677   1.9e-71  239.6  10.5   1   1   1.1e-72   1.7e-70  236.5  10.5    76   597   501  1006   458  1007 0.80 | transcript=PVW1_060023100_t1 | gene=PVW1_060023100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:751286-755355(+) | protein_length=1007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473603.1         -            398 4079at5820           -            677   8.4e-58  194.5   3.4   1   3   3.1e-08     5e-06   23.4   0.0   182   242    22    80    12    91 0.85 | transcript=PVW1_120052700_t1 | gene=PVW1_120052700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | location=CAJZCX010000004:1971328-1972870(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473603.1         -            398 4079at5820           -            677   8.4e-58  194.5   3.4   2   3   2.8e-16   4.5e-14   50.0   0.1   277   373    94   190    85   195 0.93 | transcript=PVW1_120052700_t1 | gene=PVW1_120052700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | location=CAJZCX010000004:1971328-1972870(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473603.1         -            398 4079at5820           -            677   8.4e-58  194.5   3.4   3   3   7.1e-38   1.1e-35  121.3   0.2   400   580   197   376   187   389 0.93 | transcript=PVW1_120052700_t1 | gene=PVW1_120052700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | location=CAJZCX010000004:1971328-1972870(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482364.1         -            542 4079at5820           -            677   1.2e-55  187.3   7.4   1   2   2.9e-23   4.7e-21   73.0   0.1   189   372   139   302   129   306 0.91 | transcript=PVW1_040012700_t1 | gene=PVW1_040012700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:371067-372695(+) | protein_length=542 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482364.1         -            542 4079at5820           -            677   1.2e-55  187.3   7.4   2   2   4.4e-34   7.1e-32  108.8   2.1   399   573   309   482   304   500 0.95 | transcript=PVW1_040012700_t1 | gene=PVW1_040012700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:371067-372695(+) | protein_length=542 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475139.1         -            720 4079at5820           -            677   6.2e-50  168.5   0.4   1   1   1.1e-49   1.8e-47  160.4   0.4   206   577   147   513   126   526 0.86 | transcript=PVW1_100053700_t1 | gene=PVW1_100053700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZ32] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZ32] | location=CAJZCX010000005:2192682-2194844(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473378.1         -            489 4079at5820           -            677     6e-46  155.3   0.1   1   2   2.9e-07   4.6e-05   20.2   0.0   189   247    62   120    56   128 0.89 | transcript=PVW1_120036400_t1 | gene=PVW1_120036400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP8, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGU6] | transcript_product=ATP-dependent RNA helicase DBP8, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGU6] | location=CAJZCX010000004:1337088-1338557(+) | protein_length=489 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473378.1         -            489 4079at5820           -            677     6e-46  155.3   0.1   2   2     2e-41   3.1e-39  133.1   0.0   277   583   129   436   120   442 0.89 | transcript=PVW1_120036400_t1 | gene=PVW1_120036400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP8, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGU6] | transcript_product=ATP-dependent RNA helicase DBP8, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGU6] | location=CAJZCX010000004:1337088-1338557(+) | protein_length=489 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479989.1         -            388 4079at5820           -            677     2e-43  147.0   2.2   1   2    0.0023      0.37    7.3   0.0   190   245    20    75     3    83 0.85 | transcript=PVW1_050036400_t1 | gene=PVW1_050036400 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic initiation factor 4A-III, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H998] | transcript_product=Eukaryotic initiation factor 4A-III, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H998] | location=CAJZCX010000010:1356986-1358152(+) | protein_length=388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479989.1         -            388 4079at5820           -            677     2e-43  147.0   2.2   2   2   5.8e-40   9.3e-38  128.2   2.5   277   579    86   369    78   386 0.89 | transcript=PVW1_050036400_t1 | gene=PVW1_050036400 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic initiation factor 4A-III, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H998] | transcript_product=Eukaryotic initiation factor 4A-III, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H998] | location=CAJZCX010000010:1356986-1358152(+) | protein_length=388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477739.1         -            599 4079at5820           -            677   2.5e-43  146.6  18.4   1   2       8.4   1.3e+03   -4.5   4.1   625   673    11    58     3    68 0.56 | transcript=PVW1_110024100_t1 | gene=PVW1_110024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:811483-813633(+) | protein_length=599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477739.1         -            599 4079at5820           -            677   2.5e-43  146.6  18.4   2   2   6.9e-44   1.1e-41  141.2   6.3   186   560   149   485   123   508 0.90 | transcript=PVW1_110024100_t1 | gene=PVW1_110024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:811483-813633(+) | protein_length=599 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482597.1         -            473 4079at5820           -            677   3.6e-42  142.8   5.6   1   1     1e-42   1.6e-40  137.4   2.6   192   573    66   443    42   463 0.84 | transcript=PVW1_040021300_t1 | gene=PVW1_040021300 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase UAP56, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSV3] | transcript_product=ATP-dependent RNA helicase UAP56, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSV3] | location=CAJZCX010000013:701999-703558(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479034.1         -            761 4079at5820           -            677   2.6e-39  133.4  23.6   1   3   2.1e-05    0.0034   14.0   0.6   173   247   244   316   131   332 0.78 | transcript=PVW1_080023900_t1 | gene=PVW1_080023900 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | transcript_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | location=CAJZCX010000009:869163-871691(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479034.1         -            761 4079at5820           -            677   2.6e-39  133.4  23.6   2   3   1.1e-15   1.8e-13   48.0   1.5   277   375   380   477   376   485 0.95 | transcript=PVW1_080023900_t1 | gene=PVW1_080023900 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | transcript_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | location=CAJZCX010000009:869163-871691(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479034.1         -            761 4079at5820           -            677   2.6e-39  133.4  23.6   3   3   8.4e-26   1.3e-23   81.5   7.8   404   645   486   734   478   752 0.79 | transcript=PVW1_080023900_t1 | gene=PVW1_080023900 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | transcript_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | location=CAJZCX010000009:869163-871691(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472607.1         -            731 4079at5820           -            677   4.4e-39  132.6  12.2   1   1   2.7e-41   4.4e-39  132.6  12.2   197   585   116   500    92   511 0.83 | transcript=PVW1_140075100_t1 | gene=PVW1_140075100 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DRS1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HLB8] | transcript_product=ATP-dependent RNA helicase DRS1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HLB8] | location=CAJZCX010000003:2980436-2982631(+) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479052.1         -            430 4079at5820           -            677   4.3e-37  126.1   4.2   1   2   1.1e-13   1.8e-11   41.4   0.0   275   373   126   224   122   229 0.96 | transcript=PVW1_080024700_t1 | gene=PVW1_080024700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:901653-902945(-) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479052.1         -            430 4079at5820           -            677   4.3e-37  126.1   4.2   2   2   7.3e-27   1.2e-24   85.0   1.9   400   579   231   410   227   423 0.91 | transcript=PVW1_080024700_t1 | gene=PVW1_080024700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:901653-902945(-) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479674.1         -           1187 4079at5820           -            677   2.3e-32  110.4  18.0   1   2   1.5e-34   2.3e-32  110.4  18.0   200   648   182   594   167   625 0.81 | transcript=PVW1_050012300_t1 | gene=PVW1_050012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:354186-357749(+) | protein_length=1187 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479674.1         -           1187 4079at5820           -            677   2.3e-32  110.4  18.0   2   2       3.9   6.2e+02   -3.4   1.3    53    92   861   900   843   913 0.68 | transcript=PVW1_050012300_t1 | gene=PVW1_050012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:354186-357749(+) | protein_length=1187 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483498.1         -            850 4079at5820           -            677     3e-30  103.4   0.3   1   2   2.6e-23   4.1e-21   73.2   0.5   185   373   136   314   133   320 0.85 | transcript=PVW1_030024200_t1 | gene=PVW1_030024200 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7M7] | transcript_product=ATP-dependent RNA helicase DBP7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7M7] | location=CAJZCX010000014:846293-848845(+) | protein_length=850 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483498.1         -            850 4079at5820           -            677     3e-30  103.4   0.3   2   2   3.6e-09   5.7e-07   26.5   0.0   493   563   610   683   601   694 0.87 | transcript=PVW1_030024200_t1 | gene=PVW1_030024200 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7M7] | transcript_product=ATP-dependent RNA helicase DBP7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7M7] | location=CAJZCX010000014:846293-848845(+) | protein_length=850 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481375.1         -            643 4079at5820           -            677   5.2e-27   92.7   0.8   1   2   9.2e-06    0.0015   15.2   0.0   205   249   152   196   138   212 0.84 | transcript=PVW1_060013000_t1 | gene=PVW1_060013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:332780-334711(-) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481375.1         -            643 4079at5820           -            677   5.2e-27   92.7   0.8   2   2   9.6e-22   1.5e-19   68.0   0.9   277   593   272   575   265   581 0.76 | transcript=PVW1_060013000_t1 | gene=PVW1_060013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:332780-334711(-) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471860.1         -            626 4079at5820           -            677   4.1e-26   89.8  14.8   1   2   6.5e-14     1e-11   42.2   4.8   202   373   164   323   146   329 0.83 | transcript=PVW1_140014400_t1 | gene=PVW1_140014400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP6, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1K6] | transcript_product=ATP-dependent RNA helicase DBP6, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1K6] | location=CAJZCX010000003:443768-445648(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471860.1         -            626 4079at5820           -            677   4.1e-26   89.8  14.8   2   2   8.5e-15   1.4e-12   45.1   2.5   400   577   330   516   323   557 0.84 | transcript=PVW1_140014400_t1 | gene=PVW1_140014400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP6, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1K6] | transcript_product=ATP-dependent RNA helicase DBP6, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1K6] | location=CAJZCX010000003:443768-445648(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473950.1         -            791 4079at5820           -            677   3.4e-25   86.7   7.1   1   2   5.3e-20   8.5e-18   62.3   1.7   190   374   245   425   203   435 0.83 | transcript=PVW1_120076700_t1 | gene=PVW1_120076700 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase MAK5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2B6] | transcript_product=ATP-dependent RNA helicase MAK5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2B6] | location=CAJZCX010000004:3016455-3019247(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473950.1         -            791 4079at5820           -            677   3.4e-25   86.7   7.1   2   2   3.8e-12   6.1e-10   36.3   0.3   487   580   595   689   568   735 0.91 | transcript=PVW1_120076700_t1 | gene=PVW1_120076700 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase MAK5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2B6] | transcript_product=ATP-dependent RNA helicase MAK5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2B6] | location=CAJZCX010000004:3016455-3019247(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473708.1         -            787 4079at5820           -            677   2.1e-23   80.8  20.1   1   2   0.00015     0.024   11.2   2.2   147   247   334   435   323   443 0.79 | transcript=PVW1_120062700_t1 | gene=PVW1_120062700 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHB4] | transcript_product=ATP-dependent RNA helicase DBP5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHB4] | location=CAJZCX010000004:2414428-2416791(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473708.1         -            787 4079at5820           -            677   2.1e-23   80.8  20.1   2   2   4.5e-20   7.1e-18   62.5   9.9   278   571   445   754   433   763 0.78 | transcript=PVW1_120062700_t1 | gene=PVW1_120062700 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHB4] | transcript_product=ATP-dependent RNA helicase DBP5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHB4] | location=CAJZCX010000004:2414428-2416791(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474855.1         -            816 4079at5820           -            677   1.2e-21   75.0  23.9   1   4    0.0013      0.21    8.1   0.0   190   242     7    59     2    74 0.84 | transcript=PVW1_100036300_t1 | gene=PVW1_100036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1468944-1471394(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474855.1         -            816 4079at5820           -            677   1.2e-21   75.0  23.9   2   4       1.3   2.2e+02   -1.8   1.6   437   653   172   224   151   238 0.49 | transcript=PVW1_100036300_t1 | gene=PVW1_100036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1468944-1471394(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474855.1         -            816 4079at5820           -            677   1.2e-21   75.0  23.9   3   4   7.9e-09   1.3e-06   25.4   0.1   276   363   331   421   324   438 0.83 | transcript=PVW1_100036300_t1 | gene=PVW1_100036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1468944-1471394(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474855.1         -            816 4079at5820           -            677   1.2e-21   75.0  23.9   4   4   3.2e-16   5.1e-14   49.8   8.9   484   563   601   680   489   705 0.74 | transcript=PVW1_100036300_t1 | gene=PVW1_100036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1468944-1471394(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
