#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475483.1         -           1010 5114at5820           -            599  4.8e-238  790.2  85.8   1   5  1.3e-153    8e-151  502.1  41.8     1   262     1   295     1   303 0.88 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 5114at5820           -            599     2e-30  104.5   4.4   4   4       1.1   6.5e+02   -2.8   3.8   399   477   742   821   709   934 0.75 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474818.1         -            983 5114at5820           -            599   1.3e-18   65.5  22.4   1   5   2.2e-21   1.3e-18   65.5  22.4     1   128     2   131     2   222 0.70 | transcript=PVW1_100032900_t1 | gene=PVW1_100032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1302522-1305473(-) | protein_length=983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474818.1         -            983 5114at5820           -            599   1.3e-18   65.5  22.4   2   5        10   6.1e+03  -34.1  50.9   293   595   231   542   194   546 0.59 | transcript=PVW1_100032900_t1 | gene=PVW1_100032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1302522-1305473(-) | protein_length=983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474818.1         -            983 5114at5820           -            599   1.3e-18   65.5  22.4   3   5        10   6.1e+03   -8.1  11.9   527   589   474   536   428   576 0.44 | transcript=PVW1_100032900_t1 | gene=PVW1_100032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1302522-1305473(-) | protein_length=983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474818.1         -            983 5114at5820           -            599   1.3e-18   65.5  22.4   4   5        10   6.1e+03  -17.4  32.3   331   522   622   814   609   846 0.40 | transcript=PVW1_100032900_t1 | gene=PVW1_100032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1302522-1305473(-) | protein_length=983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474818.1         -            983 5114at5820           -            599   1.3e-18   65.5  22.4   5   5     0.039        24    1.9   3.4   498   561   892   962   885   980 0.68 | transcript=PVW1_100032900_t1 | gene=PVW1_100032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1302522-1305473(-) | protein_length=983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480339.1         -            832 5114at5820           -            599   2.3e-18   64.7  18.8   1   5   3.7e-21   2.3e-18   64.7  18.8    23   150    49   175    24   189 0.83 | transcript=PVW1_070011600_t1 | gene=PVW1_070011600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:382946-385444(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480339.1         -            832 5114at5820           -            599   2.3e-18   64.7  18.8   2   5      0.23   1.4e+02   -0.6   2.1   473   543   166   238   155   257 0.66 | transcript=PVW1_070011600_t1 | gene=PVW1_070011600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:382946-385444(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480339.1         -            832 5114at5820           -            599   2.3e-18   64.7  18.8   3   5        10   6.1e+03  -19.8  22.8   518   590   457   490   304   546 0.52 | transcript=PVW1_070011600_t1 | gene=PVW1_070011600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:382946-385444(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480339.1         -            832 5114at5820           -            599   2.3e-18   64.7  18.8   4   5        10   6.1e+03  -11.8   9.4   534   553   631   649   584   696 0.51 | transcript=PVW1_070011600_t1 | gene=PVW1_070011600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:382946-385444(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480339.1         -            832 5114at5820           -            599   2.3e-18   64.7  18.8   5   5      0.22   1.3e+02   -0.6   4.1   326   393   760   828   709   830 0.79 | transcript=PVW1_070011600_t1 | gene=PVW1_070011600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:382946-385444(-) | protein_length=832 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481304.1         -           1484 5114at5820           -            599   7.2e-18   63.1   8.8   1   1   1.9e-20   1.2e-17   62.4   8.8    24   129     6   104     2   119 0.90 | transcript=PVW1_060010800_t1 | gene=PVW1_060010800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:240432-245463(-) | protein_length=1484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 5114at5820           -            599   1.8e-17   61.7  23.4   1   6        10   6.1e+03   -6.7   9.1   341   565    17   108     5   130 0.42 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 5114at5820           -            599   1.8e-17   61.7  23.4   2   6     3e-20   1.8e-17   61.7  23.4    12   134   373   495   359   515 0.81 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 5114at5820           -            599   1.8e-17   61.7  23.4   3   6       1.6   9.6e+02   -3.4   7.4   443   524   656   738   601   785 0.77 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 5114at5820           -            599   1.8e-17   61.7  23.4   4   6        10   6.1e+03   -9.9   7.6   467   486  1132  1151  1102  1240 0.50 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 5114at5820           -            599   1.8e-17   61.7  23.4   5   6       4.1   2.5e+03   -4.8   2.8   396   463  1659  1731  1646  1749 0.49 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 5114at5820           -            599   1.8e-17   61.7  23.4   6   6       4.2   2.6e+03   -4.8   2.2   382   460  1783  1863  1776  1875 0.51 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 5114at5820           -            599   6.6e-17   59.9  12.0   1   4       4.6   2.8e+03   -5.0   4.5   403   462   197   258   161   326 0.62 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 5114at5820           -            599   6.6e-17   59.9  12.0   2   4   1.1e-19   6.6e-17   59.9  12.0    20   156   492   630   488   649 0.82 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 5114at5820           -            599   6.6e-17   59.9  12.0   3   4        10   6.1e+03  -10.2  10.6   494   589  1369  1473  1360  1483 0.71 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 5114at5820           -            599   6.6e-17   59.9  12.0   4   4        10   6.1e+03   -7.3   3.1   334   354  1836  1856  1821  1887 0.44 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475847.1         -           1293 5114at5820           -            599     2e-09   35.2   4.3   1   1   5.3e-12   3.2e-09   34.5   4.3    56   138   189   270   186   279 0.83 | transcript=PVW1_130031000_t1 | gene=PVW1_130031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1145916-1149797(+) | protein_length=1293 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480648.1         -           1239 5114at5820           -            599   2.1e-08   31.8  19.8   1   3   8.6e-09   5.2e-06   23.9   0.7    98   127     3    32     1    35 0.94 | transcript=PVW1_070032200_t1 | gene=PVW1_070032200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1191202-1195867(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480648.1         -           1239 5114at5820           -            599   2.1e-08   31.8  19.8   2   3   1.5e-07   9.3e-05   19.7   1.5    23    95    36   106    33   110 0.89 | transcript=PVW1_070032200_t1 | gene=PVW1_070032200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1191202-1195867(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480648.1         -           1239 5114at5820           -            599   2.1e-08   31.8  19.8   3   3      0.49     3e+02   -1.7   3.4   334   563   343   417   324   440 0.46 | transcript=PVW1_070032200_t1 | gene=PVW1_070032200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1191202-1195867(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5114at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5114at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5114at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:20 2026
# [ok]
