#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476258.1         -            119 14381at5820          -             87   4.2e-56  186.0   1.0   1   1   3.2e-58   5.1e-56  185.7   1.0     1    87    25   114    25   114 0.98 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 14381at5820          -             87   4.7e-16   57.6   2.0   4   4     1e-06   0.00016   20.7   0.0    13    76   396   459   389   466 0.87 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 14381at5820          -             87   4.9e-13   48.0   3.5   1   2   2.2e-08   3.4e-06   26.1   0.1    13    63    22    72    16    88 0.88 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 14381at5820          -             87   4.9e-13   48.0   3.5   2   2     3e-07   4.7e-05   22.4   0.5    13    80   109   175   101   184 0.87 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479862.1         -            269 14381at5820          -             87   2.4e-08   32.9   0.0   1   1   4.5e-10     7e-08   31.5   0.0    13    84   190   264   185   265 0.88 | transcript=PVW1_050024900_t1 | gene=PVW1_050024900 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | transcript_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | location=CAJZCX010000010:840499-842671(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 14381at5820          -             87   2.9e-08   32.7   0.5   1   1   4.2e-10   6.5e-08   31.6   0.2    10    77     7    73     3    84 0.90 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 14381at5820          -             87   3.9e-08   32.3   0.3   1   2   2.8e-09   4.4e-07   28.9   0.1    14    74   677   737   670   749 0.88 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 14381at5820          -             87   3.9e-08   32.3   0.3   2   2       1.8   2.9e+02    0.7   0.0    27    78   835   889   822   897 0.70 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 14381at5820          -             87   7.1e-08   31.4   0.3   1   3   4.2e-08   6.5e-06   25.2   0.0    13    75    15    77    10    83 0.95 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 14381at5820          -             87   7.1e-08   31.4   0.3   2   3      0.67     1e+02    2.1   0.0    13    50   115   150   109   171 0.77 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 14381at5820          -             87   7.1e-08   31.4   0.3   3   3         3   4.6e+02   -0.0   0.0    30    53   170   194   156   221 0.76 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475149.1         -            441 14381at5820          -             87   1.2e-07   30.8   0.0   1   1   1.6e-09   2.4e-07   29.7   0.0    17    77    18    78    11    88 0.87 | transcript=PVW1_100054700_t1 | gene=PVW1_100054700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2232588-2234127(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 14381at5820          -             87     4e-07   29.1   4.7   1   3    0.0032      0.49    9.5   0.6    11    77    18    79    11    86 0.86 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 14381at5820          -             87     4e-07   29.1   4.7   2   3     0.064        10    5.3   0.0    29    74   133   180   129   187 0.74 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 14381at5820          -             87     4e-07   29.1   4.7   3   3   0.00012     0.019   14.0   0.0    18    75   216   272   200   281 0.79 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479082.1         -            299 14381at5820          -             87   7.1e-07   28.2   0.0   1   1   9.2e-09   1.4e-06   27.3   0.0    13    80    38   105    33   111 0.93 | transcript=PVW1_080026100_t1 | gene=PVW1_080026100 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK1] | location=CAJZCX010000009:962142-963476(-) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472069.1         -            124 14381at5820          -             87   1.6e-06   27.1   0.5   1   1   1.4e-08   2.2e-06   26.7   0.5    20    75    17    72     7    83 0.87 | transcript=PVW1_140028000_t1 | gene=PVW1_140028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | location=CAJZCX010000003:1001268-1002138(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 14381at5820          -             87   1.8e-06   26.9   0.2   1   2    0.0012      0.19   10.8   0.0    13    68   635   691   628   703 0.78 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 14381at5820          -             87   1.8e-06   26.9   0.2   2   2    0.0002     0.032   13.3   0.0    21    75   745   799   732   812 0.85 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 14381at5820          -             87   3.4e-06   26.1   1.5   1   1   4.5e-08     7e-06   25.1   0.3    11    69   303   364   294   379 0.81 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477014.1         -            156 14381at5820          -             87   3.6e-06   26.0   0.3   1   1     4e-08   6.2e-06   25.2   0.3    15    76     8    75     3    85 0.79 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 14381at5820          -             87   5.5e-06   25.4   0.1   1   2   0.00073      0.11   11.6   0.0    13    64    89   138    77   153 0.83 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 14381at5820          -             87   5.5e-06   25.4   0.1   2   2    0.0011      0.17   11.0   0.0    21    65   180   223   171   241 0.76 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 14381at5820          -             87   9.4e-06   24.6   0.0   1   1   1.3e-07     2e-05   23.6   0.0    12    77    30    95    26   104 0.95 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 14381at5820          -             87   3.4e-05   22.9   1.9   1   2   0.00033     0.051   12.7   0.1    13    75    49   104    36   113 0.81 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 14381at5820          -             87   3.4e-05   22.9   1.9   2   2    0.0034      0.53    9.4   0.2    12    78   211   276   205   284 0.87 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476962.1         -           1054 14381at5820          -             87   8.8e-05   21.5   0.0   1   1   9.8e-07   0.00015   20.8   0.0    10    73     5    68     2    77 0.89 | transcript=PVW1_090032200_t1 | gene=PVW1_090032200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | location=CAJZCX010000007:1220705-1223869(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480606.1         -            202 14381at5820          -             87   0.00012   21.1   0.0   1   1   1.2e-06   0.00019   20.4   0.0     7    68    67   128    61   143 0.86 | transcript=PVW1_070028800_t1 | gene=PVW1_070028800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | location=CAJZCX010000011:1050271-1051729(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 14381at5820          -             87   0.00023   20.2   0.0   1   1   2.1e-06   0.00032   19.7   0.0    12    75    15    75     8    83 0.85 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477759.1         -            670 14381at5820          -             87   0.00024   20.2   0.6   1   2    0.0014      0.22   10.6   0.1    50    76    67    93    24   103 0.71 | transcript=PVW1_110025600_t1 | gene=PVW1_110025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:895470-897482(-) | protein_length=670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477759.1         -            670 14381at5820          -             87   0.00024   20.2   0.6   2   2     0.016       2.4    7.3   0.0    27    75   147   196   132   201 0.77 | transcript=PVW1_110025600_t1 | gene=PVW1_110025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:895470-897482(-) | protein_length=670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 14381at5820          -             87   0.00039   19.4   0.3   1   2   2.6e-05    0.0041   16.2   0.1    14    66   121   173   110   187 0.82 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 14381at5820          -             87   0.00039   19.4   0.3   2   2       1.5   2.4e+02    0.9   0.0    24    61   215   251   204   265 0.81 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477979.1         -            153 14381at5820          -             87   0.00045   19.3   0.2   1   1   4.4e-06   0.00069   18.7   0.2    15    76    65   125    48   133 0.88 | transcript=PVW1_110039200_t1 | gene=PVW1_110039200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H050] | location=CAJZCX010000008:1455048-1456485(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472158.1         -           1078 14381at5820          -             87   0.00048   19.2   0.1   1   1   7.9e-06    0.0012   17.9   0.1    21    79   234   292   223   301 0.85 | transcript=PVW1_140034000_t1 | gene=PVW1_140034000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1242143-1245379(+) | protein_length=1078 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 14381at5820          -             87   0.00049   19.1   0.0   1   2     0.018       2.8    7.1   0.0    13    76     9    71     3    78 0.80 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 14381at5820          -             87   0.00049   19.1   0.0   2   2    0.0028      0.43    9.7   0.0    29    75   173   218   161   225 0.85 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 14381at5820          -             87   0.00059   18.9   1.9   1   2   7.8e-06    0.0012   17.9   0.1    12    77   314   371   307   376 0.87 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
