#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472073.1         -           2847 366at5820            -           2063         0 2875.6  52.5   1   1         0         0 2873.5  52.5     1  2062     1  2842     1  2843 0.85 | transcript=PVW1_140028200_t1 | gene=PVW1_140028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1006099-1015333(-) | protein_length=2847 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474056.1         -            369 366at5820            -           2063       0.2    7.1   5.1   1   1    0.0013       0.2    7.0   5.1   610   688   259   347   123   362 0.58 | transcript=PVW1_120085800_t1 | gene=PVW1_120085800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3455471-3456687(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473912.1         -            527 366at5820            -           2063      0.22    6.9  58.2   1   1    0.0018      0.28    6.6  58.2   436   757   122   483    62   523 0.60 | transcript=PVW1_120074700_t1 | gene=PVW1_120074700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2932948-2934685(-) | protein_length=527 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472520.1         -            332 366at5820            -           2063      0.33    6.3  35.3   1   1    0.0025       0.4    6.1  35.3   477   716    10   319     3   332 0.43 | transcript=PVW1_140068400_t1 | gene=PVW1_140068400 | organism=Plasmodium_vivax_PvW1 | gene_product=C3H1-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL30] | transcript_product=C3H1-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL30] | location=CAJZCX010000003:2736162-2738833(-) | protein_length=332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473813.1         -            323 366at5820            -           2063      0.39    6.1  26.2   1   1     0.003      0.46    5.8  26.2   341   612    24   296    21   323 0.37 | transcript=PVW1_120069100_t1 | gene=PVW1_120069100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2682084-2684503(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479965.1         -            298 366at5820            -           2063      0.56    5.6  50.8   1   1    0.0043      0.68    5.3  50.8   588   721   157   291    71   298 0.41 | transcript=PVW1_050034200_t1 | gene=PVW1_050034200 | organism=Plasmodium_vivax_PvW1 | gene_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | transcript_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | location=CAJZCX010000010:1227612-1228881(+) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 366at5820            -           2063      0.59    5.5   9.6   1   1    0.0045      0.69    5.3   9.6   402   558   139   300   135   316 0.52 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 366at5820            -           2063      0.66    5.3  10.5   1   1    0.0057      0.89    4.9  10.5   513   684  1149  1311  1107  1400 0.47 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475154.1         -            438 366at5820            -           2063      0.94    4.8  26.5   1   1    0.0074       1.2    4.5  26.5   442   650    70   362    17   427 0.27 | transcript=PVW1_100055200_t1 | gene=PVW1_100055200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2249237-2250553(-) | protein_length=438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476511.1         -            375 366at5820            -           2063         1    4.7  18.6   1   1    0.0076       1.2    4.5  18.6   558   701   195   356    83   368 0.39 | transcript=PVW1_090007400_t1 | gene=PVW1_090007400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:160979-162224(+) | protein_length=375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476958.1         -            310 366at5820            -           2063       1.1    4.7  24.1   1   1    0.0077       1.2    4.5  24.1   466   658    74   269     9   305 0.32 | transcript=PVW1_090031800_t1 | gene=PVW1_090031800 | organism=Plasmodium_vivax_PvW1 | gene_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | transcript_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | location=CAJZCX010000007:1198889-1200227(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472671.1         -            318 366at5820            -           2063       1.1    4.6  28.4   1   1    0.0078       1.2    4.5  28.4   511   706    62   247     2   315 0.31 | transcript=PVW1_140077900_t1 | gene=PVW1_140077900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:3123948-3124904(-) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 366at5820            -           2063       1.1    4.6  10.2   1   1     0.008       1.2    4.4  10.2   594   667    92   199    37   318 0.48 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475019.1         -            143 366at5820            -           2063       1.5    4.2  12.5   1   1      0.01       1.6    4.1  12.5   531   630    36   129     2   136 0.45 | transcript=PVW1_100048700_t1 | gene=PVW1_100048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1989656-1990346(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478075.1         -            519 366at5820            -           2063       1.6    4.1  34.9   1   1     0.013         2    3.8  34.9   455   694    80   372    37   509 0.30 | transcript=PVW1_110044600_t1 | gene=PVW1_110044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1670337-1672023(+) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480665.1         -           2160 366at5820            -           2063       1.8    3.9  31.7   1   1     0.016       2.5    3.4  31.7   406   657   369   669   357   778 0.55 | transcript=PVW1_070033900_t1 | gene=PVW1_070033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1237512-1243994(-) | protein_length=2160 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484892.1         -            283 366at5820            -           2063       2.2    3.6  27.1   1   1     0.016       2.4    3.5  27.1   531   676    65   225    12   282 0.33 | transcript=PVW1_010015200_t1 | gene=PVW1_010015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:496374-497225(-) | protein_length=283 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478828.1         -            381 366at5820            -           2063       2.4    3.5  22.9   1   1     0.018       2.8    3.3  22.9   560   721    91   222     4   281 0.37 | transcript=PVW1_080015800_t1 | gene=PVW1_080015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:517891-519976(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474889.1         -            764 366at5820            -           2063         3    3.1  21.2   1   1     0.026         4    2.7  21.2   475   702   384   619   247   675 0.42 | transcript=PVW1_100038400_t1 | gene=PVW1_100038400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1552423-1554717(-) | protein_length=764 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478726.1         -            444 366at5820            -           2063       3.3    3.0  13.6   1   1      0.03       4.7    2.5  13.6   513   673    29   221     3   262 0.32 | transcript=PVW1_080011000_t1 | gene=PVW1_080011000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:310984-312529(-) | protein_length=444 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481818.1         -            343 366at5820            -           2063       3.4    3.0  19.0   1   1     0.026       4.1    2.7  19.0   537   737   127   327    23   340 0.37 | transcript=PVW1_060027200_t1 | gene=PVW1_060027200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:901952-902983(+) | protein_length=343 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474018.1         -            340 366at5820            -           2063       5.2    2.4   9.8   1   1     0.039       6.1    2.1   9.8   507   632    36   168    17   226 0.37 | transcript=PVW1_120082900_t1 | gene=PVW1_120082900 | organism=Plasmodium_vivax_PvW1 | gene_product=Copper transport protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHX4] | transcript_product=Copper transport protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHX4] | location=CAJZCX010000004:3313500-3314687(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472519.1         -            205 366at5820            -           2063       5.5    2.3  32.0   1   1     0.042       6.5    2.0  32.0   582   704    45   179    14   201 0.28 | transcript=PVW1_140068300_t1 | gene=PVW1_140068300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2734847-2735812(+) | protein_length=205 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477804.1         -            519 366at5820            -           2063       5.6    2.3  17.4   1   1     0.038         6    2.2  17.4   508   683   169   354    40   440 0.45 | transcript=PVW1_110027800_t1 | gene=PVW1_110027800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1010996-1012555(+) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479995.1         -            576 366at5820            -           2063       6.4    2.1  61.5   1   1     0.055       8.6    1.6  61.5   409   742   209   560   179   567 0.31 | transcript=PVW1_050037000_t1 | gene=PVW1_050037000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1368814-1370544(-) | protein_length=576 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478753.1         -            529 366at5820            -           2063       6.7    2.0  24.8   1   1     0.058       9.1    1.6  24.8   551   681   383   509   362   528 0.40 | transcript=PVW1_080012200_t1 | gene=PVW1_080012200 | organism=Plasmodium_vivax_PvW1 | gene_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | transcript_product=Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBE6] | location=CAJZCX010000009:348873-351173(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473355.1         -            448 366at5820            -           2063       7.2    1.9  13.3   1   1     0.052         8    1.7  13.3   472   685    44   331    27   402 0.41 | transcript=PVW1_120034300_t1 | gene=PVW1_120034300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1272466-1273812(+) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477183.1         -            435 366at5820            -           2063       7.8    1.8  63.5   1   1     0.079        12    1.1  63.5   458   720    64   426    20   434 0.39 | transcript=PVW1_090045400_t1 | gene=PVW1_090045400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1800326-1801811(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485429.1         -            295 366at5820            -           2063         9    1.6  14.6   1   1     0.063       9.8    1.4  14.6   545   701    37   160     6   291 0.26 | transcript=PVW1_000014000_t1 | gene=PVW1_000014000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000017:407087-408064(-) | protein_length=295 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/366at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/366at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/366at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:13 2026
# [ok]
