#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482429.1         -           1595 1547at5820           -           1023         0 1686.7  60.4   1   5   6.6e-66   3.1e-63  212.3   9.0     1   197   111   367   111   377 0.79 | transcript=PVW1_040015100_t1 | gene=PVW1_040015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:455532-460319(-) | protein_length=1595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1547at5820           -           1023   1.9e-63  213.0  54.0   1   6      0.41   1.9e+02   -2.2   0.9   231   271    12    52     3    62 0.61 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1547at5820           -           1023   1.9e-63  213.0  54.0   2   6   2.2e-40     1e-37  127.8  12.2   379   556   223   413   216   435 0.84 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1547at5820           -           1023   1.9e-63  213.0  54.0   3   6   0.00068      0.32    7.0   2.9   589   632   540   583   506   604 0.79 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1547at5820           -           1023   1.9e-63  213.0  54.0   4   6    0.0005      0.23    7.4   0.1   641   678   719   757   705   777 0.80 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1547at5820           -           1023   1.9e-63  213.0  54.0   5   6   0.00062      0.29    7.1   2.1   670   721   806   857   777   875 0.85 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479812.1         -           1106 1547at5820           -           1023   1.9e-63  213.0  54.0   6   6   2.7e-29   1.3e-26   91.1   0.4   726   829   979  1081   969  1093 0.95 | transcript=PVW1_050021600_t1 | gene=PVW1_050021600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:724089-728412(+) | protein_length=1106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485086.1         -           1091 1547at5820           -           1023   1.5e-62  210.0  17.4   1   2   1.6e-43   7.6e-41  138.2   5.3   380   671   127   434    83   444 0.82 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485086.1         -           1091 1547at5820           -           1023   1.5e-62  210.0  17.4   2   2   4.8e-28   2.3e-25   86.9   4.2   680   852   525   698   512   774 0.78 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1547at5820           -           1023   1.3e-43  147.3  19.7   1   5   5.2e-11   2.4e-08   30.6   0.5   361   420   208   267   178   275 0.80 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1547at5820           -           1023   1.3e-43  147.3  19.7   2   5   0.00066      0.31    7.0   0.2   427   485   373   429   369   447 0.75 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1547at5820           -           1023   1.3e-43  147.3  19.7   3   5   1.4e-15   6.7e-13   45.6   0.0   488   549   956  1018   951  1045 0.84 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1547at5820           -           1023   1.3e-43  147.3  19.7   4   5     0.058        27    0.6   0.1   627   672  1130  1176  1089  1194 0.81 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472593.1         -           1589 1547at5820           -           1023   1.3e-43  147.3  19.7   5   5   7.2e-24   3.4e-21   73.1   1.5   675   831  1410  1566  1398  1578 0.88 | transcript=PVW1_140074400_t1 | gene=PVW1_140074400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2956140-2961100(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477692.1         -            877 1547at5820           -           1023   7.4e-39  131.6   9.8   1   1   1.2e-40   5.4e-38  128.7   9.8   373   826   304   758   291   765 0.82 | transcript=PVW1_110019900_t1 | gene=PVW1_110019900 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZK5] | transcript_product=DNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZK5] | location=CAJZCX010000008:644945-647578(-) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1547at5820           -           1023   1.5e-24   84.3  22.7   1   5         4   1.9e+03   -5.5   2.7   211   237   156   184    72   249 0.49 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1547at5820           -           1023   1.5e-24   84.3  22.7   2   5   1.7e-06   0.00077   15.6   0.0   401   421   725   745   721   754 0.90 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1547at5820           -           1023   1.5e-24   84.3  22.7   3   5     0.026        12    1.8   0.0   425   493   778   847   770   850 0.77 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1547at5820           -           1023   1.5e-24   84.3  22.7   4   5   3.2e-15   1.5e-12   44.5   3.5   491   670   957  1137   952  1154 0.85 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473224.1         -           1529 1547at5820           -           1023   1.5e-24   84.3  22.7   5   5   8.7e-12   4.1e-09   33.1   0.1   754   835  1416  1498  1318  1507 0.74 | transcript=PVW1_120026000_t1 | gene=PVW1_120026000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:961488-966548(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472342.1         -            717 1547at5820           -           1023     1e-05   21.9   0.3   1   1   4.1e-08   1.9e-05   20.9   0.3   700   801   574   672   540   680 0.81 | transcript=PVW1_140051600_t1 | gene=PVW1_140051600 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA helicase 60, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5D5] | transcript_product=DNA helicase 60, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5D5] | location=CAJZCX010000003:2018402-2020555(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 1547at5820           -           1023   0.00023   17.4   0.0   1   2       1.1   5.3e+02   -3.7   9.1    75   274    67   152    30   192 0.52 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 1547at5820           -           1023   0.00023   17.4   0.0   2   2   4.8e-07   0.00023   17.4   0.0   698   803   467   569   453   587 0.86 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473603.1         -            398 1547at5820           -           1023   0.00047   16.4   1.4   1   2      0.24   1.1e+02   -1.5   0.0   325   362   208   244   195   247 0.90 | transcript=PVW1_120052700_t1 | gene=PVW1_120052700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | location=CAJZCX010000004:1971328-1972870(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473603.1         -            398 1547at5820           -           1023   0.00047   16.4   1.4   2   2     2e-06   0.00094   15.4   0.7   704   810   266   367   256   385 0.88 | transcript=PVW1_120052700_t1 | gene=PVW1_120052700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH16] | location=CAJZCX010000004:1971328-1972870(-) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1547at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1547at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1547at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:18 2026
# [ok]
