#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473942.1         -            786 7357at5820           -            357  4.9e-172  570.4  36.7   1   5   6.3e-69   1.2e-66  223.7   1.4     1   114     1   113     1   135 0.93 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 7357at5820           -            357   3.5e-13   47.8   1.0   3   3   9.9e-09   1.8e-06   25.7   0.0    31   127   373   469   364   482 0.88 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 7357at5820           -            357   4.7e-10   37.5   7.7   1   3     2e-07   3.7e-05   21.4   0.8    19   110    10    93     4   115 0.81 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 7357at5820           -            357   4.7e-10   37.5   7.7   2   3   1.2e-06   0.00023   18.8   0.3    28   118   116   206    86   227 0.80 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 7357at5820           -            357   4.7e-10   37.5   7.7   3   3      0.54        99    0.3   0.1    37   109   216   287   206   304 0.84 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472069.1         -            124 7357at5820           -            357   1.3e-09   36.0   1.1   1   1     8e-12   1.5e-09   35.9   1.1    25   115     3    92     1   119 0.86 | transcript=PVW1_140028000_t1 | gene=PVW1_140028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | location=CAJZCX010000003:1001268-1002138(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 7357at5820           -            357   1.4e-09   36.0  17.0   1   2   3.9e-07   7.2e-05   20.5   0.0    28    90    85   146    69   161 0.87 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 7357at5820           -            357   1.4e-09   36.0  17.0   2   2   9.4e-08   1.7e-05   22.5   7.7    24   133   164   276   147   289 0.71 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477759.1         -            670 7357at5820           -            357   5.7e-09   34.0  10.5   1   2   1.8e-05    0.0034   15.0   0.7    42   112    39   112     2   113 0.71 | transcript=PVW1_110025600_t1 | gene=PVW1_110025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:895470-897482(-) | protein_length=670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477759.1         -            670 7357at5820           -            357   5.7e-09   34.0  10.5   2   2   1.2e-10   2.3e-08   32.0   3.3     8   132   109   227   106   247 0.80 | transcript=PVW1_110025600_t1 | gene=PVW1_110025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:895470-897482(-) | protein_length=670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 7357at5820           -            357   1.5e-08   32.6   0.7   1   1   9.7e-11   1.8e-08   32.3   0.7    31   112     9    89     3   135 0.91 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 7357at5820           -            357   2.4e-08   31.9   0.3   1   1   1.4e-10   2.6e-08   31.8   0.3    30   110    35   115     7   119 0.86 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477014.1         -            156 7357at5820           -            357   4.1e-08   31.2   0.8   1   1   2.6e-10   4.7e-08   31.0   0.8    31   144     5   122     2   143 0.82 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 7357at5820           -            357   2.5e-07   28.6   8.5   1   3       0.6   1.1e+02    0.1   0.6    33   110   413   489   386   521 0.62 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 7357at5820           -            357   2.5e-07   28.6   8.5   2   3    0.0018      0.32    8.5   0.1    19   132   547   660   539   670 0.72 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 7357at5820           -            357   2.5e-07   28.6   8.5   3   3   7.2e-08   1.3e-05   22.9   0.8    27   108   672   752   631   754 0.90 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 7357at5820           -            357   2.6e-07   28.5   0.0   1   2   1.4e-09   2.6e-07   28.5   0.0    28   119    11   102     2   106 0.89 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 7357at5820           -            357   2.6e-07   28.5   0.0   2   2         4   7.3e+02   -2.6   2.2   117   162   183   228   112   259 0.66 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480606.1         -            202 7357at5820           -            357   1.5e-06   26.1   0.1   1   1   1.1e-08   1.9e-06   25.6   0.1    20   109    61   149    40   165 0.84 | transcript=PVW1_070028800_t1 | gene=PVW1_070028800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | location=CAJZCX010000011:1050271-1051729(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 7357at5820           -            357   1.5e-06   26.0   0.0   1   2       0.1        19    2.7   0.0    34   114    11    93     4   117 0.78 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 7357at5820           -            357   1.5e-06   26.0   0.0   2   2   2.4e-07   4.4e-05   21.2   0.0    36   110   161   234   154   243 0.89 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479862.1         -            269 7357at5820           -            357   4.1e-06   24.6   0.1   1   2       6.3   1.2e+03   -3.2   5.8   119   179    22    87     5   117 0.54 | transcript=PVW1_050024900_t1 | gene=PVW1_050024900 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | transcript_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | location=CAJZCX010000010:840499-842671(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479862.1         -            269 7357at5820           -            357   4.1e-06   24.6   0.1   2   2   2.2e-08   4.1e-06   24.6   0.1    30   106   188   264   160   269 0.82 | transcript=PVW1_050024900_t1 | gene=PVW1_050024900 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | transcript_product=Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X2] | location=CAJZCX010000010:840499-842671(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 7357at5820           -            357   7.5e-06   23.7   0.4   1   3     0.001      0.19    9.2   0.1    18    66    68   118    50   154 0.65 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 7357at5820           -            357   7.5e-06   23.7   0.4   2   3   0.00048     0.087   10.3   1.0    30    97   180   246   164   262 0.85 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476216.1         -            503 7357at5820           -            357   7.5e-06   23.7   0.4   3   3   4.1e-08   7.5e-06   23.7   0.4    34   112   398   476   393   500 0.83 | transcript=PVW1_130045500_t1 | gene=PVW1_130045500 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | transcript_product=CUGBP Elav-like family member 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ10] | location=CAJZCX010000006:1784793-1786304(-) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475149.1         -            441 7357at5820           -            357   1.3e-05   22.9   0.1   1   1     7e-08   1.3e-05   22.9   0.1    32   161    14   143     6   154 0.90 | transcript=PVW1_100054700_t1 | gene=PVW1_100054700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2232588-2234127(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480787.1         -            725 7357at5820           -            357   1.3e-05   22.9   0.1   1   1   1.8e-07   3.3e-05   21.6   0.1    30   108     7    85     2    92 0.86 | transcript=PVW1_070038500_t1 | gene=PVW1_070038500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | location=CAJZCX010000011:1415765-1417942(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 7357at5820           -            357   1.7e-05   22.5   7.8   1   2     0.016         3    5.3   0.4    31    86    96   150    88   214 0.79 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 7357at5820           -            357   1.7e-05   22.5   7.8   2   2   3.7e-07   6.8e-05   20.6   2.0    14   103   287   378   277   391 0.84 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 7357at5820           -            357   2.6e-05   21.9  18.1   1   5       2.3   4.2e+02   -1.8   1.7    32    56    41    66    15   123 0.59 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 7357at5820           -            357   2.6e-05   21.9  18.1   2   5     0.011       1.9    5.9  11.7    34   150   464   583   442   597 0.70 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 7357at5820           -            357   2.6e-05   21.9  18.1   3   5   6.2e-05     0.011   13.2   0.2    30    87   713   764   701   771 0.83 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 7357at5820           -            357   2.6e-05   21.9  18.1   4   5      0.15        27    2.1   5.2    28   120   863   968   842   979 0.66 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 7357at5820           -            357   2.6e-05   21.9  18.1   5   5     3e-07   5.5e-05   20.9  13.0    26   177   978  1122   965  1123 0.79 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 7357at5820           -            357   3.7e-05   21.4   2.7   1   2    0.0001     0.018   12.6   0.3    18   105     8    95     3   108 0.90 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 7357at5820           -            357   3.7e-05   21.4   2.7   2   2   0.00093      0.17    9.4   0.3    31   112   108   188    94   207 0.81 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 7357at5820           -            357   4.8e-05   21.1   2.2   1   2       7.2   1.3e+03   -3.4   3.7   115   139    37    61     7    86 0.50 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 7357at5820           -            357   4.8e-05   21.1   2.2   2   2   2.6e-07   4.8e-05   21.1   2.2    28   113    84   169    66   210 0.74 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477646.1         -            181 7357at5820           -            357   8.8e-05   20.2   6.9   1   1   5.7e-07    0.0001   20.0   6.9    25   153    46   175    37   181 0.77 | transcript=PVW1_110017300_t1 | gene=PVW1_110017300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZR6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZR6] | location=CAJZCX010000008:516751-518073(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
