#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475043.1         -           1569 1444at5820           -           1093         0 1883.8  58.3   1   6   2.1e-47   1.4e-44  150.8   0.3     1   107    32   141    32   145 0.95 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481387.1         -           1875 1444at5820           -           1093   5.4e-09   33.0   2.0   1   2   1.1e-07   7.4e-05   19.3   0.1   852   908  1058  1114  1039  1126 0.90 | transcript=PVW1_060013400_t1 | gene=PVW1_060013400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:366202-371829(-) | protein_length=1875 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481387.1         -           1875 1444at5820           -           1093   5.4e-09   33.0   2.0   2   2     1e-05     0.007   12.8   0.2   884   942  1133  1194  1118  1222 0.70 | transcript=PVW1_060013400_t1 | gene=PVW1_060013400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:366202-371829(-) | protein_length=1875 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476780.1         -            366 1444at5820           -           1093     6e-09   32.8   0.1   1   1   1.2e-11   8.4e-09   32.4   0.1   853   914   289   352   252   360 0.88 | transcript=PVW1_090024200_t1 | gene=PVW1_090024200 | organism=Plasmodium_vivax_PvW1 | gene_product=ACB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCP2] | transcript_product=ACB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCP2] | location=CAJZCX010000007:866739-867839(-) | protein_length=366 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 1444at5820           -           1093   2.6e-08   30.7   0.0   1   2   8.1e-09   5.4e-06   23.0   0.0   846   944    89   189    61   196 0.88 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 1444at5820           -           1093   2.6e-08   30.7   0.0   2   2   5.2e-06    0.0035   13.7   0.0   848   902   155   211   148   225 0.88 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479697.1         -            185 1444at5820           -           1093   1.7e-06   24.7   0.5   1   1   3.3e-09   2.2e-06   24.3   0.5   835   966    30   167     6   180 0.81 | transcript=PVW1_050014100_t1 | gene=PVW1_050014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:439620-441063(-) | protein_length=185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480390.1         -           1080 1444at5820           -           1093     1e-05   22.1   3.8   1   1     3e-08     2e-05   21.2   3.8   312   412   570   667   548   670 0.85 | transcript=PVW1_070015000_t1 | gene=PVW1_070015000 | organism=Plasmodium_vivax_PvW1 | gene_product=SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ3] | transcript_product=SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ3] | location=CAJZCX010000011:517225-520467(-) | protein_length=1080 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1444at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1444at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1444at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:30 2026
# [ok]
