#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480322.1         -           1119 3149at5820           -            567  2.4e-246  817.3  55.8   1   5   4.3e-67   2.6e-64  216.3   2.1     1   119     1   134     1   201 0.86 | transcript=PVW1_070010100_t1 | gene=PVW1_070010100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:292035-295394(-) | protein_length=1119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477463.1         -            494 3149at5820           -            567   1.2e-12   45.8  29.7   1   3   1.2e-07   7.3e-05   20.1  17.5    38   333    19   330    15   346 0.58 | transcript=PVW1_110008700_t1 | gene=PVW1_110008700 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV2] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV2] | location=CAJZCX010000008:172928-174412(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477463.1         -            494 3149at5820           -            567   1.2e-12   45.8  29.7   2   3      0.13        79    0.1   0.0   514   543   342   371   330   376 0.77 | transcript=PVW1_110008700_t1 | gene=PVW1_110008700 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV2] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV2] | location=CAJZCX010000008:172928-174412(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477463.1         -            494 3149at5820           -            567   1.2e-12   45.8  29.7   3   3   3.9e-11   2.3e-08   31.6   2.6   453   559   374   490   368   493 0.81 | transcript=PVW1_110008700_t1 | gene=PVW1_110008700 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV2] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV2] | location=CAJZCX010000008:172928-174412(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483243.1         -            380 3149at5820           -            567   2.4e-12   44.7  27.8   1   6   0.00066       0.4    7.7   0.4    33    70     7    44     2    66 0.59 | transcript=PVW1_030013900_t1 | gene=PVW1_030013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | location=CAJZCX010000014:443294-444773(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483243.1         -            380 3149at5820           -            567   2.4e-12   44.7  27.8   2   6    0.0048       2.9    4.9   0.3   515   557    68   110    60   112 0.89 | transcript=PVW1_030013900_t1 | gene=PVW1_030013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | location=CAJZCX010000014:443294-444773(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483243.1         -            380 3149at5820           -            567   2.4e-12   44.7  27.8   3   6   1.7e-07    0.0001   19.6   0.1   478   561   116   199   112   204 0.94 | transcript=PVW1_030013900_t1 | gene=PVW1_030013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | location=CAJZCX010000014:443294-444773(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483243.1         -            380 3149at5820           -            567   2.4e-12   44.7  27.8   4   6   5.6e-07   0.00034   17.9   1.5   470   510   207   250   197   277 0.75 | transcript=PVW1_030013900_t1 | gene=PVW1_030013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | location=CAJZCX010000014:443294-444773(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483243.1         -            380 3149at5820           -            567   2.4e-12   44.7  27.8   5   6      0.34   2.1e+02   -1.2   0.4   200   237   264   301   253   310 0.66 | transcript=PVW1_030013900_t1 | gene=PVW1_030013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | location=CAJZCX010000014:443294-444773(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483243.1         -            380 3149at5820           -            567   2.4e-12   44.7  27.8   6   6   3.1e-05     0.019   12.1   0.5   512   554   334   376   324   379 0.92 | transcript=PVW1_030013900_t1 | gene=PVW1_030013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW1] | location=CAJZCX010000014:443294-444773(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479709.1         -            318 3149at5820           -            567   3.4e-11   41.0   1.7   1   3   1.3e-07     8e-05   19.9   0.1   469   539    26    96     3   120 0.79 | transcript=PVW1_050015300_t1 | gene=PVW1_050015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Dicarboxylate/tricarboxylate carrier, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8N2] | transcript_product=Dicarboxylate/tricarboxylate carrier, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8N2] | location=CAJZCX010000010:486145-487101(-) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479709.1         -            318 3149at5820           -            567   3.4e-11   41.0   1.7   2   3   2.9e-05     0.018   12.2   0.0   480   559   131   215   126   220 0.78 | transcript=PVW1_050015300_t1 | gene=PVW1_050015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Dicarboxylate/tricarboxylate carrier, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8N2] | transcript_product=Dicarboxylate/tricarboxylate carrier, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8N2] | location=CAJZCX010000010:486145-487101(-) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479709.1         -            318 3149at5820           -            567   3.4e-11   41.0   1.7   3   3   0.00048      0.29    8.2   0.4   464   561   212   315   196   317 0.67 | transcript=PVW1_050015300_t1 | gene=PVW1_050015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Dicarboxylate/tricarboxylate carrier, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8N2] | transcript_product=Dicarboxylate/tricarboxylate carrier, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8N2] | location=CAJZCX010000010:486145-487101(-) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480367.1         -            515 3149at5820           -            567   5.9e-08   30.3  15.4   1   3    0.0042       2.5    5.1   0.5   304   374    98   169    89   216 0.61 | transcript=PVW1_070013800_t1 | gene=PVW1_070013800 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ8] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ8] | location=CAJZCX010000011:470808-472544(+) | protein_length=515 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480367.1         -            515 3149at5820           -            567   5.9e-08   30.3  15.4   2   3   3.5e-06    0.0021   15.2   2.7   479   560   220   300   187   306 0.72 | transcript=PVW1_070013800_t1 | gene=PVW1_070013800 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ8] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ8] | location=CAJZCX010000011:470808-472544(+) | protein_length=515 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480367.1         -            515 3149at5820           -            567   5.9e-08   30.3  15.4   3   3     5e-07    0.0003   18.0   0.4   479   557   418   506   376   512 0.72 | transcript=PVW1_070013800_t1 | gene=PVW1_070013800 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ8] | transcript_product=Mitochondrial carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ8] | location=CAJZCX010000011:470808-472544(+) | protein_length=515 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472307.1         -            306 3149at5820           -            567   3.3e-06   24.5   0.1   1   3      0.15        90   -0.1   0.1   492   565    19    88    15    90 0.64 | transcript=PVW1_140048300_t1 | gene=PVW1_140048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1895602-1896522(+) | protein_length=306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472307.1         -            306 3149at5820           -            567   3.3e-06   24.5   0.1   2   3     0.081        49    0.8   2.1   469   537    84   147    65   158 0.76 | transcript=PVW1_140048300_t1 | gene=PVW1_140048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1895602-1896522(+) | protein_length=306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472307.1         -            306 3149at5820           -            567   3.3e-06   24.5   0.1   3   3   5.4e-09   3.3e-06   24.5   0.1   482   544   228   290   223   297 0.92 | transcript=PVW1_140048300_t1 | gene=PVW1_140048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1895602-1896522(+) | protein_length=306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475316.1         -            323 3149at5820           -            567   5.5e-06   23.8   3.2   1   3   9.3e-08   5.6e-05   20.4   0.1   292   379    24   115     6   125 0.75 | transcript=PVW1_130008100_t1 | gene=PVW1_130008100 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial phosphate carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2V5] | transcript_product=Mitochondrial phosphate carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2V5] | location=CAJZCX010000006:140006-140977(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475316.1         -            323 3149at5820           -            567   5.5e-06   23.8   3.2   2   3     0.012       7.4    3.5   0.2   461   537   113   188   101   212 0.77 | transcript=PVW1_130008100_t1 | gene=PVW1_130008100 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial phosphate carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2V5] | transcript_product=Mitochondrial phosphate carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2V5] | location=CAJZCX010000006:140006-140977(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475316.1         -            323 3149at5820           -            567   5.5e-06   23.8   3.2   3   3      0.16        99   -0.2   0.1   301   349   235   282   200   295 0.75 | transcript=PVW1_130008100_t1 | gene=PVW1_130008100 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitochondrial phosphate carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2V5] | transcript_product=Mitochondrial phosphate carrier protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2V5] | location=CAJZCX010000006:140006-140977(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481845.1         -            301 3149at5820           -            567    0.0066   13.6   6.0   1   3     0.034        21    2.1   0.3   478   550    12    92     5   102 0.60 | transcript=PVW1_060028200_t1 | gene=PVW1_060028200 | organism=Plasmodium_vivax_PvW1 | gene_product=ADP/ATP translocase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUP5] | transcript_product=ADP/ATP translocase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUP5] | location=CAJZCX010000012:948074-948979(-) | protein_length=301 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481845.1         -            301 3149at5820           -            567    0.0066   13.6   6.0   2   3   0.00014     0.088    9.9   2.6   460   557    94   200    77   213 0.68 | transcript=PVW1_060028200_t1 | gene=PVW1_060028200 | organism=Plasmodium_vivax_PvW1 | gene_product=ADP/ATP translocase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUP5] | transcript_product=ADP/ATP translocase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUP5] | location=CAJZCX010000012:948074-948979(-) | protein_length=301 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481845.1         -            301 3149at5820           -            567    0.0066   13.6   6.0   3   3     0.031        19    2.2   0.0   307   534   223   276   196   285 0.52 | transcript=PVW1_060028200_t1 | gene=PVW1_060028200 | organism=Plasmodium_vivax_PvW1 | gene_product=ADP/ATP translocase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUP5] | transcript_product=ADP/ATP translocase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUP5] | location=CAJZCX010000012:948074-948979(-) | protein_length=301 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3149at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3149at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3149at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:54 2026
# [ok]
