#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472194.1         -           1226 2022at5820           -            968         0 1829.1 148.6   1   5   4.6e-47   5.5e-44  148.9   9.1     1    87     1    87     1   105 0.88 | transcript=PVW1_140037400_t1 | gene=PVW1_140037400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1423312-1428451(+) | protein_length=1226 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481336.1         -            725 2022at5820           -            968   0.00014   18.5   1.4   2   2    0.0004      0.48    6.8   0.3   830   893   592   654   542   694 0.80 | transcript=PVW1_060011800_t1 | gene=PVW1_060011800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:287740-289917(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 2022at5820           -            968     0.004   13.7   6.1   1   2   2.5e-05     0.031   10.8   2.7   809   892    73   151    58   166 0.79 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 2022at5820           -            968     0.004   13.7   6.1   2   2    0.0022       2.7    4.3   0.1   873   930   215   276   178   316 0.61 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2022at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2022at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2022at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:48 2026
# [ok]
