#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477266.1         -            797 4394at5820           -            638         0 1114.5  68.0   1   2  6.1e-297  3.7e-294  975.6  59.1     1   520     1   535     1   565 0.97 | transcript=PVW1_090051800_t1 | gene=PVW1_090051800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2063821-2067363(-) | protein_length=797 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 4394at5820           -            638   1.3e-23   81.9  29.4   1   6   2.1e-26   1.3e-23   81.9  29.4    48   498    92   551    60   635 0.73 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 4394at5820           -            638   1.3e-23   81.9  29.4   2   6        10   6.1e+03   -7.8   9.0   379   453   592   674   576   756 0.61 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 4394at5820           -            638   1.3e-23   81.9  29.4   3   6      0.31   1.9e+02   -1.2   0.5   532   577   869   911   804   949 0.69 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 4394at5820           -            638   1.3e-23   81.9  29.4   4   6       4.8   2.9e+03   -5.2  15.6   462   627  1034  1198  1014  1208 0.67 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 4394at5820           -            638   1.3e-23   81.9  29.4   5   6        10   6.1e+03  -17.0  34.0   411   634  1126  1379  1117  1383 0.73 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 4394at5820           -            638   1.3e-23   81.9  29.4   6   6        10   6.1e+03   -8.5   8.1   486   556  1624  1698  1582  1700 0.56 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 4394at5820           -            638   1.3e-20   71.9  55.0   1   3   6.5e-13     4e-10   37.3   4.8     4   109    24   123    22   166 0.82 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 4394at5820           -            638   1.3e-20   71.9  55.0   2   3   4.7e-13   2.9e-10   37.8  28.8   193   489   276   559   232   620 0.68 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 4394at5820           -            638   1.3e-20   71.9  55.0   3   3     0.017        10    2.9   5.4   480   568   815   912   805   966 0.60 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472528.1         -           1472 4394at5820           -            638   3.2e-19   67.4  47.6   1   6   6.8e-14   4.2e-11   40.6  10.7     2   109   109   216   108   226 0.85 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472528.1         -           1472 4394at5820           -            638   3.2e-19   67.4  47.6   2   6   1.9e-07   0.00012   19.3  13.1   172   306   308   444   241   453 0.74 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472528.1         -           1472 4394at5820           -            638   3.2e-19   67.4  47.6   3   6   2.3e-13   1.4e-10   38.8   7.8   316   451   515   647   512   711 0.64 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472528.1         -           1472 4394at5820           -            638   3.2e-19   67.4  47.6   4   6       3.4   2.1e+03   -4.7   0.9    22    55   790   825   784   848 0.35 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472528.1         -           1472 4394at5820           -            638   3.2e-19   67.4  47.6   5   6        10   6.1e+03   -7.4   4.9   427   466   963  1002   916  1055 0.47 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472528.1         -           1472 4394at5820           -            638   3.2e-19   67.4  47.6   6   6        10   6.1e+03   -9.4   9.7   427   508  1370  1453  1348  1468 0.44 | transcript=PVW1_140069200_t1 | gene=PVW1_140069200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2762816-2767234(-) | protein_length=1472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 4394at5820           -            638   1.2e-17   62.1  16.1   1   3     2e-20   1.2e-17   62.1  16.1     1   385    39   387    39   405 0.78 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 4394at5820           -            638   1.2e-17   62.1  16.1   2   3        10   6.1e+03   -6.9   5.8   389   422   467   499   446   532 0.45 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 4394at5820           -            638   1.2e-17   62.1  16.1   3   3        10   6.1e+03   -6.9   6.1   378   564   938   969   900  1084 0.58 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485002.1         -            808 4394at5820           -            638   1.9e-11   41.7  16.5   1   2   3.2e-14   1.9e-11   41.7  16.5    51   376   119   419   102   434 0.80 | transcript=PVW1_010018300_t1 | gene=PVW1_010018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:595397-598644(+) | protein_length=808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485002.1         -            808 4394at5820           -            638   1.9e-11   41.7  16.5   2   2      0.48   2.9e+02   -1.9   1.0   498   544   506   539   474   575 0.48 | transcript=PVW1_010018300_t1 | gene=PVW1_010018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:595397-598644(+) | protein_length=808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483569.1         -           2302 4394at5820           -            638   2.8e-09   34.5  22.4   1   3        10   6.1e+03   -7.7   3.6   374   404   114   144   111   149 0.72 | transcript=PVW1_030027900_t1 | gene=PVW1_030027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:974221-981129(+) | protein_length=2302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483569.1         -           2302 4394at5820           -            638   2.8e-09   34.5  22.4   2   3   8.9e-06    0.0054   13.8   0.1    45   108   294   356   259   372 0.83 | transcript=PVW1_030027900_t1 | gene=PVW1_030027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:974221-981129(+) | protein_length=2302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483569.1         -           2302 4394at5820           -            638   2.8e-09   34.5  22.4   3   3   3.7e-10   2.2e-07   28.2   7.2   191   370   690   854   685   867 0.78 | transcript=PVW1_030027900_t1 | gene=PVW1_030027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:974221-981129(+) | protein_length=2302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4394at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4394at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4394at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:24 2026
# [ok]
