#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474745.1         -            250 10996at5820          -            217  1.5e-123  409.1  16.9   1   1    1e-125  6.9e-123  406.9  16.9     1   217    15   249    15   249 0.95 | transcript=PVW1_100027000_t1 | gene=PVW1_100027000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYA1] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYA1] | location=CAJZCX010000005:1073731-1075857(-) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479067.1         -            575 10996at5820          -            217   2.7e-33  114.0  52.9   2   5   3.2e-12   2.2e-09   35.9   4.6    87   146   311   370   305   375 0.88 | transcript=PVW1_080025400_t1 | gene=PVW1_080025400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:935586-937313(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479067.1         -            575 10996at5820          -            217   2.7e-33  114.0  52.9   3   5   6.4e-10   4.3e-07   28.4   2.9    89   148   374   433   370   436 0.89 | transcript=PVW1_080025400_t1 | gene=PVW1_080025400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:935586-937313(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479067.1         -            575 10996at5820          -            217   2.7e-33  114.0  52.9   4   5   1.1e-09   7.6e-07   27.6   6.0    89   149   435   496   432   510 0.86 | transcript=PVW1_080025400_t1 | gene=PVW1_080025400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:935586-937313(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479067.1         -            575 10996at5820          -            217   2.7e-33  114.0  52.9   5   5   1.4e-05    0.0093   14.2   0.9    96   132   503   537   496   546 0.83 | transcript=PVW1_080025400_t1 | gene=PVW1_080025400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:935586-937313(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475760.1         -            378 10996at5820          -            217   3.2e-32  110.5  35.8   1   4   8.2e-10   5.5e-07   28.0   5.5    65   146    32   107    22   111 0.80 | transcript=PVW1_130027200_t1 | gene=PVW1_130027200 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | location=CAJZCX010000006:996469-999981(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475760.1         -            378 10996at5820          -            217   3.2e-32  110.5  35.8   2   4   7.3e-15   4.9e-12   44.5   9.3    87   186   109   209   107   215 0.84 | transcript=PVW1_130027200_t1 | gene=PVW1_130027200 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | location=CAJZCX010000006:996469-999981(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475760.1         -            378 10996at5820          -            217   3.2e-32  110.5  35.8   3   4   1.5e-06     0.001   17.3   3.4    66   146   155   229   155   235 0.86 | transcript=PVW1_130027200_t1 | gene=PVW1_130027200 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | location=CAJZCX010000006:996469-999981(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475760.1         -            378 10996at5820          -            217   3.2e-32  110.5  35.8   4   4   3.3e-16   2.2e-13   48.9   6.2    65   187   215   338   211   347 0.89 | transcript=PVW1_130027200_t1 | gene=PVW1_130027200 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIQ9] | location=CAJZCX010000006:996469-999981(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 10996at5820          -            217   1.3e-30  105.3  50.8   1   4   1.5e-10     1e-07   30.4   5.7    60   136    77   150    31   155 0.85 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 10996at5820          -            217   1.3e-30  105.3  50.8   2   4   1.9e-21   1.3e-18   66.1  17.9    67   198   156   286   150   286 0.85 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 10996at5820          -            217   1.3e-30  105.3  50.8   3   4   0.00059       0.4    8.9   8.6    89   147   293   353   276   362 0.77 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473392.1         -            481 10996at5820          -            217   1.3e-30  105.3  50.8   4   4   9.4e-05     0.064   11.5   0.4    84   131   366   413   356   419 0.80 | transcript=PVW1_120037600_t1 | gene=PVW1_120037600 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGM5] | location=CAJZCX010000004:1368960-1370405(-) | protein_length=481 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 10996at5820          -            217   7.5e-26   89.7  41.7   1   4   7.7e-10   5.2e-07   28.1   1.8   131   189   233   292   206   296 0.88 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 10996at5820          -            217   7.5e-26   89.7  41.7   2   4     3e-10     2e-07   29.4   7.7   112   190   274   356   271   359 0.88 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 10996at5820          -            217   7.5e-26   89.7  41.7   3   4   1.5e-12     1e-09   37.0  11.8    66   189   360   485   356   489 0.87 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 10996at5820          -            217   7.5e-26   89.7  41.7   4   4   6.9e-06    0.0047   15.2   1.2    67   128   490   547   486   553 0.86 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 10996at5820          -            217   1.4e-20   72.5  33.1   1   5   1.7e-13   1.2e-10   40.0   3.0    27   155   160   282   134   300 0.79 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 10996at5820          -            217   1.4e-20   72.5  33.1   2   5   1.6e-07   0.00011   20.5   3.6    99   170   303   376   296   380 0.82 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 10996at5820          -            217   1.4e-20   72.5  33.1   3   5   5.1e-05     0.035   12.3   1.1    90   149   356   419   352   423 0.79 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 10996at5820          -            217   1.4e-20   72.5  33.1   4   5   3.5e-08   2.4e-05   22.7   1.5    67   146   404   481   399   487 0.81 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 10996at5820          -            217   1.4e-20   72.5  33.1   5   5    0.0024       1.6    6.9   0.8    87   140   484   537   478   544 0.82 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477753.1         -            282 10996at5820          -            217   1.8e-13   49.2  12.4   1   2   0.00033      0.22    9.7   0.3    66   146    57   141    20   144 0.61 | transcript=PVW1_110025000_t1 | gene=PVW1_110025000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | location=CAJZCX010000008:852761-855014(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477753.1         -            282 10996at5820          -            217   1.8e-13   49.2  12.4   2   2   1.5e-14     1e-11   43.5   6.6    84   188   142   246   141   248 0.89 | transcript=PVW1_110025000_t1 | gene=PVW1_110025000 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | transcript_product=CPW-WPC family protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZP7] | location=CAJZCX010000008:852761-855014(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477859.1         -            185 10996at5820          -            217     0.015   13.5   5.6   1   1   3.4e-05     0.023   12.9   5.1   134   188    98   152    68   167 0.85 | transcript=PVW1_110030800_t1 | gene=PVW1_110030800 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW_WPC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZY0] | transcript_product=CPW_WPC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZY0] | location=CAJZCX010000008:1129484-1131250(-) | protein_length=185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10996at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10996at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10996at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:05 2026
# [ok]
