#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478828.1         -            381 10889at5820          -            305  9.6e-129  427.6  67.9   1   2   1.1e-49   2.1e-47  160.5  37.2     1   154     5   161     5   171 0.65 | transcript=PVW1_080015800_t1 | gene=PVW1_080015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:517891-519976(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482742.1         -            191 10889at5820          -            305   6.9e-21   73.4  16.9   2   2   6.7e-21   1.3e-18   65.9  10.0   189   290    69   170    63   176 0.96 | transcript=PVW1_040026400_t1 | gene=PVW1_040026400 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8B9] | transcript_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8B9] | location=CAJZCX010000013:907678-908855(+) | protein_length=191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473683.1         -            326 10889at5820          -            305   5.7e-12   44.1  36.5   1   4     2e-05     0.004   15.1   3.0    41    79    49    87    42    91 0.83 | transcript=PVW1_120060200_t1 | gene=PVW1_120060200 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | transcript_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | location=CAJZCX010000004:2340636-2342146(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473683.1         -            326 10889at5820          -            305   5.7e-12   44.1  36.5   2   4   1.8e-07   3.4e-05   21.9   3.4    36    95    90   149    86   157 0.85 | transcript=PVW1_120060200_t1 | gene=PVW1_120060200 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | transcript_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | location=CAJZCX010000004:2340636-2342146(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473683.1         -            326 10889at5820          -            305   5.7e-12   44.1  36.5   3   4   0.00035     0.068   11.0   8.6    39    84   162   207   139   212 0.77 | transcript=PVW1_120060200_t1 | gene=PVW1_120060200 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | transcript_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | location=CAJZCX010000004:2340636-2342146(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473683.1         -            326 10889at5820          -            305   5.7e-12   44.1  36.5   4   4   3.4e-06   0.00066   17.6  14.8   196   289   169   265   161   270 0.83 | transcript=PVW1_120060200_t1 | gene=PVW1_120060200 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | transcript_product=MORN repeat protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA3] | location=CAJZCX010000004:2340636-2342146(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 10889at5820          -            305   3.5e-09   35.0  17.6   1   3   4.9e-10   9.6e-08   30.2   8.1   183   271    13   103     1   105 0.78 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 10889at5820          -            305   3.5e-09   35.0  17.6   2   3    0.0012      0.24    9.3   1.7   190   227    91   127    85   141 0.83 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 10889at5820          -            305   3.5e-09   35.0  17.6   3   3      0.24        48    1.7   0.2   132   162   784   810   769   858 0.41 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476191.1         -            798 10889at5820          -            305   2.3e-08   32.3  20.6   1   3   1.2e-10   2.3e-08   32.3  20.6   128   276    54   205    29   223 0.74 | transcript=PVW1_130043100_t1 | gene=PVW1_130043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1670537-1673316(+) | protein_length=798 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476191.1         -            798 10889at5820          -            305   2.3e-08   32.3  20.6   2   3       3.9   7.7e+02   -2.3   1.3   107   137   341   371   327   427 0.40 | transcript=PVW1_130043100_t1 | gene=PVW1_130043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1670537-1673316(+) | protein_length=798 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476191.1         -            798 10889at5820          -            305   2.3e-08   32.3  20.6   3   3       0.6   1.2e+02    0.4  10.3    99   181   564   649   525   665 0.39 | transcript=PVW1_130043100_t1 | gene=PVW1_130043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1670537-1673316(+) | protein_length=798 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475830.1         -            148 10889at5820          -            305   6.4e-06   24.3   0.4   1   2   3.2e-08   6.4e-06   24.3   0.4   248   281    12    45     5    48 0.91 | transcript=PVW1_130030200_t1 | gene=PVW1_130030200 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat-containing protein 5 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3A2] | transcript_product=MORN repeat-containing protein 5 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3A2] | location=CAJZCX010000006:1121537-1122500(+) | protein_length=148 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475830.1         -            148 10889at5820          -            305   6.4e-06   24.3   0.4   2   2      0.23        45    1.8   0.9   240   262    49    71    47   107 0.75 | transcript=PVW1_130030200_t1 | gene=PVW1_130030200 | organism=Plasmodium_vivax_PvW1 | gene_product=MORN repeat-containing protein 5 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3A2] | transcript_product=MORN repeat-containing protein 5 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3A2] | location=CAJZCX010000006:1121537-1122500(+) | protein_length=148 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472182.1         -            559 10889at5820          -            305   0.00017   19.6  25.5   1   2       3.5   6.9e+02   -2.1   8.0    96   167    24    95     2   122 0.48 | transcript=PVW1_140036200_t1 | gene=PVW1_140036200 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | location=CAJZCX010000003:1355733-1359106(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472182.1         -            559 10889at5820          -            305   0.00017   19.6  25.5   2   2   8.7e-07   0.00017   19.6  25.5    77   215   249   383   189   391 0.63 | transcript=PVW1_140036200_t1 | gene=PVW1_140036200 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H505] | location=CAJZCX010000003:1355733-1359106(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471879.1         -            470 10889at5820          -            305   0.00065   17.7   1.2   1   1   5.4e-06     0.001   17.0   1.2   104   169    72   137    10   162 0.50 | transcript=PVW1_140016000_t1 | gene=PVW1_140016000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:517563-520661(-) | protein_length=470 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476993.1         -           1017 10889at5820          -            305   0.00073   17.5  61.3   1   4      0.17        34    2.2  23.7    97   274    49   243    14   250 0.58 | transcript=PVW1_090035100_t1 | gene=PVW1_090035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1325338-1328391(+) | protein_length=1017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476993.1         -           1017 10889at5820          -            305   0.00073   17.5  61.3   2   4   0.00028     0.056   11.3   4.5    41    88   252   299   244   307 0.86 | transcript=PVW1_090035100_t1 | gene=PVW1_090035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1325338-1328391(+) | protein_length=1017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476993.1         -           1017 10889at5820          -            305   0.00073   17.5  61.3   3   4     0.004      0.79    7.5   6.6    39    90   319   371   314   376 0.78 | transcript=PVW1_090035100_t1 | gene=PVW1_090035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1325338-1328391(+) | protein_length=1017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476993.1         -           1017 10889at5820          -            305   0.00073   17.5  61.3   4   4    0.0004     0.079   10.8   3.4    97   153   531   586   448   619 0.50 | transcript=PVW1_090035100_t1 | gene=PVW1_090035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1325338-1328391(+) | protein_length=1017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 10889at5820          -            305    0.0009   17.2  42.8   1   3   4.3e-05    0.0085   14.0  15.5    75   174   197   291   176   316 0.46 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 10889at5820          -            305    0.0009   17.2  42.8   2   3   4.2e-05    0.0083   14.0  12.8    71   179   385   494   334   505 0.52 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 10889at5820          -            305    0.0009   17.2  42.8   3   3       2.4   4.7e+02   -1.6   0.4    53    88   581   620   569   629 0.54 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480603.1         -            409 10889at5820          -            305    0.0009   17.2   1.3   1   1   8.6e-06    0.0017   16.3   1.3   122   193    81   155    60   168 0.51 | transcript=PVW1_070028500_t1 | gene=PVW1_070028500 | organism=Plasmodium_vivax_PvW1 | gene_product=BPL/LPL catalytic domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZTX2] | transcript_product=BPL/LPL catalytic domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZTX2] | location=CAJZCX010000011:1042113-1043342(+) | protein_length=409 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475452.1         -            347 10889at5820          -            305    0.0011   16.9  18.0   1   2      0.37        72    1.1   3.7   112   143    62    93    52   116 0.30 | transcript=PVW1_130013300_t1 | gene=PVW1_130013300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:382295-383488(+) | protein_length=347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475452.1         -            347 10889at5820          -            305    0.0011   16.9  18.0   2   2   5.7e-06    0.0011   16.9  18.0    89   206   139   257   129   269 0.52 | transcript=PVW1_130013300_t1 | gene=PVW1_130013300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:382295-383488(+) | protein_length=347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 10889at5820          -            305    0.0079   14.1  32.9   1   2     0.012       2.3    6.0   6.6   106   171    73   134     2   161 0.53 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 10889at5820          -            305    0.0079   14.1  32.9   2   2     4e-05    0.0079   14.1  18.3    87   182   241   339   227   371 0.53 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472106.1         -            244 10889at5820          -            305     0.019   12.9  16.2   1   1   0.00013     0.025   12.5  16.2    84   171    65   150    13   177 0.55 | transcript=PVW1_140029800_t1 | gene=PVW1_140029800 | organism=Plasmodium_vivax_PvW1 | gene_product=EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK27] | transcript_product=EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK27] | location=CAJZCX010000003:1098258-1099402(-) | protein_length=244 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472226.1         -            194 10889at5820          -            305      0.44    8.4   9.4   1   1    0.0035      0.68    7.8   9.4    87   170    76   160    58   190 0.36 | transcript=PVW1_140040600_t1 | gene=PVW1_140040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1526981-1527565(+) | protein_length=194 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475713.1         -            790 10889at5820          -            305      0.77    7.6  27.7   1   2    0.0042      0.82    7.5  22.4    87   160   191   262   176   307 0.50 | transcript=PVW1_130025200_t1 | gene=PVW1_130025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:925258-927792(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475713.1         -            790 10889at5820          -            305      0.77    7.6  27.7   2   2      0.17        34    2.2   0.2   108   183   457   534   438   547 0.45 | transcript=PVW1_130025200_t1 | gene=PVW1_130025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:925258-927792(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483377.1         -            510 10889at5820          -            305      0.79    7.5  11.0   1   2    0.0013      0.26    9.1   2.2    99   127   129   166   106   242 0.36 | transcript=PVW1_030019200_t1 | gene=PVW1_030019200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:638255-639787(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483377.1         -            510 10889at5820          -            305      0.79    7.5  11.0   2   2     0.076        15    3.3   1.7   108   159   285   335   250   367 0.45 | transcript=PVW1_030019200_t1 | gene=PVW1_030019200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:638255-639787(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472461.1         -            339 10889at5820          -            305       1.8    6.3  18.5   1   1     0.018       3.5    5.4  18.5    99   171   102   174    80   202 0.45 | transcript=PVW1_140063000_t1 | gene=PVW1_140063000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2509070-2510752(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478093.1         -            663 10889at5820          -            305       2.9    5.7   9.5   1   1      0.04       7.8    4.3   9.5    87   155    56   124    43   158 0.52 | transcript=PVW1_110045400_t1 | gene=PVW1_110045400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1707064-1709244(-) | protein_length=663 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 10889at5820          -            305       3.3    5.5  58.1   1   3       4.3   8.4e+02   -2.4   1.7   160   178    65    83    55   100 0.54 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 10889at5820          -            305       3.3    5.5  58.1   2   3   5.7e-05     0.011   13.6  30.8    73   172   245   353   230   366 0.42 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 10889at5820          -            305       3.3    5.5  58.1   3   3     0.038       7.4    4.3  10.2   116   152   445   476   425   522 0.45 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476281.1         -            132 10889at5820          -            305       3.8    5.3  19.6   1   1     0.022       4.4    5.1  19.6    92   163    17    83     2   114 0.38 | transcript=PVW1_130051200_t1 | gene=PVW1_130051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2036889-2037422(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473468.1         -            177 10889at5820          -            305       4.1    5.2  13.1   1   1     0.011       2.2    6.1  11.3   107   197    20   112     2   121 0.55 | transcript=PVW1_120043800_t1 | gene=PVW1_120043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1641278-1641811(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474987.1         -           1374 10889at5820          -            305       5.2    4.9  63.2   1   5      0.02         4    5.2  16.4   205   276   823   897   679   903 0.88 | transcript=PVW1_100046800_t1 | gene=PVW1_100046800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1899945-1904263(+) | protein_length=1374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474987.1         -           1374 10889at5820          -            305       5.2    4.9  63.2   2   5     0.068        13    3.5   2.5   191   232   904   944   897   948 0.57 | transcript=PVW1_100046800_t1 | gene=PVW1_100046800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1899945-1904263(+) | protein_length=1374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
