#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477084.1         -           1568 813at5820            -           1226         0 2357.8  76.0   1   4         0         0 1238.6  48.5     1   700    53   847    53   860 0.92 | transcript=PVW1_090040000_t1 | gene=PVW1_090040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1535049-1539903(-) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482438.1         -           1346 813at5820            -           1226  1.2e-106  356.0  19.7   3   5   3.1e-34   6.2e-31  105.2   1.1   690   852   675   835   619   843 0.83 | transcript=PVW1_040015400_t1 | gene=PVW1_040015400 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | location=CAJZCX010000013:468387-472535(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482438.1         -           1346 813at5820            -           1226  1.2e-106  356.0  19.7   4   5   7.2e-35   1.5e-31  107.3   0.1   918  1012  1086  1180  1071  1184 0.96 | transcript=PVW1_040015400_t1 | gene=PVW1_040015400 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | location=CAJZCX010000013:468387-472535(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482438.1         -           1346 813at5820            -           1226  1.2e-106  356.0  19.7   5   5   5.6e-35   1.1e-31  107.7   2.6  1044  1214  1185  1341  1178  1346 0.87 | transcript=PVW1_040015400_t1 | gene=PVW1_040015400 | organism=Plasmodium_vivax_PvW1 | gene_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | transcript_product=DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSM4] | location=CAJZCX010000013:468387-472535(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/813at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/813at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/813at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:10 2026
# [ok]
