#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477889.1         -           1642 1628at5820           -           1124         0 1854.7 138.7   1   8   2.9e-28   2.6e-25   87.0  19.4     5   103    94   222    91   225 0.81 | transcript=PVW1_110033400_t1 | gene=PVW1_110033400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1245538-1250957(-) | protein_length=1642 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 1628at5820           -           1124     9e-09   32.2   0.7   1   3     1e-11     9e-09   32.2   0.7   362   503    63   213    54   216 0.78 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 1628at5820           -           1124     9e-09   32.2   0.7   2   3      0.12     1e+02   -1.1   0.1   252   314   379   443   372   452 0.77 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 1628at5820           -           1124     9e-09   32.2   0.7   3   3     0.029        25    0.9   0.5   448   490   538   580   523   614 0.73 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 1628at5820           -           1124    0.0022   14.4  43.2   1   2   0.00015      0.13    8.5   0.6   374   440   113   180    86   196 0.86 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 1628at5820           -           1124    0.0022   14.4  43.2   2   2     0.001      0.87    5.8  19.5   494   598   395   495   305   514 0.71 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478816.1         -            807 1628at5820           -           1124     0.006   12.9  59.6   1   2   3.9e-05     0.034   10.4  17.7   296   480   125   311   119   348 0.81 | transcript=PVW1_080015300_t1 | gene=PVW1_080015300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:500892-503513(+) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478816.1         -            807 1628at5820           -           1124     0.006   12.9  59.6   2   2   0.00016      0.14    8.4  33.9   354   550   541   746   480   765 0.84 | transcript=PVW1_080015300_t1 | gene=PVW1_080015300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:500892-503513(+) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482583.1         -           1172 1628at5820           -           1124     0.032   10.5   7.9   1   2   4.7e-06    0.0041   13.5   0.7   316   429   283   397   278   411 0.93 | transcript=PVW1_040020700_t1 | gene=PVW1_040020700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:678725-682243(-) | protein_length=1172 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482583.1         -           1172 1628at5820           -           1124     0.032   10.5   7.9   2   2     0.062        54   -0.2   1.4   237   327   612   703   584   715 0.68 | transcript=PVW1_040020700_t1 | gene=PVW1_040020700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:678725-682243(-) | protein_length=1172 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 1628at5820           -           1124      0.13    8.6   6.2   1   2   0.00047      0.41    6.9   0.7   428   534   292   397   277   404 0.72 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 1628at5820           -           1124      0.13    8.6   6.2   2   2    0.0024       2.1    4.5   0.6   551   614   482   544   467   581 0.77 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1628at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1628at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1628at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:46 2026
# [ok]
