#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0   1  16      0.15   9.4e+02   -3.8   0.3     1    14     1    14     1    15 0.93 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  12  16   4.2e-14   2.6e-10   37.8  17.0   672   726  1494  1548  1450  1563 0.77 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  13  16   7.6e-77   4.6e-73  245.4   6.2   722   832  1599  1709  1583  1732 0.87 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  14  16   1.3e-15     8e-12   42.7   3.3   834   889  1753  1808  1735  1836 0.78 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  15  16   9.8e-18     6e-14   49.8   0.1   892   928  1886  1922  1882  1934 0.94 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476632.1         -           2057 2702at5820           -            961         0 1127.8 169.0  16  16   1.7e-09     1e-05   22.5   0.3   929   961  1995  2031  1982  2031 0.83 | transcript=PVW1_090013700_t1 | gene=PVW1_090013700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:462388-468719(-) | protein_length=2057 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2702at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2702at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2702at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:21 2026
# [ok]
