#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472151.1         -            316 12286at5820          -            258  1.6e-118  393.1 107.8   1   2   3.3e-85   6.1e-83  276.5  80.0     1   184     1   205     1   206 0.85 | transcript=PVW1_140033300_t1 | gene=PVW1_140033300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1213167-1214612(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473460.1         -            822 12286at5820          -            258     0.012   13.4   3.4   1   1   0.00012     0.023   12.5   3.4   160   194   506   539   496   573 0.48 | transcript=PVW1_120043100_t1 | gene=PVW1_120043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1600726-1603459(-) | protein_length=822 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476907.1         -           1475 12286at5820          -            258     0.054   11.2  22.7   1   1   0.00059      0.11   10.2  22.7   138   186   824   862   802   877 0.39 | transcript=PVW1_090029300_t1 | gene=PVW1_090029300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1108671-1113098(-) | protein_length=1475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472391.1         -            710 12286at5820          -            258     0.057   11.1  34.3   1   1   0.00067      0.12   10.0  34.3   145   183   666   704   633   710 0.49 | transcript=PVW1_140056600_t1 | gene=PVW1_140056600 | organism=Plasmodium_vivax_PvW1 | gene_product=60 kDa chaperonin, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A4K6] | transcript_product=60 kDa chaperonin, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A4K6] | location=CAJZCX010000003:2258247-2260772(-) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476510.1         -            345 12286at5820          -            258      0.06   11.1  13.9   1   1   0.00054     0.099   10.4  13.9   131   158   136   163   114   182 0.46 | transcript=PVW1_090007200_t1 | gene=PVW1_090007200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:144387-145547(+) | protein_length=345 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482782.1         -            370 12286at5820          -            258      0.12   10.1  89.9   1   2     0.029       5.4    4.7  42.3   140   187   220   263   168   265 0.36 | transcript=PVW1_040027900_t1 | gene=PVW1_040027900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8D6] | transcript_product=Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8D6] | location=CAJZCX010000013:960789-962143(+) | protein_length=370 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482782.1         -            370 12286at5820          -            258      0.12   10.1  89.9   2   2    0.0009      0.17    9.6  65.2   141   225   247   334   246   350 0.66 | transcript=PVW1_040027900_t1 | gene=PVW1_040027900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8D6] | transcript_product=Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8D6] | location=CAJZCX010000013:960789-962143(+) | protein_length=370 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473319.1         -            139 12286at5820          -            258      0.14    9.9  41.5   1   1     0.001      0.19    9.4  41.5   134   193    78   135    54   138 0.55 | transcript=PVW1_120032500_t1 | gene=PVW1_120032500 | organism=Plasmodium_vivax_PvW1 | gene_product=Parasitophorous vacuolar protein 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGH3] | transcript_product=Parasitophorous vacuolar protein 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGH3] | location=CAJZCX010000004:1219087-1219506(+) | protein_length=139 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477760.1         -             82 12286at5820          -            258      0.17    9.6  19.2   1   1   0.00099      0.18    9.5  19.2   136   182    26    69     9    78 0.34 | transcript=PVW1_110025700_t1 | gene=PVW1_110025700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:900530-900778(+) | protein_length=82 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471921.1         -            158 12286at5820          -            258      0.17    9.6  20.9   1   1     0.001      0.19    9.4  20.9   131   187    99   155    40   158 0.52 | transcript=PVW1_140017900_t1 | gene=PVW1_140017900 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ0] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ0] | location=CAJZCX010000003:590167-590643(-) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 12286at5820          -            258      0.27    8.9  37.2   1   2   2.7e-05    0.0049   14.6  26.7   141   191   122   166   100   191 0.47 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 12286at5820          -            258      0.27    8.9  37.2   2   2      0.94   1.7e+02   -0.3   2.7   164   179   413   428   393   435 0.36 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 12286at5820          -            258      0.32    8.7  56.1   1   2   4.3e-05     0.008   13.9  20.6   119   210   202   288   192   306 0.54 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 12286at5820          -            258      0.32    8.7  56.1   2   2      0.25        45    1.6  25.7   126   193   398   456   383   491 0.40 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 12286at5820          -            258      0.36    8.5  34.1   1   2     0.075        14    3.3   5.1   130   188    62   123    51   160 0.50 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 12286at5820          -            258      0.36    8.5  34.1   2   2   0.00035     0.065   11.0  21.0   123   209   230   320   221   343 0.56 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472226.1         -            194 12286at5820          -            258      0.49    8.1  16.1   1   1    0.0033      0.61    7.8  16.1   110   186    84   155    64   176 0.46 | transcript=PVW1_140040600_t1 | gene=PVW1_140040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1526981-1527565(+) | protein_length=194 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478211.1         -            709 12286at5820          -            258      0.64    7.7  16.1   1   1    0.0065       1.2    6.8  16.1   131   168   299   336   285   347 0.59 | transcript=PVW1_110050500_t1 | gene=PVW1_110050500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1923296-1925425(-) | protein_length=709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482540.1         -             80 12286at5820          -            258       1.6    6.4  14.0   1   1    0.0096       1.8    6.2  14.0   133   192     9    62     2    77 0.30 | transcript=PVW1_040018900_t1 | gene=PVW1_040018900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:610355-610879(+) | protein_length=80 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478093.1         -            663 12286at5820          -            258       1.6    6.4  12.6   1   1     0.021       3.8    5.2  12.6   133   214    59   136    44   144 0.53 | transcript=PVW1_110045400_t1 | gene=PVW1_110045400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1707064-1709244(-) | protein_length=663 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 12286at5820          -            258       2.1    6.0  22.9   1   1     0.021       3.9    5.1  22.9   109   200    23   112     3   158 0.56 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475713.1         -            790 12286at5820          -            258       2.3    5.9  34.7   1   1     0.025       4.5    4.9  34.7   135   192   199   255   180   282 0.45 | transcript=PVW1_130025200_t1 | gene=PVW1_130025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:925258-927792(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473397.1         -            103 12286at5820          -            258         3    5.5  12.8   1   1     0.021       3.8    5.1  12.8   140   194     5    59     2    67 0.53 | transcript=PVW1_120038100_t1 | gene=PVW1_120038100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1383920-1384231(+) | protein_length=103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 12286at5820          -            258       4.1    5.1  26.9   1   1     0.072        13    3.4  26.9   125   187    77   139    59   158 0.46 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475790.1         -            281 12286at5820          -            258       4.3    5.0  46.4   1   1   0.00064      0.12   10.1  40.4    87   196   159   266   147   281 0.66 | transcript=PVW1_130028500_t1 | gene=PVW1_130028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIZ4] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIZ4] | location=CAJZCX010000006:1047339-1048184(-) | protein_length=281 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473366.1         -            302 12286at5820          -            258       5.8    4.6  28.6   1   1    0.0095       1.7    6.3  25.6    98   179   217   300   195   302 0.53 | transcript=PVW1_120035300_t1 | gene=PVW1_120035300 | organism=Plasmodium_vivax_PvW1 | gene_product=Voldacs domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H164] | transcript_product=Voldacs domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H164] | location=CAJZCX010000004:1303015-1303923(-) | protein_length=302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479303.1         -            894 12286at5820          -            258       6.6    4.4  34.8   1   2    0.0022       0.4    8.4  15.9   152   203   330   380   314   399 0.43 | transcript=PVW1_080040000_t1 | gene=PVW1_080040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1501411-1504095(-) | protein_length=894 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479303.1         -            894 12286at5820          -            258       6.6    4.4  34.8   2   2      0.53        98    0.5  10.9   150   178   576   604   559   636 0.42 | transcript=PVW1_080040000_t1 | gene=PVW1_080040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1501411-1504095(-) | protein_length=894 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476660.1         -           1045 12286at5820          -            258       7.9    4.1  11.3   1   2       8.3   1.5e+03   -3.4   0.0    43    65   675   697   671   703 0.73 | transcript=PVW1_090015800_t1 | gene=PVW1_090015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:560957-564204(+) | protein_length=1045 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476660.1         -           1045 12286at5820          -            258       7.9    4.1  11.3   2   2   9.5e-05     0.017   12.8   0.6   147   224   741   816   710   822 0.53 | transcript=PVW1_090015800_t1 | gene=PVW1_090015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:560957-564204(+) | protein_length=1045 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 12286at5820          -            258         8    4.1  44.9   1   2       4.3   7.9e+02   -2.4   0.1    94   114   678   698   673   705 0.85 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475615.1         -           3084 12286at5820          -            258         8    4.1  44.9   2   2   3.3e-05    0.0061   14.3  31.9   135   212  1640  1712  1604  1732 0.64 | transcript=PVW1_130021100_t1 | gene=PVW1_130021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:728481-737735(+) | protein_length=3084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 12286at5820          -            258       9.3    3.9  23.8   1   1     0.087        16    3.1  23.8   130   198  1244  1312  1223  1326 0.48 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12286at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12286at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12286at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:27 2026
# [ok]
